Age,Age_Bands,Area,Gender,Population
10,10 - 14,Orkney Islands,Male,117
10,10 - 14,Perth and Kinross,Male,702
10,10 - 14,Renfrewshire,Male,936
10,10 - 14,Scottish Borders,Male,640
10,10 - 14,Shetland Islands,Male,135
10,10 - 14,South Ayrshire,Male,551
10,10 - 14,South Lanarkshire,Male,1728
10,10 - 14,Stirling,Male,492
10,10 - 14,West Dunbartonshire,Male,488
10,10 - 14,West Lothian,Male,1151
10,10 - 14,Aberdeen City,Female,966
10,10 - 14,Aberdeenshire,Female,1528
10,10 - 14,Angus,Female,588
10,10 - 14,Argyll and Bute,Female,417
10,10 - 14,City of Edinburgh,Female,2207
10,10 - 14,Clackmannanshire,Female,264
10,10 - 14,Dumfries and Galloway,Female,753
10,10 - 14,Dundee City,Female,678
10,10 - 14,East Ayrshire,Female,639
10,10 - 14,East Dunbartonshire,Female,599
10,10 - 14,East Lothian,Female,581
10,10 - 14,East Renfrewshire,Female,604
10,10 - 14,Falkirk,Female,891
10,10 - 14,Fife,Female,2024
10,10 - 14,Glasgow City,Female,2647
10,10 - 14,Highland,Female,1256
10,10 - 14,Inverclyde,Female,416
10,10 - 14,Midlothian,Female,511
10,10 - 14,Moray,Female,486
10,10 - 14,Na h-Eileanan Siar,Female,143
10,10 - 14,North Ayrshire,Female,716
10,10 - 14,North Lanarkshire,Female,1931
10,10 - 14,Orkney Islands,Female,122
10,10 - 14,Perth and Kinross,Female,737
10,10 - 14,Renfrewshire,Female,967
10,10 - 14,Scottish Borders,Female,583
10,10 - 14,Shetland Islands,Female,160
10,10 - 14,South Ayrshire,Female,558
10,10 - 14,South Lanarkshire,Female,1747
10,10 - 14,Stirling,Female,490
10,10 - 14,West Dunbartonshire,Female,470
10,10 - 14,West Lothian,Female,1117
11,10 - 14,Aberdeen City,Male,969
11,10 - 14,Aberdeenshire,Male,1503
11,10 - 14,Angus,Male,635
11,10 - 14,Argyll and Bute,Male,454
11,10 - 14,City of Edinburgh,Male,2263
11,10 - 14,Clackmannanshire,Male,273
11,10 - 14,Dumfries and Galloway,Male,797
11,10 - 14,Dundee City,Male,755
11,10 - 14,East Ayrshire,Male,659
11,10 - 14,East Dunbartonshire,Male,656
11,10 - 14,East Lothian,Male,638
11,10 - 14,East Renfrewshire,Male,631
11,10 - 14,Falkirk,Male,938
11,10 - 14,Fife,Male,2047
11,10 - 14,Glasgow City,Male,2804
11,10 - 14,Highland,Male,1327
11,10 - 14,Inverclyde,Male,447
11,10 - 14,Midlothian,Male,514
11,10 - 14,Moray,Male,490
11,10 - 14,Na h-Eileanan Siar,Male,145
11,10 - 14,North Ayrshire,Male,772
11,10 - 14,North Lanarkshire,Male,2060
11,10 - 14,Orkney Islands,Male,108
11,10 - 14,Perth and Kinross,Male,832
11,10 - 14,Renfrewshire,Male,939
11,10 - 14,Scottish Borders,Male,618
11,10 - 14,Shetland Islands,Male,150
11,10 - 14,South Ayrshire,Male,576
11,10 - 14,South Lanarkshire,Male,1686
11,10 - 14,Stirling,Male,543
11,10 - 14,West Dunbartonshire,Male,496
11,10 - 14,West Lothian,Male,1160
11,10 - 14,Aberdeen City,Female,920
11,10 - 14,Aberdeenshire,Female,1440
11,10 - 14,Angus,Female,615
11,10 - 14,Argyll and Bute,Female,401
11,10 - 14,City of Edinburgh,Female,2013
11,10 - 14,Clackmannanshire,Female,267
11,10 - 14,Dumfries and Galloway,Female,772
11,10 - 14,Dundee City,Female,713
11,10 - 14,East Ayrshire,Female,627
11,10 - 14,East Dunbartonshire,Female,577
11,10 - 14,East Lothian,Female,530
11,10 - 14,East Renfrewshire,Female,617
11,10 - 14,Falkirk,Female,858
11,10 - 14,Fife,Female,1895
11,10 - 14,Glasgow City,Female,2636
11,10 - 14,Highland,Female,1248
11,10 - 14,Inverclyde,Female,400
11,10 - 14,Midlothian,Female,486
11,10 - 14,Moray,Female,530
11,10 - 14,Na h-Eileanan Siar,Female,127
11,10 - 14,North Ayrshire,Female,723
11,10 - 14,North Lanarkshire,Female,1963
11,10 - 14,Orkney Islands,Female,129
11,10 - 14,Perth and Kinross,Female,774
11,10 - 14,Renfrewshire,Female,941
11,10 - 14,Scottish Borders,Female,607
11,10 - 14,Shetland Islands,Female,117
11,10 - 14,South Ayrshire,Female,598
11,10 - 14,South Lanarkshire,Female,1667
11,10 - 14,Stirling,Female,501
11,10 - 14,West Dunbartonshire,Female,483
11,10 - 14,West Lothian,Female,1082
12,10 - 14,Aberdeen City,Male,895
12,10 - 14,Aberdeenshire,Male,1515
12,10 - 14,Angus,Male,645
12,10 - 14,Argyll and Bute,Male,456
12,10 - 14,City of Edinburgh,Male,2132
12,10 - 14,Clackmannanshire,Male,281
12,10 - 14,Dumfries and Galloway,Male,766
12,10 - 14,Dundee City,Male,702
12,10 - 14,East Ayrshire,Male,697
12,10 - 14,East Dunbartonshire,Male,657
12,10 - 14,East Lothian,Male,596
12,10 - 14,East Renfrewshire,Male,615
12,10 - 14,Falkirk,Male,868
12,10 - 14,Fife,Male,2031
12,10 - 14,Glasgow City,Male,2736
12,10 - 14,Highland,Male,1259
12,10 - 14,Inverclyde,Male,441
12,10 - 14,Midlothian,Male,518
12,10 - 14,Moray,Male,506
12,10 - 14,Na h-Eileanan Siar,Male,147
12,10 - 14,North Ayrshire,Male,717
12,10 - 14,North Lanarkshire,Male,2082
12,10 - 14,Orkney Islands,Male,119
12,10 - 14,Perth and Kinross,Male,785
12,10 - 14,Renfrewshire,Male,937
12,10 - 14,Scottish Borders,Male,629
12,10 - 14,Shetland Islands,Male,143
12,10 - 14,South Ayrshire,Male,551
12,10 - 14,South Lanarkshire,Male,1730
12,10 - 14,Stirling,Male,596
12,10 - 14,West Dunbartonshire,Male,495
12,10 - 14,West Lothian,Male,1097
12,10 - 14,Aberdeen City,Female,885
12,10 - 14,Aberdeenshire,Female,1399
12,10 - 14,Angus,Female,618
12,10 - 14,Argyll and Bute,Female,427
12,10 - 14,City of Edinburgh,Female,1969
12,10 - 14,Clackmannanshire,Female,269
12,10 - 14,Dumfries and Galloway,Female,726
12,10 - 14,Dundee City,Female,646
12,10 - 14,East Ayrshire,Female,648
12,10 - 14,East Dunbartonshire,Female,567
12,10 - 14,East Lothian,Female,583
12,10 - 14,East Renfrewshire,Female,607
12,10 - 14,Falkirk,Female,823
12,10 - 14,Fife,Female,1881
12,10 - 14,Glasgow City,Female,2555
12,10 - 14,Highland,Female,1281
12,10 - 14,Inverclyde,Female,394
12,10 - 14,Midlothian,Female,465
12,10 - 14,Moray,Female,506
12,10 - 14,Na h-Eileanan Siar,Female,156
12,10 - 14,North Ayrshire,Female,718
12,10 - 14,North Lanarkshire,Female,1946
12,10 - 14,Orkney Islands,Female,93
12,10 - 14,Perth and Kinross,Female,758
12,10 - 14,Renfrewshire,Female,881
12,10 - 14,Scottish Borders,Female,607
12,10 - 14,Shetland Islands,Female,111
12,10 - 14,South Ayrshire,Female,560
12,10 - 14,South Lanarkshire,Female,1649
12,10 - 14,Stirling,Female,516
12,10 - 14,West Dunbartonshire,Female,452
12,10 - 14,West Lothian,Female,1043
13,10 - 14,Aberdeen City,Male,896
13,10 - 14,Aberdeenshire,Male,1464
13,10 - 14,Angus,Male,621
13,10 - 14,Argyll and Bute,Male,415
13,10 - 14,City of Edinburgh,Male,2108
13,10 - 14,Clackmannanshire,Male,264
13,10 - 14,Dumfries and Galloway,Male,765
13,10 - 14,Dundee City,Male,704
13,10 - 14,East Ayrshire,Male,605
13,10 - 14,East Dunbartonshire,Male,591
13,10 - 14,East Lothian,Male,505
13,10 - 14,East Renfrewshire,Male,564
13,10 - 14,Falkirk,Male,869
13,10 - 14,Fife,Male,1946
13,10 - 14,Glasgow City,Male,2650
13,10 - 14,Highland,Male,1252
13,10 - 14,Inverclyde,Male,401
13,10 - 14,Midlothian,Male,483
13,10 - 14,Moray,Male,531
13,10 - 14,Na h-Eileanan Siar,Male,145
13,10 - 14,North Ayrshire,Male,749
13,10 - 14,North Lanarkshire,Male,1966
13,10 - 14,Orkney Islands,Male,108
13,10 - 14,Perth and Kinross,Male,815
13,10 - 14,Renfrewshire,Male,890
13,10 - 14,Scottish Borders,Male,607
13,10 - 14,Shetland Islands,Male,139
13,10 - 14,South Ayrshire,Male,552
13,10 - 14,South Lanarkshire,Male,1598
13,10 - 14,Stirling,Male,519
13,10 - 14,West Dunbartonshire,Male,460
13,10 - 14,West Lothian,Male,1049
13,10 - 14,Aberdeen City,Female,837
13,10 - 14,Aberdeenshire,Female,1419
13,10 - 14,Angus,Female,611
13,10 - 14,Argyll and Bute,Female,394
13,10 - 14,City of Edinburgh,Female,1915
13,10 - 14,Clackmannanshire,Female,257
13,10 - 14,Dumfries and Galloway,Female,722
13,10 - 14,Dundee City,Female,631
13,10 - 14,East Ayrshire,Female,626
13,10 - 14,East Dunbartonshire,Female,552
13,10 - 14,East Lothian,Female,530
13,10 - 14,East Renfrewshire,Female,602
13,10 - 14,Falkirk,Female,833
13,10 - 14,Fife,Female,1849
13,10 - 14,Glasgow City,Female,2582
13,10 - 14,Highland,Female,1248
13,10 - 14,Inverclyde,Female,383
13,10 - 14,Midlothian,Female,445
13,10 - 14,Moray,Female,500
13,10 - 14,Na h-Eileanan Siar,Female,142
13,10 - 14,North Ayrshire,Female,712
13,10 - 14,North Lanarkshire,Female,1902
13,10 - 14,Orkney Islands,Female,108
13,10 - 14,Perth and Kinross,Female,747
13,10 - 14,Renfrewshire,Female,872
13,10 - 14,Scottish Borders,Female,539
13,10 - 14,Shetland Islands,Female,127
13,10 - 14,South Ayrshire,Female,535
13,10 - 14,South Lanarkshire,Female,1585
13,10 - 14,Stirling,Female,497
13,10 - 14,West Dunbartonshire,Female,454
13,10 - 14,West Lothian,Female,1011
14,10 - 14,Aberdeen City,Male,910
14,10 - 14,Aberdeenshire,Male,1421
14,10 - 14,Angus,Male,605
14,10 - 14,Argyll and Bute,Male,432
14,10 - 14,City of Edinburgh,Male,2153
14,10 - 14,Clackmannanshire,Male,304
14,10 - 14,Dumfries and Galloway,Male,746
14,10 - 14,Dundee City,Male,682
14,10 - 14,East Ayrshire,Male,604
14,10 - 14,East Dunbartonshire,Male,605
14,10 - 14,East Lothian,Male,572
14,10 - 14,East Renfrewshire,Male,583
14,10 - 14,Falkirk,Male,844
14,10 - 14,Fife,Male,1888
14,10 - 14,Glasgow City,Male,2623
14,10 - 14,Highland,Male,1280
14,10 - 14,Inverclyde,Male,371
14,10 - 14,Midlothian,Male,487
14,10 - 14,Moray,Male,555
14,10 - 14,Na h-Eileanan Siar,Male,117
14,10 - 14,North Ayrshire,Male,709
14,10 - 14,North Lanarkshire,Male,1893
14,10 - 14,Orkney Islands,Male,103
14,10 - 14,Perth and Kinross,Male,801
14,10 - 14,Renfrewshire,Male,904
14,10 - 14,Scottish Borders,Male,585
14,10 - 14,Shetland Islands,Male,134
14,10 - 14,South Ayrshire,Male,576
14,10 - 14,South Lanarkshire,Male,1666
14,10 - 14,Stirling,Male,510
14,10 - 14,West Dunbartonshire,Male,429
14,10 - 14,West Lothian,Male,991
14,10 - 14,Aberdeen City,Female,835
14,10 - 14,Aberdeenshire,Female,1372
14,10 - 14,Angus,Female,589
14,10 - 14,Argyll and Bute,Female,408
14,10 - 14,City of Edinburgh,Female,1992
14,10 - 14,Clackmannanshire,Female,258
14,10 - 14,Dumfries and Galloway,Female,676
14,10 - 14,Dundee City,Female,642
14,10 - 14,East Ayrshire,Female,665
14,10 - 14,East Dunbartonshire,Female,592
14,10 - 14,East Lothian,Female,516
14,10 - 14,East Renfrewshire,Female,586
14,10 - 14,Falkirk,Female,767
14,10 - 14,Fife,Female,1752
14,10 - 14,Glasgow City,Female,2528
14,10 - 14,Highland,Female,1233
14,10 - 14,Inverclyde,Female,377
14,10 - 14,Midlothian,Female,417
14,10 - 14,Moray,Female,477
14,10 - 14,Na h-Eileanan Siar,Female,136
14,10 - 14,North Ayrshire,Female,697
14,10 - 14,North Lanarkshire,Female,1894
14,10 - 14,Orkney Islands,Female,119
14,10 - 14,Perth and Kinross,Female,757
14,10 - 14,Renfrewshire,Female,883
14,10 - 14,Scottish Borders,Female,596
14,10 - 14,Shetland Islands,Female,114
14,10 - 14,South Ayrshire,Female,526
14,10 - 14,South Lanarkshire,Female,1627
14,10 - 14,Stirling,Female,462
14,10 - 14,West Dunbartonshire,Female,460
14,10 - 14,West Lothian,Female,1085
15,15 - 19,Aberdeen City,Male,902
15,15 - 19,Aberdeenshire,Male,1450
15,15 - 19,Angus,Male,683
15,15 - 19,Argyll and Bute,Male,427
15,15 - 19,City of Edinburgh,Male,2071
15,15 - 19,Clackmannanshire,Male,271
15,15 - 19,Dumfries and Galloway,Male,774
15,15 - 19,Dundee City,Male,708
15,15 - 19,East Ayrshire,Male,649
15,15 - 19,East Dunbartonshire,Male,654
15,15 - 19,East Lothian,Male,546
15,15 - 19,East Renfrewshire,Male,617
15,15 - 19,Falkirk,Male,837
15,15 - 19,Fife,Male,2039
15,15 - 19,Glasgow City,Male,2878
15,15 - 19,Highland,Male,1348
15,15 - 19,Inverclyde,Male,421
15,15 - 19,Midlothian,Male,504
15,15 - 19,Moray,Male,569
15,15 - 19,Na h-Eileanan Siar,Male,117
15,15 - 19,North Ayrshire,Male,762
15,15 - 19,North Lanarkshire,Male,1953
15,15 - 19,Orkney Islands,Male,109
15,15 - 19,Perth and Kinross,Male,876
15,15 - 19,Renfrewshire,Male,966
15,15 - 19,Scottish Borders,Male,600
15,15 - 19,Shetland Islands,Male,120
15,15 - 19,South Ayrshire,Male,602
15,15 - 19,South Lanarkshire,Male,1700
15,15 - 19,Stirling,Male,528
15,15 - 19,West Dunbartonshire,Male,440
15,15 - 19,West Lothian,Male,1075
15,15 - 19,Aberdeen City,Female,892
15,15 - 19,Aberdeenshire,Female,1357
15,15 - 19,Angus,Female,628
15,15 - 19,Argyll and Bute,Female,431
15,15 - 19,City of Edinburgh,Female,2005
15,15 - 19,Clackmannanshire,Female,306
15,15 - 19,Dumfries and Galloway,Female,727
15,15 - 19,Dundee City,Female,640
15,15 - 19,East Ayrshire,Female,638
15,15 - 19,East Dunbartonshire,Female,585
15,15 - 19,East Lothian,Female,579
15,15 - 19,East Renfrewshire,Female,565
15,15 - 19,Falkirk,Female,823
15,15 - 19,Fife,Female,1870
15,15 - 19,Glasgow City,Female,2798
15,15 - 19,Highland,Female,1252
15,15 - 19,Inverclyde,Female,409
15,15 - 19,Midlothian,Female,502
15,15 - 19,Moray,Female,516
15,15 - 19,Na h-Eileanan Siar,Female,150
15,15 - 19,North Ayrshire,Female,746
15,15 - 19,North Lanarkshire,Female,1936
15,15 - 19,Orkney Islands,Female,101
15,15 - 19,Perth and Kinross,Female,850
15,15 - 19,Renfrewshire,Female,959
15,15 - 19,Scottish Borders,Female,579
15,15 - 19,Shetland Islands,Female,130
15,15 - 19,South Ayrshire,Female,551
15,15 - 19,South Lanarkshire,Female,1691
15,15 - 19,Stirling,Female,545
15,15 - 19,West Dunbartonshire,Female,457
15,15 - 19,West Lothian,Female,1025
16,15 - 19,Aberdeen City,Male,964
16,15 - 19,Aberdeenshire,Male,1610
16,15 - 19,Angus,Male,716
16,15 - 19,Argyll and Bute,Male,450
16,15 - 19,City of Edinburgh,Male,2225
16,15 - 19,Clackmannanshire,Male,317
16,15 - 19,Dumfries and Galloway,Male,789
16,15 - 19,Dundee City,Male,720
16,15 - 19,East Ayrshire,Male,675
16,15 - 19,East Dunbartonshire,Male,672
16,15 - 19,East Lothian,Male,592
16,15 - 19,East Renfrewshire,Male,642
16,15 - 19,Falkirk,Male,896
16,15 - 19,Fife,Male,1978
16,15 - 19,Glasgow City,Male,3023
16,15 - 19,Highland,Male,1327
16,15 - 19,Inverclyde,Male,428
16,15 - 19,Midlothian,Male,511
16,15 - 19,Moray,Male,586
16,15 - 19,Na h-Eileanan Siar,Male,136
16,15 - 19,North Ayrshire,Male,757
16,15 - 19,North Lanarkshire,Male,1960
16,15 - 19,Orkney Islands,Male,101
16,15 - 19,Perth and Kinross,Male,933
16,15 - 19,Renfrewshire,Male,996
16,15 - 19,Scottish Borders,Male,626
16,15 - 19,Shetland Islands,Male,156
16,15 - 19,South Ayrshire,Male,641
16,15 - 19,South Lanarkshire,Male,1837
16,15 - 19,Stirling,Male,550
16,15 - 19,West Dunbartonshire,Male,473
16,15 - 19,West Lothian,Male,1013
16,15 - 19,Aberdeen City,Female,929
16,15 - 19,Aberdeenshire,Female,1403
16,15 - 19,Angus,Female,585
16,15 - 19,Argyll and Bute,Female,434
16,15 - 19,City of Edinburgh,Female,2060
16,15 - 19,Clackmannanshire,Female,295
16,15 - 19,Dumfries and Galloway,Female,726
16,15 - 19,Dundee City,Female,712
16,15 - 19,East Ayrshire,Female,662
16,15 - 19,East Dunbartonshire,Female,566
16,15 - 19,East Lothian,Female,600
16,15 - 19,East Renfrewshire,Female,575
16,15 - 19,Falkirk,Female,819
16,15 - 19,Fife,Female,1816
16,15 - 19,Glasgow City,Female,2800
16,15 - 19,Highland,Female,1218
16,15 - 19,Inverclyde,Female,428
16,15 - 19,Midlothian,Female,515
16,15 - 19,Moray,Female,534
16,15 - 19,Na h-Eileanan Siar,Female,128
16,15 - 19,North Ayrshire,Female,732
16,15 - 19,North Lanarkshire,Female,1923
16,15 - 19,Orkney Islands,Female,119
16,15 - 19,Perth and Kinross,Female,865
16,15 - 19,Renfrewshire,Female,937
16,15 - 19,Scottish Borders,Female,637
16,15 - 19,Shetland Islands,Female,136
16,15 - 19,South Ayrshire,Female,559
16,15 - 19,South Lanarkshire,Female,1749
16,15 - 19,Stirling,Female,564
16,15 - 19,West Dunbartonshire,Female,496
16,15 - 19,West Lothian,Female,1041
17,15 - 19,Aberdeen City,Male,986
17,15 - 19,Aberdeenshire,Male,1547
17,15 - 19,Angus,Male,672
17,15 - 19,Argyll and Bute,Male,522
17,15 - 19,City of Edinburgh,Male,2279
17,15 - 19,Clackmannanshire,Male,339
17,15 - 19,Dumfries and Galloway,Male,830
17,15 - 19,Dundee City,Male,721
17,15 - 19,East Ayrshire,Male,663
17,15 - 19,East Dunbartonshire,Male,667
17,15 - 19,East Lothian,Male,591
17,15 - 19,East Renfrewshire,Male,636
17,15 - 19,Falkirk,Male,893
17,15 - 19,Fife,Male,2165
17,15 - 19,Glasgow City,Male,3053
17,15 - 19,Highland,Male,1466
17,15 - 19,Inverclyde,Male,470
17,15 - 19,Midlothian,Male,493
17,15 - 19,Moray,Male,609
17,15 - 19,Na h-Eileanan Siar,Male,160
17,15 - 19,North Ayrshire,Male,774
17,15 - 19,North Lanarkshire,Male,2204
17,15 - 19,Orkney Islands,Male,139
17,15 - 19,Perth and Kinross,Male,909
17,15 - 19,Renfrewshire,Male,994
17,15 - 19,Scottish Borders,Male,649
17,15 - 19,Shetland Islands,Male,130
17,15 - 19,South Ayrshire,Male,628
17,15 - 19,South Lanarkshire,Male,1838
17,15 - 19,Stirling,Male,607
17,15 - 19,West Dunbartonshire,Male,498
17,15 - 19,West Lothian,Male,1147
17,15 - 19,Aberdeen City,Female,935
17,15 - 19,Aberdeenshire,Female,1477
17,15 - 19,Angus,Female,616
17,15 - 19,Argyll and Bute,Female,497
17,15 - 19,City of Edinburgh,Female,2179
17,15 - 19,Clackmannanshire,Female,283
17,15 - 19,Dumfries and Galloway,Female,748
17,15 - 19,Dundee City,Female,727
17,15 - 19,East Ayrshire,Female,671
17,15 - 19,East Dunbartonshire,Female,638
17,15 - 19,East Lothian,Female,557
17,15 - 19,East Renfrewshire,Female,584
17,15 - 19,Falkirk,Female,879
17,15 - 19,Fife,Female,1995
17,15 - 19,Glasgow City,Female,2876
17,15 - 19,Highland,Female,1301
17,15 - 19,Inverclyde,Female,461
17,15 - 19,Midlothian,Female,555
17,15 - 19,Moray,Female,584
17,15 - 19,Na h-Eileanan Siar,Female,147
17,15 - 19,North Ayrshire,Female,766
17,15 - 19,North Lanarkshire,Female,2007
17,15 - 19,Orkney Islands,Female,109
17,15 - 19,Perth and Kinross,Female,861
17,15 - 19,Renfrewshire,Female,984
17,15 - 19,Scottish Borders,Female,593
17,15 - 19,Shetland Islands,Female,146
17,15 - 19,South Ayrshire,Female,608
17,15 - 19,South Lanarkshire,Female,1797
17,15 - 19,Stirling,Female,570
17,15 - 19,West Dunbartonshire,Female,485
17,15 - 19,West Lothian,Female,1066
18,15 - 19,Aberdeen City,Male,1132
18,15 - 19,Aberdeenshire,Male,1543
18,15 - 19,Angus,Male,679
18,15 - 19,Argyll and Bute,Male,556
18,15 - 19,City of Edinburgh,Male,2611
18,15 - 19,Clackmannanshire,Male,299
18,15 - 19,Dumfries and Galloway,Male,851
18,15 - 19,Dundee City,Male,930
18,15 - 19,East Ayrshire,Male,755
18,15 - 19,East Dunbartonshire,Male,707
18,15 - 19,East Lothian,Male,553
18,15 - 19,East Renfrewshire,Male,612
18,15 - 19,Falkirk,Male,970
18,15 - 19,Fife,Male,2066
18,15 - 19,Glasgow City,Male,3521
18,15 - 19,Highland,Male,1368
18,15 - 19,Inverclyde,Male,472
18,15 - 19,Midlothian,Male,491
18,15 - 19,Moray,Male,596
18,15 - 19,Na h-Eileanan Siar,Male,118
18,15 - 19,North Ayrshire,Male,842
18,15 - 19,North Lanarkshire,Male,2022
18,15 - 19,Orkney Islands,Male,122
18,15 - 19,Perth and Kinross,Male,901
18,15 - 19,Renfrewshire,Male,1014
18,15 - 19,Scottish Borders,Male,601
18,15 - 19,Shetland Islands,Male,145
18,15 - 19,South Ayrshire,Male,651
18,15 - 19,South Lanarkshire,Male,1834
18,15 - 19,Stirling,Male,658
18,15 - 19,West Dunbartonshire,Male,521
18,15 - 19,West Lothian,Male,1021
18,15 - 19,Aberdeen City,Female,1304
18,15 - 19,Aberdeenshire,Female,1289
18,15 - 19,Angus,Female,614
18,15 - 19,Argyll and Bute,Female,429
18,15 - 19,City of Edinburgh,Female,2598
18,15 - 19,Clackmannanshire,Female,288
18,15 - 19,Dumfries and Galloway,Female,797
18,15 - 19,Dundee City,Female,1068
18,15 - 19,East Ayrshire,Female,681
18,15 - 19,East Dunbartonshire,Female,587
18,15 - 19,East Lothian,Female,592
18,15 - 19,East Renfrewshire,Female,579
18,15 - 19,Falkirk,Female,800
18,15 - 19,Fife,Female,2176
18,15 - 19,Glasgow City,Female,3526
18,15 - 19,Highland,Female,1209
18,15 - 19,Inverclyde,Female,382
18,15 - 19,Midlothian,Female,456
18,15 - 19,Moray,Female,484
18,15 - 19,Na h-Eileanan Siar,Female,125
18,15 - 19,North Ayrshire,Female,768
18,15 - 19,North Lanarkshire,Female,2047
18,15 - 19,Orkney Islands,Female,85
18,15 - 19,Perth and Kinross,Female,789
18,15 - 19,Renfrewshire,Female,982
18,15 - 19,Scottish Borders,Female,585
18,15 - 19,Shetland Islands,Female,127
18,15 - 19,South Ayrshire,Female,615
18,15 - 19,South Lanarkshire,Female,1627
18,15 - 19,Stirling,Female,690
18,15 - 19,West Dunbartonshire,Female,474
18,15 - 19,West Lothian,Female,1016
19,15 - 19,Aberdeen City,Male,1536
19,15 - 19,Aberdeenshire,Male,1423
19,15 - 19,Angus,Male,695
19,15 - 19,Argyll and Bute,Male,611
19,15 - 19,City of Edinburgh,Male,3417
19,15 - 19,Clackmannanshire,Male,297
19,15 - 19,Dumfries and Galloway,Male,751
19,15 - 19,Dundee City,Male,1153
19,15 - 19,East Ayrshire,Male,735
19,15 - 19,East Dunbartonshire,Male,577
19,15 - 19,East Lothian,Male,573
19,15 - 19,East Renfrewshire,Male,585
19,15 - 19,Falkirk,Male,988
19,15 - 19,Fife,Male,2439
19,15 - 19,Glasgow City,Male,4194
19,15 - 19,Highland,Male,1296
19,15 - 19,Inverclyde,Male,478
19,15 - 19,Midlothian,Male,466
19,15 - 19,Moray,Male,572
19,15 - 19,Na h-Eileanan Siar,Male,142
19,15 - 19,North Ayrshire,Male,872
19,15 - 19,North Lanarkshire,Male,2215
19,15 - 19,Orkney Islands,Male,132
19,15 - 19,Perth and Kinross,Male,819
19,15 - 19,Renfrewshire,Male,1114
19,15 - 19,Scottish Borders,Male,602
19,15 - 19,Shetland Islands,Male,118
19,15 - 19,South Ayrshire,Male,603
19,15 - 19,South Lanarkshire,Male,1858
19,15 - 19,Stirling,Male,843
19,15 - 19,West Dunbartonshire,Male,524
19,15 - 19,West Lothian,Male,1049
19,15 - 19,Aberdeen City,Female,1964
19,15 - 19,Aberdeenshire,Female,1148
19,15 - 19,Angus,Female,605
19,15 - 19,Argyll and Bute,Female,395
19,15 - 19,City of Edinburgh,Female,3644
19,15 - 19,Clackmannanshire,Female,254
19,15 - 19,Dumfries and Galloway,Female,736
19,15 - 19,Dundee City,Female,1439
19,15 - 19,East Ayrshire,Female,618
19,15 - 19,East Dunbartonshire,Female,528
19,15 - 19,East Lothian,Female,571
19,15 - 19,East Renfrewshire,Female,531
19,15 - 19,Falkirk,Female,785
19,15 - 19,Fife,Female,2546
19,15 - 19,Glasgow City,Female,4460
19,15 - 19,Highland,Female,1029
19,15 - 19,Inverclyde,Female,444
19,15 - 19,Midlothian,Female,487
19,15 - 19,Moray,Female,449
19,15 - 19,Na h-Eileanan Siar,Female,106
19,15 - 19,North Ayrshire,Female,770
19,15 - 19,North Lanarkshire,Female,2078
19,15 - 19,Orkney Islands,Female,82
19,15 - 19,Perth and Kinross,Female,647
19,15 - 19,Renfrewshire,Female,955
19,15 - 19,Scottish Borders,Female,579
19,15 - 19,Shetland Islands,Female,117
19,15 - 19,South Ayrshire,Female,605
19,15 - 19,South Lanarkshire,Female,1736
19,15 - 19,Stirling,Female,934
19,15 - 19,West Dunbartonshire,Female,492
19,15 - 19,West Lothian,Female,1015
20,20 - 24,Aberdeen City,Male,1688
20,20 - 24,Aberdeenshire,Male,1413
20,20 - 24,Angus,Male,641
20,20 - 24,Argyll and Bute,Male,598
20,20 - 24,City of Edinburgh,Male,3705
20,20 - 24,Clackmannanshire,Male,307
20,20 - 24,Dumfries and Galloway,Male,830
