Age,Gender,Pop_Count_Projection,SIM,Year,Pop_Count_Reference,index_col
18,Female,17,0,2020,20,Female18
19,Female,35,0,2020,16,Female19
20,Female,12,0,2020,20,Female20
21,Female,20,0,2020,14,Female21
22,Female,20,0,2020,16,Female22
23,Female,16,0,2020,20,Female23
24,Female,20,0,2020,17,Female24
25,Female,14,0,2020,18,Female25
26,Female,16,0,2020,14,Female26
27,Female,20,0,2020,31,Female27
28,Female,17,0,2020,26,Female28
29,Female,18,0,2020,15,Female29
30,Female,14,0,2020,20,Female30
31,Female,31,0,2020,16,Female31
32,Female,26,0,2020,19,Female32
33,Female,15,0,2020,22,Female33
34,Female,20,0,2020,22,Female34
35,Female,16,0,2020,31,Female35
36,Female,19,0,2020,27,Female36
37,Female,22,0,2020,33,Female37
38,Female,22,0,2020,21,Female38
39,Female,31,0,2020,29,Female39
40,Female,27,0,2020,32,Female40
41,Female,33,0,2020,25,Female41
42,Female,21,0,2020,28,Female42
43,Female,29,0,2020,37,Female43
44,Female,32,0,2020,20,Female44
45,Female,24,0,2020,27,Female45
46,Female,28,0,2020,32,Female46
47,Female,37,0,2020,32,Female47
48,Female,20,0,2020,56,Female48
49,Female,27,0,2020,37,Female49
50,Female,32,0,2020,54,Female50
51,Female,30,0,2020,36,Female51
52,Female,55,0,2020,29,Female52
53,Female,36,0,2020,39,Female53
54,Female,54,0,2020,35,Female54
55,Female,36,0,2020,28,Female55
56,Female,29,0,2020,42,Female56
57,Female,37,0,2020,49,Female57
58,Female,32,0,2020,31,Female58
59,Female,27,0,2020,38,Female59
60,Female,41,0,2020,31,Female60
61,Female,49,0,2020,36,Female61
62,Female,31,0,2020,29,Female62
63,Female,38,0,2020,44,Female63
64,Female,28,0,2020,43,Female64
65,Female,36,0,2020,40,Female65
66,Female,29,0,2020,42,Female66
67,Female,41,0,2020,36,Female67
68,Female,42,0,2020,30,Female68
69,Female,38,0,2020,38,Female69
70,Female,41,0,2020,35,Female70
71,Female,30,0,2020,23,Female71
72,Female,26,0,2020,32,Female72
73,Female,36,0,2020,30,Female73
74,Female,30,0,2020,13,Female74
75,Female,21,0,2020,29,Female75
76,Female,27,0,2020,22,Female76
77,Female,28,0,2020,23,Female77
78,Female,9,0,2020,27,Female78
79,Female,23,0,2020,20,Female79
80,Female,15,0,2020,14,Female80
81,Female,20,0,2020,14,Female81
82,Female,16,0,2020,14,Female82
83,Female,15,0,2020,23,Female83
84,Female,11,0,2020,15,Female84
85,Female,11,0,2020,13,Female85
86,Female,11,0,2020,11,Female86
87,Female,11,0,2020,9,Female87
88,Female,4,0,2020,14,Female88
89,Female,10,0,2020,3,Female89
90+,Female,11,0,2020,39,Female90+
0,Male,0,0,2020,24,Male0
1,Male,0,0,2020,13,Male1
2,Male,0,0,2020,22,Male2
3,Male,0,0,2020,16,Male3
4,Male,24,0,2020,19,Male4
5,Male,13,0,2020,25,Male5
6,Male,22,0,2020,37,Male6
7,Male,16,0,2020,23,Male7
8,Male,19,0,2020,26,Male8
9,Male,25,0,2020,30,Male9
10,Male,37,0,2020,34,Male10
11,Male,23,0,2020,27,Male11
12,Male,26,0,2020,30,Male12
13,Male,30,0,2020,24,Male13
14,Male,34,0,2020,19,Male14
15,Male,27,0,2020,23,Male15
16,Male,30,0,2020,18,Male16
17,Male,24,0,2020,33,Male17
18,Male,19,0,2020,27,Male18
19,Male,23,0,2020,17,Male19
20,Male,18,0,2020,24,Male20
21,Male,33,0,2020,29,Male21
22,Male,26,0,2020,22,Male22
23,Male,17,0,2020,12,Male23
24,Male,24,0,2020,20,Male24
25,Male,29,0,2020,12,Male25
26,Male,22,0,2020,23,Male26
27,Male,12,0,2020,25,Male27
28,Male,20,0,2020,28,Male28
29,Male,12,0,2020,24,Male29
30,Male,23,0,2020,18,Male30
31,Male,25,0,2020,14,Male31
32,Male,27,0,2020,21,Male32
33,Male,24,0,2020,19,Male33
34,Male,18,0,2020,14,Male34
35,Male,14,0,2020,18,Male35
36,Male,21,0,2020,18,Male36
37,Male,18,0,2020,23,Male37
38,Male,14,0,2020,16,Male38
39,Male,18,0,2020,24,Male39
40,Male,17,0,2020,23,Male40
41,Male,22,0,2020,25,Male41
42,Male,16,0,2020,22,Male42
43,Male,24,0,2020,32,Male43
44,Male,23,0,2020,31,Male44
45,Male,25,0,2020,36,Male45
46,Male,21,0,2020,32,Male46
47,Male,32,0,2020,31,Male47
48,Male,31,0,2020,45,Male48
49,Male,35,0,2020,32,Male49
50,Male,32,0,2020,32,Male50
51,Male,31,0,2020,41,Male51
52,Male,44,0,2020,27,Male52
53,Male,30,0,2020,42,Male53
54,Male,30,0,2020,35,Male54
55,Male,41,0,2020,38,Male55
56,Male,27,0,2020,51,Male56
57,Male,40,0,2020,40,Male57
58,Male,33,0,2020,49,Male58
59,Male,38,0,2020,49,Male59
60,Male,50,0,2020,29,Male60
61,Male,39,0,2020,39,Male61
62,Male,47,0,2020,30,Male62
63,Male,46,0,2020,40,Male63
64,Male,28,0,2020,38,Male64
65,Male,34,0,2020,39,Male65
66,Male,30,0,2020,31,Male66
67,Male,38,0,2020,29,Male67
68,Male,37,0,2020,43,Male68
69,Male,37,0,2020,48,Male69
70,Male,30,0,2020,42,Male70
71,Male,27,0,2020,20,Male71
72,Male,40,0,2020,29,Male72
73,Male,42,0,2020,21,Male73
74,Male,36,0,2020,17,Male74
75,Male,17,0,2020,19,Male75
76,Male,22,0,2020,23,Male76
77,Male,18,0,2020,20,Male77
78,Male,14,0,2020,15,Male78
79,Male,15,0,2020,19,Male79
80,Male,17,0,2020,14,Male80
81,Male,9,0,2020,16,Male81
82,Male,10,0,2020,8,Male82
83,Male,15,0,2020,11,Male83
84,Male,6,0,2020,7,Male84
85,Male,12,0,2020,8,Male85
86,Male,6,0,2020,6,Male86
87,Male,6,0,2020,3,Male87
88,Male,6,0,2020,13,Male88
89,Male,5,0,2020,4,Male89
90+,Male,3,0,2020,17,Male90+
0,Female,0,0,2021,21,Female0
1,Female,0,0,2021,25,Female1
2,Female,0,0,2021,14,Female2
3,Female,0,0,2021,29,Female3
4,Female,0,0,2021,19,Female4
5,Female,21,0,2021,18,Female5
6,Female,25,0,2021,25,Female6
7,Female,14,0,2021,29,Female7
8,Female,29,0,2021,16,Female8
9,Female,19,0,2021,29,Female9
10,Female,18,0,2021,30,Female10
11,Female,25,0,2021,20,Female11
12,Female,29,0,2021,25,Female12
13,Female,16,0,2021,27,Female13
14,Female,29,0,2021,17,Female14
15,Female,30,0,2021,35,Female15
16,Female,20,0,2021,12,Female16
17,Female,25,0,2021,20,Female17
18,Female,27,0,2021,20,Female18
19,Female,17,0,2021,16,Female19
20,Female,35,0,2021,20,Female20
21,Female,12,0,2021,14,Female21
22,Female,20,0,2021,16,Female22
23,Female,20,0,2021,20,Female23
24,Female,16,0,2021,17,Female24
25,Female,20,0,2021,18,Female25
26,Female,14,0,2021,14,Female26
27,Female,16,0,2021,31,Female27
28,Female,20,0,2021,26,Female28
29,Female,17,0,2021,15,Female29
30,Female,18,0,2021,20,Female30
31,Female,14,0,2021,16,Female31
32,Female,31,0,2021,19,Female32
33,Female,26,0,2021,22,Female33
34,Female,15,0,2021,22,Female34
35,Female,20,0,2021,31,Female35
36,Female,16,0,2021,27,Female36
37,Female,19,0,2021,33,Female37
38,Female,22,0,2021,21,Female38
39,Female,22,0,2021,29,Female39
40,Female,31,0,2021,32,Female40
41,Female,27,0,2021,25,Female41
42,Female,33,0,2021,28,Female42
43,Female,21,0,2021,37,Female43
44,Female,28,0,2021,20,Female44
45,Female,32,0,2021,27,Female45
46,Female,24,0,2021,32,Female46
47,Female,28,0,2021,32,Female47
48,Female,37,0,2021,56,Female48
49,Female,19,0,2021,37,Female49
50,Female,27,0,2021,54,Female50
51,Female,32,0,2021,36,Female51
52,Female,30,0,2021,29,Female52
53,Female,55,0,2021,39,Female53
54,Female,36,0,2021,35,Female54
55,Female,54,0,2021,28,Female55
56,Female,36,0,2021,42,Female56
57,Female,29,0,2021,49,Female57
58,Female,37,0,2021,31,Female58
59,Female,32,0,2021,38,Female59
60,Female,27,0,2021,31,Female60
61,Female,41,0,2021,36,Female61
62,Female,48,0,2021,29,Female62
63,Female,31,0,2021,44,Female63
64,Female,38,0,2021,43,Female64
65,Female,27,0,2021,40,Female65
66,Female,35,0,2021,42,Female66
67,Female,29,0,2021,36,Female67
68,Female,41,0,2021,30,Female68
69,Female,42,0,2021,38,Female69
70,Female,37,0,2021,35,Female70
71,Female,40,0,2021,23,Female71
72,Female,29,0,2021,32,Female72
73,Female,25,0,2021,30,Female73
74,Female,32,0,2021,13,Female74
75,Female,30,0,2021,29,Female75
76,Female,21,0,2021,22,Female76
77,Female,27,0,2021,23,Female77
78,Female,27,0,2021,27,Female78
79,Female,9,0,2021,20,Female79
80,Female,23,0,2021,14,Female80
81,Female,14,0,2021,14,Female81
82,Female,20,0,2021,14,Female82
83,Female,15,0,2021,23,Female83
84,Female,14,0,2021,15,Female84
85,Female,11,0,2021,13,Female85
86,Female,11,0,2021,11,Female86
87,Female,10,0,2021,9,Female87
88,Female,9,0,2021,14,Female88
89,Female,4,0,2021,3,Female89
90+,Female,14,0,2021,39,Female90+
0,Male,0,0,2021,24,Male0
1,Male,0,0,2021,13,Male1
2,Male,0,0,2021,22,Male2
3,Male,0,0,2021,16,Male3
4,Male,0,0,2021,19,Male4
5,Male,24,0,2021,25,Male5
6,Male,13,0,2021,37,Male6
7,Male,22,0,2021,23,Male7
8,Male,16,0,2021,26,Male8
9,Male,19,0,2021,30,Male9
10,Male,25,0,2021,34,Male10
11,Male,37,0,2021,27,Male11
12,Male,23,0,2021,30,Male12
13,Male,26,0,2021,24,Male13
14,Male,30,0,2021,19,Male14
15,Male,34,0,2021,23,Male15
16,Male,27,0,2021,18,Male16
17,Male,30,0,2021,33,Male17
18,Male,24,0,2021,27,Male18
19,Male,19,0,2021,17,Male19
20,Male,23,0,2021,24,Male20
21,Male,18,0,2021,29,Male21
22,Male,33,0,2021,22,Male22
23,Male,26,0,2021,12,Male23
24,Male,17,0,2021,20,Male24
25,Male,24,0,2021,12,Male25
26,Male,29,0,2021,23,Male26
27,Male,22,0,2021,25,Male27
28,Male,12,0,2021,28,Male28
29,Male,20,0,2021,24,Male29
30,Male,12,0,2021,18,Male30
31,Male,23,0,2021,14,Male31
32,Male,25,0,2021,21,Male32
33,Male,27,0,2021,19,Male33
34,Male,24,0,2021,14,Male34
35,Male,18,0,2021,18,Male35
36,Male,14,0,2021,18,Male36
37,Male,21,0,2021,23,Male37
38,Male,18,0,2021,16,Male38
39,Male,14,0,2021,24,Male39
40,Male,18,0,2021,23,Male40
41,Male,17,0,2021,25,Male41
42,Male,22,0,2021,22,Male42
43,Male,16,0,2021,32,Male43
44,Male,24,0,2021,31,Male44
45,Male,23,0,2021,36,Male45
46,Male,24,0,2021,32,Male46
47,Male,21,0,2021,31,Male47
48,Male,32,0,2021,45,Male48
49,Male,31,0,2021,32,Male49
50,Male,35,0,2021,32,Male50
51,Male,32,0,2021,41,Male51
52,Male,31,0,2021,27,Male52
53,Male,44,0,2021,42,Male53
54,Male,29,0,2021,35,Male54
55,Male,30,0,2021,38,Male55
56,Male,40,0,2021,51,Male56
57,Male,27,0,2021,40,Male57
58,Male,40,0,2021,49,Male58
59,Male,31,0,2021,49,Male59
60,Male,37,0,2021,29,Male60
61,Male,49,0,2021,39,Male61
62,Male,38,0,2021,30,Male62
63,Male,46,0,2021,40,Male63
64,Male,46,0,2021,38,Male64
65,Male,28,0,2021,39,Male65
66,Male,34,0,2021,31,Male66
67,Male,30,0,2021,29,Male67
68,Male,38,0,2021,43,Male68
69,Male,37,0,2021,48,Male69
70,Male,36,0,2021,42,Male70
71,Male,29,0,2021,20,Male71
72,Male,26,0,2021,29,Male72
73,Male,39,0,2021,21,Male73
74,Male,42,0,2021,17,Male74
75,Male,36,0,2021,19,Male75
76,Male,17,0,2021,23,Male76
77,Male,21,0,2021,20,Male77
78,Male,16,0,2021,15,Male78
79,Male,13,0,2021,19,Male79
80,Male,14,0,2021,14,Male80
81,Male,17,0,2021,16,Male81
82,Male,9,0,2021,8,Male82
83,Male,10,0,2021,11,Male83
84,Male,14,0,2021,7,Male84
85,Male,4,0,2021,8,Male85
86,Male,11,0,2021,6,Male86
87,Male,5,0,2021,3,Male87
88,Male,6,0,2021,13,Male88
89,Male,5,0,2021,4,Male89
90+,Male,6,0,2021,17,Male90+
0,Female,0,0,2022,21,Female0
1,Female,0,0,2022,25,Female1
2,Female,0,0,2022,14,Female2
3,Female,0,0,2022,29,Female3
4,Female,0,0,2022,19,Female4
5,Female,0,0,2022,18,Female5
6,Female,21,0,2022,25,Female6
7,Female,25,0,2022,29,Female7
8,Female,14,0,2022,16,Female8
9,Female,29,0,2022,29,Female9
10,Female,19,0,2022,30,Female10
11,Female,18,0,2022,20,Female11
12,Female,25,0,2022,25,Female12
13,Female,29,0,2022,27,Female13
14,Female,16,0,2022,17,Female14
15,Female,29,0,2022,35,Female15
16,Female,30,0,2022,12,Female16
17,Female,20,0,2022,20,Female17
18,Female,25,0,2022,20,Female18
19,Female,27,0,2022,16,Female19
20,Female,17,0,2022,20,Female20
21,Female,35,0,2022,14,Female21
22,Female,12,0,2022,16,Female22
23,Female,20,0,2022,20,Female23
24,Female,20,0,2022,17,Female24
25,Female,16,0,2022,18,Female25
26,Female,20,0,2022,14,Female26
27,Female,14,0,2022,31,Female27
28,Female,16,0,2022,26,Female28
29,Female,20,0,2022,15,Female29
30,Female,17,0,2022,20,Female30
31,Female,18,0,2022,16,Female31
32,Female,14,0,2022,19,Female32
33,Female,31,0,2022,22,Female33
34,Female,26,0,2022,22,Female34
35,Female,15,0,2022,31,Female35
36,Female,20,0,2022,27,Female36
37,Female,16,0,2022,33,Female37
38,Female,19,0,2022,21,Female38
39,Female,22,0,2022,29,Female39
40,Female,22,0,2022,32,Female40
41,Female,31,0,2022,25,Female41
42,Female,27,0,2022,28,Female42
43,Female,33,0,2022,37,Female43
44,Female,21,0,2022,20,Female44
45,Female,28,0,2022,27,Female45
46,Female,32,0,2022,32,Female46
47,Female,24,0,2022,32,Female47
48,Female,28,0,2022,56,Female48
49,Female,37,0,2022,37,Female49
50,Female,19,0,2022,54,Female50
51,Female,27,0,2022,36,Female51
52,Female,32,0,2022,29,Female52
53,Female,30,0,2022,39,Female53
54,Female,54,0,2022,35,Female54
55,Female,36,0,2022,28,Female55
56,Female,54,0,2022,42,Female56
57,Female,36,0,2022,49,Female57
58,Female,29,0,2022,31,Female58
59,Female,37,0,2022,38,Female59
60,Female,31,0,2022,31,Female60
61,Female,27,0,2022,36,Female61
62,Female,41,0,2022,29,Female62
63,Female,48,0,2022,44,Female63
64,Female,30,0,2022,43,Female64
65,Female,38,0,2022,40,Female65
66,Female,27,0,2022,42,Female66
67,Female,34,0,2022,36,Female67
68,Female,29,0,2022,30,Female68
69,Female,41,0,2022,38,Female69
70,Female,42,0,2022,35,Female70
71,Female,36,0,2022,23,Female71
72,Female,39,0,2022,32,Female72
73,Female,28,0,2022,30,Female73
74,Female,24,0,2022,13,Female74
75,Female,32,0,2022,29,Female75
76,Female,29,0,2022,22,Female76
77,Female,21,0,2022,23,Female77
78,Female,26,0,2022,27,Female78
79,Female,24,0,2022,20,Female79
80,Female,9,0,2022,14,Female80
81,Female,23,0,2022,14,Female81
82,Female,13,0,2022,14,Female82
83,Female,20,0,2022,23,Female83
84,Female,14,0,2022,15,Female84
85,Female,10,0,2022,13,Female85
86,Female,8,0,2022,11,Female86
87,Female,11,0,2022,9,Female87
88,Female,10,0,2022,14,Female88
89,Female,7,0,2022,3,Female89
90+,Female,12,0,2022,39,Female90+
0,Male,0,0,2022,24,Male0
1,Male,0,0,2022,13,Male1
2,Male,0,0,2022,22,Male2
3,Male,0,0,2022,16,Male3
4,Male,0,0,2022,19,Male4
5,Male,0,0,2022,25,Male5
6,Male,24,0,2022,37,Male6
7,Male,13,0,2022,23,Male7
8,Male,22,0,2022,26,Male8
9,Male,16,0,2022,30,Male9
10,Male,19,0,2022,34,Male10
11,Male,25,0,2022,27,Male11
12,Male,37,0,2022,30,Male12
13,Male,23,0,2022,24,Male13
14,Male,26,0,2022,19,Male14
15,Male,30,0,2022,23,Male15
16,Male,34,0,2022,18,Male16
17,Male,27,0,2022,33,Male17
18,Male,30,0,2022,27,Male18
19,Male,24,0,2022,17,Male19
20,Male,19,0,2022,24,Male20
21,Male,23,0,2022,29,Male21
22,Male,18,0,2022,22,Male22
23,Male,33,0,2022,12,Male23
24,Male,26,0,2022,20,Male24
25,Male,16,0,2022,12,Male25
26,Male,24,0,2022,23,Male26
27,Male,28,0,2022,25,Male27
28,Male,22,0,2022,28,Male28
29,Male,12,0,2022,24,Male29
30,Male,20,0,2022,18,Male30
31,Male,12,0,2022,14,Male31
32,Male,23,0,2022,21,Male32
33,Male,25,0,2022,19,Male33
34,Male,27,0,2022,14,Male34
35,Male,24,0,2022,18,Male35
36,Male,18,0,2022,18,Male36
37,Male,14,0,2022,23,Male37
38,Male,21,0,2022,16,Male38
39,Male,18,0,2022,24,Male39
40,Male,14,0,2022,23,Male40
41,Male,18,0,2022,25,Male41
42,Male,17,0,2022,22,Male42
43,Male,22,0,2022,32,Male43
44,Male,16,0,2022,31,Male44
45,Male,24,0,2022,36,Male45
46,Male,23,0,2022,32,Male46
47,Male,24,0,2022,31,Male47
48,Male,21,0,2022,45,Male48
49,Male,32,0,2022,32,Male49
50,Male,31,0,2022,32,Male50
51,Male,35,0,2022,41,Male51
52,Male,32,0,2022,27,Male52
53,Male,31,0,2022,42,Male53
54,Male,44,0,2022,35,Male54
55,Male,29,0,2022,38,Male55
56,Male,30,0,2022,51,Male56
57,Male,40,0,2022,40,Male57
58,Male,27,0,2022,49,Male58
59,Male,40,0,2022,49,Male59
60,Male,31,0,2022,29,Male60
61,Male,36,0,2022,39,Male61
62,Male,49,0,2022,30,Male62
63,Male,37,0,2022,40,Male63
64,Male,45,0,2022,38,Male64
65,Male,46,0,2022,39,Male65
66,Male,28,0,2022,31,Male66
67,Male,34,0,2022,29,Male67
68,Male,30,0,2022,43,Male68
69,Male,38,0,2022,48,Male69
70,Male,36,0,2022,42,Male70
71,Male,36,0,2022,20,Male71
72,Male,28,0,2022,29,Male72
73,Male,26,0,2022,21,Male73
74,Male,37,0,2022,17,Male74
75,Male,41,0,2022,19,Male75
76,Male,36,0,2022,23,Male76
77,Male,16,0,2022,20,Male77
78,Male,18,0,2022,15,Male78
79,Male,16,0,2022,19,Male79
80,Male,12,0,2022,14,Male80
81,Male,14,0,2022,16,Male81
82,Male,14,0,2022,8,Male82
83,Male,9,0,2022,11,Male83
84,Male,10,0,2022,7,Male84
85,Male,11,0,2022,8,Male85
86,Male,4,0,2022,6,Male86
87,Male,10,0,2022,3,Male87
88,Male,4,0,2022,13,Male88
89,Male,4,0,2022,4,Male89
90+,Male,5,0,2022,17,Male90+
0,Female,0,0,2023,21,Female0
1,Female,0,0,2023,25,Female1
2,Female,0,0,2023,14,Female2
3,Female,0,0,2023,29,Female3
4,Female,0,0,2023,19,Female4
5,Female,0,0,2023,18,Female5
6,Female,0,0,2023,25,Female6
7,Female,21,0,2023,29,Female7
8,Female,25,0,2023,16,Female8
9,Female,14,0,2023,29,Female9
10,Female,29,0,2023,30,Female10
11,Female,19,0,2023,20,Female11
12,Female,18,0,2023,25,Female12
13,Female,25,0,2023,27,Female13
14,Female,29,0,2023,17,Female14
15,Female,16,0,2023,35,Female15
16,Female,29,0,2023,12,Female16
17,Female,30,0,2023,20,Female17
18,Female,20,0,2023,20,Female18
19,Female,25,0,2023,16,Female19
20,Female,27,0,2023,20,Female20
21,Female,17,0,2023,14,Female21
22,Female,35,0,2023,16,Female22
23,Female,12,0,2023,20,Female23
24,Female,20,0,2023,17,Female24
25,Female,20,0,2023,18,Female25
26,Female,16,0,2023,14,Female26
27,Female,20,0,2023,31,Female27
28,Female,14,0,2023,26,Female28
29,Female,16,0,2023,15,Female29
30,Female,20,0,2023,20,Female30
31,Female,17,0,2023,16,Female31
32,Female,18,0,2023,19,Female32
33,Female,14,0,2023,22,Female33
34,Female,31,0,2023,22,Female34
35,Female,26,0,2023,31,Female35
36,Female,15,0,2023,27,Female36
37,Female,20,0,2023,33,Female37
38,Female,16,0,2023,21,Female38
39,Female,19,0,2023,29,Female39
40,Female,22,0,2023,32,Female40
41,Female,22,0,2023,25,Female41
42,Female,31,0,2023,28,Female42
43,Female,27,0,2023,37,Female43
44,Female,33,0,2023,20,Female44
45,Female,21,0,2023,27,Female45
46,Female,28,0,2023,32,Female46
47,Female,32,0,2023,32,Female47
48,Female,24,0,2023,56,Female48
49,Female,28,0,2023,37,Female49
50,Female,37,0,2023,54,Female50
51,Female,19,0,2023,36,Female51
52,Female,27,0,2023,29,Female52
53,Female,32,0,2023,39,Female53
54,Female,30,0,2023,35,Female54
55,Female,54,0,2023,28,Female55
56,Female,36,0,2023,42,Female56
57,Female,53,0,2023,49,Female57
58,Female,36,0,2023,31,Female58
59,Female,29,0,2023,38,Female59
60,Female,37,0,2023,31,Female60
61,Female,31,0,2023,36,Female61
62,Female,26,0,2023,29,Female62
63,Female,40,0,2023,44,Female63
64,Female,48,0,2023,43,Female64
65,Female,29,0,2023,40,Female65
66,Female,38,0,2023,42,Female66
67,Female,27,0,2023,36,Female67
68,Female,34,0,2023,30,Female68
69,Female,29,0,2023,38,Female69
70,Female,41,0,2023,35,Female70
71,Female,41,0,2023,23,Female71
72,Female,36,0,2023,32,Female72
73,Female,38,0,2023,30,Female73
74,Female,28,0,2023,13,Female74
75,Female,24,0,2023,29,Female75
76,Female,32,0,2023,22,Female76
77,Female,28,0,2023,23,Female77
78,Female,21,0,2023,27,Female78
79,Female,25,0,2023,20,Female79
80,Female,24,0,2023,14,Female80
81,Female,9,0,2023,14,Female81
82,Female,22,0,2023,14,Female82
83,Female,11,0,2023,23,Female83
84,Female,19,0,2023,15,Female84
85,Female,14,0,2023,13,Female85
86,Female,10,0,2023,11,Female86
87,Female,6,0,2023,9,Female87
88,Female,10,0,2023,14,Female88
89,Female,7,0,2023,3,Female89
90+,Female,13,0,2023,39,Female90+
0,Male,0,0,2023,24,Male0
1,Male,0,0,2023,13,Male1
2,Male,0,0,2023,22,Male2
3,Male,0,0,2023,16,Male3
4,Male,0,0,2023,19,Male4
5,Male,0,0,2023,25,Male5
6,Male,0,0,2023,37,Male6
7,Male,24,0,2023,23,Male7
8,Male,13,0,2023,26,Male8
9,Male,22,0,2023,30,Male9
10,Male,16,0,2023,34,Male10
11,Male,19,0,2023,27,Male11
12,Male,25,0,2023,30,Male12
13,Male,37,0,2023,24,Male13
14,Male,23,0,2023,19,Male14
15,Male,26,0,2023,23,Male15
16,Male,30,0,2023,18,Male16
17,Male,34,0,2023,33,Male17
18,Male,27,0,2023,27,Male18
19,Male,30,0,2023,17,Male19
20,Male,24,0,2023,24,Male20
21,Male,19,0,2023,29,Male21
22,Male,23,0,2023,22,Male22
23,Male,18,0,2023,12,Male23
24,Male,33,0,2023,20,Male24
25,Male,26,0,2023,12,Male25
26,Male,16,0,2023,23,Male26
27,Male,24,0,2023,25,Male27
28,Male,28,0,2023,28,Male28
29,Male,22,0,2023,24,Male29
30,Male,12,0,2023,18,Male30
31,Male,20,0,2023,14,Male31
32,Male,12,0,2023,21,Male32
33,Male,23,0,2023,19,Male33
34,Male,25,0,2023,14,Male34
35,Male,27,0,2023,18,Male35
36,Male,24,0,2023,18,Male36
37,Male,18,0,2023,23,Male37
38,Male,14,0,2023,16,Male38
39,Male,21,0,2023,24,Male39
40,Male,18,0,2023,23,Male40
41,Male,14,0,2023,25,Male41
42,Male,18,0,2023,22,Male42
43,Male,17,0,2023,32,Male43
44,Male,22,0,2023,31,Male44
45,Male,16,0,2023,36,Male45
46,Male,24,0,2023,32,Male46
47,Male,23,0,2023,31,Male47
48,Male,24,0,2023,45,Male48
49,Male,21,0,2023,32,Male49
50,Male,32,0,2023,32,Male50
51,Male,31,0,2023,41,Male51
52,Male,35,0,2023,27,Male52
53,Male,32,0,2023,42,Male53
54,Male,31,0,2023,35,Male54
55,Male,44,0,2023,38,Male55
56,Male,29,0,2023,51,Male56
57,Male,30,0,2023,40,Male57
58,Male,40,0,2023,49,Male58
59,Male,27,0,2023,49,Male59
60,Male,40,0,2023,29,Male60
61,Male,31,0,2023,39,Male61
62,Male,36,0,2023,30,Male62
63,Male,49,0,2023,40,Male63
64,Male,37,0,2023,38,Male64
65,Male,45,0,2023,39,Male65
66,Male,46,0,2023,31,Male66
67,Male,28,0,2023,29,Male67
68,Male,34,0,2023,43,Male68
69,Male,29,0,2023,48,Male69
70,Male,37,0,2023,42,Male70
71,Male,35,0,2023,20,Male71
72,Male,36,0,2023,29,Male72
73,Male,26,0,2023,21,Male73
74,Male,25,0,2023,17,Male74
75,Male,37,0,2023,19,Male75
76,Male,39,0,2023,23,Male76
77,Male,34,0,2023,20,Male77
78,Male,14,0,2023,15,Male78
79,Male,18,0,2023,19,Male79
80,Male,15,0,2023,14,Male80
81,Male,12,0,2023,16,Male81
82,Male,13,0,2023,8,Male82
83,Male,13,0,2023,11,Male83
84,Male,8,0,2023,7,Male84
85,Male,10,0,2023,8,Male85
86,Male,10,0,2023,6,Male86
87,Male,3,0,2023,3,Male87
88,Male,8,0,2023,13,Male88
89,Male,4,0,2023,4,Male89
90+,Male,6,0,2023,17,Male90+
0,Female,0,0,2024,21,Female0
1,Female,0,0,2024,25,Female1
2,Female,0,0,2024,14,Female2
3,Female,0,0,2024,29,Female3
4,Female,0,0,2024,19,Female4
5,Female,0,0,2024,18,Female5
6,Female,0,0,2024,25,Female6
7,Female,0,0,2024,29,Female7
8,Female,21,0,2024,16,Female8
9,Female,25,0,2024,29,Female9
10,Female,14,0,2024,30,Female10
11,Female,29,0,2024,20,Female11
12,Female,19,0,2024,25,Female12
13,Female,18,0,2024,27,Female13
14,Female,25,0,2024,17,Female14
15,Female,29,0,2024,35,Female15
16,Female,16,0,2024,12,Female16
17,Female,29,0,2024,20,Female17
18,Female,30,0,2024,20,Female18
19,Female,20,0,2024,16,Female19
20,Female,25,0,2024,20,Female20
21,Female,27,0,2024,14,Female21
22,Female,17,0,2024,16,Female22
23,Female,35,0,2024,20,Female23
24,Female,12,0,2024,17,Female24
25,Female,20,0,2024,18,Female25
26,Female,20,0,2024,14,Female26
27,Female,16,0,2024,31,Female27
28,Female,20,0,2024,26,Female28
29,Female,14,0,2024,15,Female29
30,Female,16,0,2024,20,Female30
31,Female,20,0,2024,16,Female31
32,Female,17,0,2024,19,Female32
33,Female,18,0,2024,22,Female33
34,Female,14,0,2024,22,Female34
35,Female,31,0,2024,31,Female35
36,Female,26,0,2024,27,Female36
37,Female,15,0,2024,33,Female37
38,Female,20,0,2024,21,Female38
39,Female,16,0,2024,29,Female39
40,Female,19,0,2024,32,Female40
41,Female,22,0,2024,25,Female41
42,Female,22,0,2024,28,Female42
43,Female,31,0,2024,37,Female43
44,Female,27,0,2024,20,Female44
45,Female,33,0,2024,27,Female45
46,Female,21,0,2024,32,Female46
47,Female,28,0,2024,32,Female47
48,Female,32,0,2024,56,Female48
49,Female,24,0,2024,37,Female49
50,Female,28,0,2024,54,Female50
51,Female,37,0,2024,36,Female51
52,Female,19,0,2024,29,Female52
53,Female,27,0,2024,39,Female53
54,Female,32,0,2024,35,Female54
55,Female,30,0,2024,28,Female55
56,Female,54,0,2024,42,Female56
57,Female,36,0,2024,49,Female57
58,Female,53,0,2024,31,Female58
59,Female,36,0,2024,38,Female59
60,Female,29,0,2024,31,Female60
61,Female,37,0,2024,36,Female61
62,Female,31,0,2024,29,Female62
63,Female,26,0,2024,44,Female63
