Age,Gender,Pop_Count_Projection,SIM,Year,Pop_Count_Reference,index_col
64,Female,40,0,2024,43,Female64
65,Female,48,0,2024,40,Female65
66,Female,28,0,2024,42,Female66
67,Female,38,0,2024,36,Female67
68,Female,26,0,2024,30,Female68
69,Female,32,0,2024,38,Female69
70,Female,29,0,2024,35,Female70
71,Female,40,0,2024,23,Female71
72,Female,39,0,2024,32,Female72
73,Female,35,0,2024,30,Female73
74,Female,37,0,2024,13,Female74
75,Female,28,0,2024,29,Female75
76,Female,24,0,2024,22,Female76
77,Female,32,0,2024,23,Female77
78,Female,26,0,2024,27,Female78
79,Female,20,0,2024,20,Female79
80,Female,24,0,2024,14,Female80
81,Female,23,0,2024,14,Female81
82,Female,9,0,2024,14,Female82
83,Female,21,0,2024,23,Female83
84,Female,10,0,2024,15,Female84
85,Female,18,0,2024,13,Female85
86,Female,14,0,2024,11,Female86
87,Female,9,0,2024,9,Female87
88,Female,6,0,2024,14,Female88
89,Female,8,0,2024,3,Female89
90+,Female,16,0,2024,39,Female90+
0,Male,0,0,2024,24,Male0
1,Male,0,0,2024,13,Male1
2,Male,0,0,2024,22,Male2
3,Male,0,0,2024,16,Male3
4,Male,0,0,2024,19,Male4
5,Male,0,0,2024,25,Male5
6,Male,0,0,2024,37,Male6
7,Male,0,0,2024,23,Male7
8,Male,24,0,2024,26,Male8
9,Male,13,0,2024,30,Male9
10,Male,22,0,2024,34,Male10
11,Male,16,0,2024,27,Male11
12,Male,19,0,2024,30,Male12
13,Male,25,0,2024,24,Male13
14,Male,37,0,2024,19,Male14
15,Male,23,0,2024,23,Male15
16,Male,26,0,2024,18,Male16
17,Male,30,0,2024,33,Male17
18,Male,34,0,2024,27,Male18
19,Male,27,0,2024,17,Male19
20,Male,30,0,2024,24,Male20
21,Male,24,0,2024,29,Male21
22,Male,19,0,2024,22,Male22
23,Male,23,0,2024,12,Male23
24,Male,17,0,2024,20,Male24
25,Male,33,0,2024,12,Male25
26,Male,26,0,2024,23,Male26
27,Male,16,0,2024,25,Male27
28,Male,24,0,2024,28,Male28
29,Male,28,0,2024,24,Male29
30,Male,22,0,2024,18,Male30
31,Male,12,0,2024,14,Male31
32,Male,20,0,2024,21,Male32
33,Male,12,0,2024,19,Male33
34,Male,23,0,2024,14,Male34
35,Male,25,0,2024,18,Male35
36,Male,27,0,2024,18,Male36
37,Male,24,0,2024,23,Male37
38,Male,18,0,2024,16,Male38
39,Male,14,0,2024,24,Male39
40,Male,21,0,2024,23,Male40
41,Male,18,0,2024,25,Male41
42,Male,13,0,2024,22,Male42
43,Male,18,0,2024,32,Male43
44,Male,17,0,2024,31,Male44
45,Male,22,0,2024,36,Male45
46,Male,16,0,2024,32,Male46
47,Male,24,0,2024,31,Male47
48,Male,23,0,2024,45,Male48
49,Male,24,0,2024,32,Male49
50,Male,21,0,2024,32,Male50
51,Male,32,0,2024,41,Male51
52,Male,31,0,2024,27,Male52
53,Male,35,0,2024,42,Male53
54,Male,31,0,2024,35,Male54
55,Male,31,0,2024,38,Male55
56,Male,44,0,2024,51,Male56
57,Male,29,0,2024,40,Male57
58,Male,30,0,2024,49,Male58
59,Male,40,0,2024,49,Male59
60,Male,27,0,2024,29,Male60
61,Male,40,0,2024,39,Male61
62,Male,31,0,2024,30,Male62
63,Male,36,0,2024,40,Male63
64,Male,48,0,2024,38,Male64
65,Male,37,0,2024,39,Male65
66,Male,44,0,2024,31,Male66
67,Male,44,0,2024,29,Male67
68,Male,28,0,2024,43,Male68
69,Male,32,0,2024,48,Male69
70,Male,28,0,2024,42,Male70
71,Male,35,0,2024,20,Male71
72,Male,33,0,2024,29,Male72
73,Male,34,0,2024,21,Male73
74,Male,26,0,2024,17,Male74
75,Male,25,0,2024,19,Male75
76,Male,36,0,2024,23,Male76
77,Male,38,0,2024,20,Male77
78,Male,33,0,2024,15,Male78
79,Male,14,0,2024,19,Male79
80,Male,18,0,2024,14,Male80
81,Male,15,0,2024,16,Male81
82,Male,12,0,2024,8,Male82
83,Male,13,0,2024,11,Male83
84,Male,13,0,2024,7,Male84
85,Male,7,0,2024,8,Male85
86,Male,9,0,2024,6,Male86
87,Male,9,0,2024,3,Male87
88,Male,3,0,2024,13,Male88
89,Male,7,0,2024,4,Male89
90+,Male,3,0,2024,17,Male90+
0,Female,0,0,2025,21,Female0
1,Female,0,0,2025,25,Female1
2,Female,0,0,2025,14,Female2
3,Female,0,0,2025,29,Female3
4,Female,0,0,2025,19,Female4
5,Female,0,0,2025,18,Female5
6,Female,0,0,2025,25,Female6
7,Female,0,0,2025,29,Female7
8,Female,0,0,2025,16,Female8
9,Female,21,0,2025,29,Female9
10,Female,25,0,2025,30,Female10
11,Female,14,0,2025,20,Female11
12,Female,29,0,2025,25,Female12
13,Female,19,0,2025,27,Female13
14,Female,18,0,2025,17,Female14
15,Female,25,0,2025,35,Female15
16,Female,29,0,2025,12,Female16
17,Female,16,0,2025,20,Female17
18,Female,29,0,2025,20,Female18
19,Female,30,0,2025,16,Female19
20,Female,20,0,2025,20,Female20
21,Female,25,0,2025,14,Female21
22,Female,27,0,2025,16,Female22
23,Female,17,0,2025,20,Female23
24,Female,35,0,2025,17,Female24
25,Female,12,0,2025,18,Female25
26,Female,20,0,2025,14,Female26
27,Female,20,0,2025,31,Female27
28,Female,16,0,2025,26,Female28
29,Female,20,0,2025,15,Female29
30,Female,14,0,2025,20,Female30
31,Female,16,0,2025,16,Female31
32,Female,20,0,2025,19,Female32
33,Female,17,0,2025,22,Female33
34,Female,18,0,2025,22,Female34
35,Female,14,0,2025,31,Female35
36,Female,31,0,2025,27,Female36
37,Female,26,0,2025,33,Female37
38,Female,15,0,2025,21,Female38
39,Female,20,0,2025,29,Female39
40,Female,16,0,2025,32,Female40
41,Female,19,0,2025,25,Female41
42,Female,22,0,2025,28,Female42
43,Female,22,0,2025,37,Female43
44,Female,31,0,2025,20,Female44
45,Female,27,0,2025,27,Female45
46,Female,33,0,2025,32,Female46
47,Female,21,0,2025,32,Female47
48,Female,27,0,2025,56,Female48
49,Female,32,0,2025,37,Female49
50,Female,24,0,2025,54,Female50
51,Female,28,0,2025,36,Female51
52,Female,37,0,2025,29,Female52
53,Female,19,0,2025,39,Female53
54,Female,27,0,2025,35,Female54
55,Female,32,0,2025,28,Female55
56,Female,30,0,2025,42,Female56
57,Female,52,0,2025,49,Female57
58,Female,36,0,2025,31,Female58
59,Female,53,0,2025,38,Female59
60,Female,36,0,2025,31,Female60
61,Female,29,0,2025,36,Female61
62,Female,36,0,2025,29,Female62
63,Female,30,0,2025,44,Female63
64,Female,26,0,2025,43,Female64
65,Female,39,0,2025,40,Female65
66,Female,47,0,2025,42,Female66
67,Female,28,0,2025,36,Female67
68,Female,38,0,2025,30,Female68
69,Female,26,0,2025,38,Female69
70,Female,31,0,2025,35,Female70
71,Female,29,0,2025,23,Female71
72,Female,40,0,2025,32,Female72
73,Female,39,0,2025,30,Female73
74,Female,34,0,2025,13,Female74
75,Female,36,0,2025,29,Female75
76,Female,27,0,2025,22,Female76
77,Female,24,0,2025,23,Female77
78,Female,30,0,2025,27,Female78
79,Female,26,0,2025,20,Female79
80,Female,20,0,2025,14,Female80
81,Female,23,0,2025,14,Female81
82,Female,23,0,2025,14,Female82
83,Female,8,0,2025,23,Female83
84,Female,19,0,2025,15,Female84
85,Female,9,0,2025,13,Female85
86,Female,17,0,2025,11,Female86
87,Female,12,0,2025,9,Female87
88,Female,8,0,2025,14,Female88
89,Female,4,0,2025,3,Female89
90+,Female,14,0,2025,39,Female90+
0,Male,0,0,2025,24,Male0
1,Male,0,0,2025,13,Male1
2,Male,0,0,2025,22,Male2
3,Male,0,0,2025,16,Male3
4,Male,0,0,2025,19,Male4
5,Male,0,0,2025,25,Male5
6,Male,0,0,2025,37,Male6
7,Male,0,0,2025,23,Male7
8,Male,0,0,2025,26,Male8
9,Male,24,0,2025,30,Male9
10,Male,13,0,2025,34,Male10
11,Male,22,0,2025,27,Male11
12,Male,16,0,2025,30,Male12
13,Male,18,0,2025,24,Male13
14,Male,25,0,2025,19,Male14
15,Male,37,0,2025,23,Male15
16,Male,23,0,2025,18,Male16
17,Male,26,0,2025,33,Male17
18,Male,30,0,2025,27,Male18
19,Male,34,0,2025,17,Male19
20,Male,27,0,2025,24,Male20
21,Male,30,0,2025,29,Male21
22,Male,24,0,2025,22,Male22
23,Male,18,0,2025,12,Male23
24,Male,23,0,2025,20,Male24
25,Male,17,0,2025,12,Male25
26,Male,33,0,2025,23,Male26
27,Male,26,0,2025,25,Male27
28,Male,16,0,2025,28,Male28
29,Male,24,0,2025,24,Male29
30,Male,28,0,2025,18,Male30
31,Male,22,0,2025,14,Male31
32,Male,12,0,2025,21,Male32
33,Male,20,0,2025,19,Male33
34,Male,12,0,2025,14,Male34
35,Male,23,0,2025,18,Male35
36,Male,25,0,2025,18,Male36
37,Male,27,0,2025,23,Male37
38,Male,24,0,2025,16,Male38
39,Male,18,0,2025,24,Male39
40,Male,14,0,2025,23,Male40
41,Male,21,0,2025,25,Male41
42,Male,18,0,2025,22,Male42
43,Male,13,0,2025,32,Male43
44,Male,18,0,2025,31,Male44
45,Male,17,0,2025,36,Male45
46,Male,22,0,2025,32,Male46
47,Male,16,0,2025,31,Male47
48,Male,24,0,2025,45,Male48
49,Male,23,0,2025,32,Male49
50,Male,23,0,2025,32,Male50
51,Male,21,0,2025,41,Male51
52,Male,32,0,2025,27,Male52
53,Male,31,0,2025,42,Male53
54,Male,35,0,2025,35,Male54
55,Male,30,0,2025,38,Male55
56,Male,31,0,2025,51,Male56
57,Male,42,0,2025,40,Male57
58,Male,29,0,2025,49,Male58
59,Male,30,0,2025,49,Male59
60,Male,40,0,2025,29,Male60
61,Male,27,0,2025,39,Male61
62,Male,40,0,2025,30,Male62
63,Male,31,0,2025,40,Male63
64,Male,36,0,2025,38,Male64
65,Male,48,0,2025,39,Male65
66,Male,37,0,2025,31,Male66
67,Male,44,0,2025,29,Male67
68,Male,44,0,2025,43,Male68
69,Male,28,0,2025,48,Male69
70,Male,31,0,2025,42,Male70
71,Male,27,0,2025,20,Male71
72,Male,35,0,2025,29,Male72
73,Male,32,0,2025,21,Male73
74,Male,34,0,2025,17,Male74
75,Male,26,0,2025,19,Male75
76,Male,23,0,2025,23,Male76
77,Male,34,0,2025,20,Male77
78,Male,35,0,2025,15,Male78
79,Male,31,0,2025,19,Male79
80,Male,14,0,2025,14,Male80
81,Male,18,0,2025,16,Male81
82,Male,15,0,2025,8,Male82
83,Male,12,0,2025,11,Male83
84,Male,10,0,2025,7,Male84
85,Male,10,0,2025,8,Male85
86,Male,7,0,2025,6,Male86
87,Male,9,0,2025,3,Male87
88,Male,7,0,2025,13,Male88
89,Male,2,0,2025,4,Male89
90+,Male,6,0,2025,17,Male90+
0,Female,0,0,2026,21,Female0
1,Female,0,0,2026,25,Female1
2,Female,0,0,2026,14,Female2
3,Female,0,0,2026,29,Female3
4,Female,0,0,2026,19,Female4
5,Female,0,0,2026,18,Female5
6,Female,0,0,2026,25,Female6
7,Female,0,0,2026,29,Female7
8,Female,0,0,2026,16,Female8
9,Female,0,0,2026,29,Female9
10,Female,21,0,2026,30,Female10
11,Female,25,0,2026,20,Female11
12,Female,14,0,2026,25,Female12
13,Female,29,0,2026,27,Female13
14,Female,19,0,2026,17,Female14
15,Female,18,0,2026,35,Female15
16,Female,25,0,2026,12,Female16
17,Female,29,0,2026,20,Female17
18,Female,16,0,2026,20,Female18
19,Female,29,0,2026,16,Female19
20,Female,30,0,2026,20,Female20
21,Female,20,0,2026,14,Female21
22,Female,25,0,2026,16,Female22
23,Female,27,0,2026,20,Female23
24,Female,17,0,2026,17,Female24
25,Female,35,0,2026,18,Female25
26,Female,12,0,2026,14,Female26
27,Female,20,0,2026,31,Female27
28,Female,20,0,2026,26,Female28
29,Female,16,0,2026,15,Female29
30,Female,20,0,2026,20,Female30
31,Female,14,0,2026,16,Female31
32,Female,16,0,2026,19,Female32
33,Female,20,0,2026,22,Female33
34,Female,17,0,2026,22,Female34
35,Female,18,0,2026,31,Female35
36,Female,14,0,2026,27,Female36
37,Female,31,0,2026,33,Female37
38,Female,26,0,2026,21,Female38
39,Female,15,0,2026,29,Female39
40,Female,19,0,2026,32,Female40
41,Female,16,0,2026,25,Female41
42,Female,19,0,2026,28,Female42
43,Female,22,0,2026,37,Female43
44,Female,22,0,2026,20,Female44
45,Female,31,0,2026,27,Female45
46,Female,27,0,2026,32,Female46
47,Female,33,0,2026,32,Female47
48,Female,21,0,2026,56,Female48
49,Female,27,0,2026,37,Female49
50,Female,31,0,2026,54,Female50
51,Female,23,0,2026,36,Female51
52,Female,28,0,2026,29,Female52
53,Female,37,0,2026,39,Female53
54,Female,19,0,2026,35,Female54
55,Female,27,0,2026,28,Female55
56,Female,31,0,2026,42,Female56
57,Female,30,0,2026,49,Female57
58,Female,52,0,2026,31,Female58
59,Female,36,0,2026,38,Female59
60,Female,50,0,2026,31,Female60
61,Female,35,0,2026,36,Female61
62,Female,29,0,2026,29,Female62
63,Female,35,0,2026,44,Female63
64,Female,30,0,2026,43,Female64
65,Female,26,0,2026,40,Female65
66,Female,38,0,2026,42,Female66
67,Female,47,0,2026,36,Female67
68,Female,28,0,2026,30,Female68
69,Female,37,0,2026,38,Female69
70,Female,25,0,2026,35,Female70
71,Female,31,0,2026,23,Female71
72,Female,28,0,2026,32,Female72
73,Female,40,0,2026,30,Female73
74,Female,38,0,2026,13,Female74
75,Female,33,0,2026,29,Female75
76,Female,36,0,2026,22,Female76
77,Female,26,0,2026,23,Female77
78,Female,24,0,2026,27,Female78
79,Female,27,0,2026,20,Female79
80,Female,25,0,2026,14,Female80
81,Female,19,0,2026,14,Female81
82,Female,22,0,2026,14,Female82
83,Female,23,0,2026,23,Female83
84,Female,8,0,2026,15,Female84
85,Female,19,0,2026,13,Female85
86,Female,8,0,2026,11,Female86
87,Female,16,0,2026,9,Female87
88,Female,12,0,2026,14,Female88
89,Female,8,0,2026,3,Female89
90+,Female,9,0,2026,39,Female90+
0,Male,0,0,2026,24,Male0
1,Male,0,0,2026,13,Male1
2,Male,0,0,2026,22,Male2
3,Male,0,0,2026,16,Male3
4,Male,0,0,2026,19,Male4
5,Male,0,0,2026,25,Male5
6,Male,0,0,2026,37,Male6
7,Male,0,0,2026,23,Male7
8,Male,0,0,2026,26,Male8
9,Male,0,0,2026,30,Male9
10,Male,24,0,2026,34,Male10
11,Male,13,0,2026,27,Male11
12,Male,22,0,2026,30,Male12
13,Male,16,0,2026,24,Male13
14,Male,18,0,2026,19,Male14
15,Male,25,0,2026,23,Male15
16,Male,37,0,2026,18,Male16
17,Male,23,0,2026,33,Male17
18,Male,26,0,2026,27,Male18
19,Male,30,0,2026,17,Male19
20,Male,34,0,2026,24,Male20
21,Male,27,0,2026,29,Male21
22,Male,30,0,2026,22,Male22
23,Male,24,0,2026,12,Male23
24,Male,18,0,2026,20,Male24
25,Male,23,0,2026,12,Male25
26,Male,17,0,2026,23,Male26
27,Male,33,0,2026,25,Male27
28,Male,26,0,2026,28,Male28
29,Male,16,0,2026,24,Male29
30,Male,24,0,2026,18,Male30
31,Male,28,0,2026,14,Male31
32,Male,22,0,2026,21,Male32
33,Male,12,0,2026,19,Male33
34,Male,20,0,2026,14,Male34
35,Male,12,0,2026,18,Male35
36,Male,23,0,2026,18,Male36
37,Male,25,0,2026,23,Male37
38,Male,27,0,2026,16,Male38
39,Male,24,0,2026,24,Male39
40,Male,18,0,2026,23,Male40
41,Male,14,0,2026,25,Male41
42,Male,21,0,2026,22,Male42
43,Male,18,0,2026,32,Male43
44,Male,13,0,2026,31,Male44
45,Male,18,0,2026,36,Male45
46,Male,17,0,2026,32,Male46
47,Male,22,0,2026,31,Male47
48,Male,16,0,2026,45,Male48
49,Male,24,0,2026,32,Male49
50,Male,23,0,2026,32,Male50
51,Male,23,0,2026,41,Male51
52,Male,21,0,2026,27,Male52
53,Male,32,0,2026,42,Male53
54,Male,31,0,2026,35,Male54
55,Male,35,0,2026,38,Male55
56,Male,30,0,2026,51,Male56
57,Male,31,0,2026,40,Male57
58,Male,42,0,2026,49,Male58
59,Male,29,0,2026,49,Male59
60,Male,30,0,2026,29,Male60
61,Male,40,0,2026,39,Male61
62,Male,27,0,2026,30,Male62
63,Male,40,0,2026,40,Male63
64,Male,30,0,2026,38,Male64
65,Male,36,0,2026,39,Male65
66,Male,46,0,2026,31,Male66
67,Male,37,0,2026,29,Male67
68,Male,44,0,2026,43,Male68
69,Male,43,0,2026,48,Male69
70,Male,28,0,2026,42,Male70
71,Male,30,0,2026,20,Male71
72,Male,25,0,2026,29,Male72
73,Male,33,0,2026,21,Male73
74,Male,32,0,2026,17,Male74
75,Male,33,0,2026,19,Male75
76,Male,25,0,2026,23,Male76
77,Male,21,0,2026,20,Male77
78,Male,33,0,2026,15,Male78
79,Male,35,0,2026,19,Male79
80,Male,30,0,2026,14,Male80
81,Male,13,0,2026,16,Male81
82,Male,16,0,2026,8,Male82
83,Male,13,0,2026,11,Male83
84,Male,12,0,2026,7,Male84
85,Male,10,0,2026,8,Male85
86,Male,9,0,2026,6,Male86
87,Male,6,0,2026,3,Male87
88,Male,7,0,2026,13,Male88
89,Male,4,0,2026,4,Male89
90+,Male,5,0,2026,17,Male90+
0,Female,0,0,2027,21,Female0
1,Female,0,0,2027,25,Female1
2,Female,0,0,2027,14,Female2
3,Female,0,0,2027,29,Female3
4,Female,0,0,2027,19,Female4
5,Female,0,0,2027,18,Female5
6,Female,0,0,2027,25,Female6
7,Female,0,0,2027,29,Female7
8,Female,0,0,2027,16,Female8
9,Female,0,0,2027,29,Female9
10,Female,0,0,2027,30,Female10
11,Female,21,0,2027,20,Female11
12,Female,25,0,2027,25,Female12
13,Female,14,0,2027,27,Female13
14,Female,29,0,2027,17,Female14
15,Female,19,0,2027,35,Female15
16,Female,18,0,2027,12,Female16
17,Female,25,0,2027,20,Female17
18,Female,29,0,2027,20,Female18
19,Female,16,0,2027,16,Female19
20,Female,29,0,2027,20,Female20
21,Female,30,0,2027,14,Female21
22,Female,20,0,2027,16,Female22
23,Female,25,0,2027,20,Female23
24,Female,27,0,2027,17,Female24
25,Female,17,0,2027,18,Female25
26,Female,35,0,2027,14,Female26
27,Female,12,0,2027,31,Female27
28,Female,19,0,2027,26,Female28
29,Female,19,0,2027,15,Female29
30,Female,16,0,2027,20,Female30
31,Female,20,0,2027,16,Female31
32,Female,14,0,2027,19,Female32
33,Female,16,0,2027,22,Female33
34,Female,20,0,2027,22,Female34
35,Female,17,0,2027,31,Female35
36,Female,18,0,2027,27,Female36
37,Female,14,0,2027,33,Female37
38,Female,31,0,2027,21,Female38
39,Female,26,0,2027,29,Female39
40,Female,15,0,2027,32,Female40
41,Female,19,0,2027,25,Female41
42,Female,16,0,2027,28,Female42
43,Female,19,0,2027,37,Female43
44,Female,22,0,2027,20,Female44
45,Female,22,0,2027,27,Female45
46,Female,31,0,2027,32,Female46
47,Female,27,0,2027,32,Female47
48,Female,33,0,2027,56,Female48
49,Female,21,0,2027,37,Female49
50,Female,27,0,2027,54,Female50
51,Female,31,0,2027,36,Female51
52,Female,23,0,2027,29,Female52
53,Female,28,0,2027,39,Female53
54,Female,37,0,2027,35,Female54
55,Female,19,0,2027,28,Female55
56,Female,27,0,2027,42,Female56
57,Female,31,0,2027,49,Female57
58,Female,30,0,2027,31,Female58
59,Female,52,0,2027,38,Female59
60,Female,36,0,2027,31,Female60
61,Female,49,0,2027,36,Female61
62,Female,35,0,2027,29,Female62
63,Female,29,0,2027,44,Female63
64,Female,33,0,2027,43,Female64
65,Female,30,0,2027,40,Female65
66,Female,26,0,2027,42,Female66
67,Female,36,0,2027,36,Female67
68,Female,47,0,2027,30,Female68
69,Female,28,0,2027,38,Female69
70,Female,37,0,2027,35,Female70
71,Female,25,0,2027,23,Female71
72,Female,31,0,2027,32,Female72
73,Female,28,0,2027,30,Female73
74,Female,39,0,2027,13,Female74
75,Female,37,0,2027,29,Female75
76,Female,33,0,2027,22,Female76
77,Female,32,0,2027,23,Female77
78,Female,25,0,2027,27,Female78
79,Female,23,0,2027,20,Female79
80,Female,27,0,2027,14,Female80
81,Female,24,0,2027,14,Female81
82,Female,18,0,2027,14,Female82
83,Female,21,0,2027,23,Female83
84,Female,21,0,2027,15,Female84
85,Female,8,0,2027,13,Female85
86,Female,19,0,2027,11,Female86
87,Female,7,0,2027,9,Female87
88,Female,12,0,2027,14,Female88
89,Female,10,0,2027,3,Female89
90+,Female,9,0,2027,39,Female90+
0,Male,0,0,2027,24,Male0
1,Male,0,0,2027,13,Male1
2,Male,0,0,2027,22,Male2
3,Male,0,0,2027,16,Male3
4,Male,0,0,2027,19,Male4
5,Male,0,0,2027,25,Male5
6,Male,0,0,2027,37,Male6
7,Male,0,0,2027,23,Male7
8,Male,0,0,2027,26,Male8
9,Male,0,0,2027,30,Male9
10,Male,0,0,2027,34,Male10
11,Male,24,0,2027,27,Male11
12,Male,13,0,2027,30,Male12
13,Male,22,0,2027,24,Male13
14,Male,16,0,2027,19,Male14
15,Male,18,0,2027,23,Male15
16,Male,25,0,2027,18,Male16
17,Male,37,0,2027,33,Male17
18,Male,23,0,2027,27,Male18
19,Male,26,0,2027,17,Male19
20,Male,30,0,2027,24,Male20
21,Male,34,0,2027,29,Male21
22,Male,27,0,2027,22,Male22
23,Male,30,0,2027,12,Male23
24,Male,24,0,2027,20,Male24
25,Male,18,0,2027,12,Male25
26,Male,23,0,2027,23,Male26
27,Male,17,0,2027,25,Male27
28,Male,33,0,2027,28,Male28
29,Male,26,0,2027,24,Male29
30,Male,16,0,2027,18,Male30
31,Male,24,0,2027,14,Male31
32,Male,28,0,2027,21,Male32
33,Male,22,0,2027,19,Male33
34,Male,12,0,2027,14,Male34
35,Male,20,0,2027,18,Male35
36,Male,12,0,2027,18,Male36
37,Male,23,0,2027,23,Male37
38,Male,25,0,2027,16,Male38
39,Male,27,0,2027,24,Male39
40,Male,24,0,2027,23,Male40
41,Male,18,0,2027,25,Male41
42,Male,14,0,2027,22,Male42
43,Male,21,0,2027,32,Male43
44,Male,18,0,2027,31,Male44
45,Male,13,0,2027,36,Male45
46,Male,18,0,2027,32,Male46
47,Male,17,0,2027,31,Male47
48,Male,22,0,2027,45,Male48
49,Male,15,0,2027,32,Male49
50,Male,24,0,2027,32,Male50
51,Male,23,0,2027,41,Male51
52,Male,22,0,2027,27,Male52
53,Male,21,0,2027,42,Male53
54,Male,32,0,2027,35,Male54
55,Male,30,0,2027,38,Male55
56,Male,35,0,2027,51,Male56
57,Male,29,0,2027,40,Male57
58,Male,31,0,2027,49,Male58
59,Male,42,0,2027,49,Male59
60,Male,29,0,2027,29,Male60
61,Male,30,0,2027,39,Male61
62,Male,40,0,2027,30,Male62
63,Male,27,0,2027,40,Male63
64,Male,40,0,2027,38,Male64
65,Male,30,0,2027,39,Male65
66,Male,36,0,2027,31,Male66
67,Male,45,0,2027,29,Male67
68,Male,33,0,2027,43,Male68
69,Male,42,0,2027,48,Male69
70,Male,42,0,2027,42,Male70
71,Male,28,0,2027,20,Male71
72,Male,29,0,2027,29,Male72
73,Male,25,0,2027,21,Male73
74,Male,33,0,2027,17,Male74
75,Male,31,0,2027,19,Male75
76,Male,33,0,2027,23,Male76
77,Male,24,0,2027,20,Male77
78,Male,21,0,2027,15,Male78
79,Male,30,0,2027,19,Male79
80,Male,35,0,2027,14,Male80
81,Male,30,0,2027,16,Male81
82,Male,13,0,2027,8,Male82
83,Male,13,0,2027,11,Male83
84,Male,11,0,2027,7,Male84
85,Male,11,0,2027,8,Male85
86,Male,10,0,2027,6,Male86
87,Male,9,0,2027,3,Male87
88,Male,6,0,2027,13,Male88
89,Male,6,0,2027,4,Male89
90+,Male,6,0,2027,17,Male90+
0,Female,0,0,2028,21,Female0
1,Female,0,0,2028,25,Female1
2,Female,0,0,2028,14,Female2
3,Female,0,0,2028,29,Female3
4,Female,0,0,2028,19,Female4
5,Female,0,0,2028,18,Female5
6,Female,0,0,2028,25,Female6
7,Female,0,0,2028,29,Female7
8,Female,0,0,2028,16,Female8
9,Female,0,0,2028,29,Female9
10,Female,0,0,2028,30,Female10
11,Female,0,0,2028,20,Female11
12,Female,21,0,2028,25,Female12
13,Female,25,0,2028,27,Female13
14,Female,14,0,2028,17,Female14
15,Female,29,0,2028,35,Female15
16,Female,19,0,2028,12,Female16
17,Female,18,0,2028,20,Female17
18,Female,25,0,2028,20,Female18
19,Female,29,0,2028,16,Female19
20,Female,16,0,2028,20,Female20
21,Female,29,0,2028,14,Female21
22,Female,29,0,2028,16,Female22
23,Female,20,0,2028,20,Female23
24,Female,25,0,2028,17,Female24
25,Female,27,0,2028,18,Female25
26,Female,17,0,2028,14,Female26
27,Female,35,0,2028,31,Female27
28,Female,12,0,2028,26,Female28
29,Female,19,0,2028,15,Female29
30,Female,19,0,2028,20,Female30
31,Female,16,0,2028,16,Female31
32,Female,20,0,2028,19,Female32
33,Female,14,0,2028,22,Female33
34,Female,16,0,2028,22,Female34
35,Female,20,0,2028,31,Female35
36,Female,17,0,2028,27,Female36
37,Female,18,0,2028,33,Female37
38,Female,14,0,2028,21,Female38
39,Female,31,0,2028,29,Female39
40,Female,26,0,2028,32,Female40
41,Female,15,0,2028,25,Female41
42,Female,19,0,2028,28,Female42
43,Female,16,0,2028,37,Female43
44,Female,19,0,2028,20,Female44
45,Female,22,0,2028,27,Female45
46,Female,22,0,2028,32,Female46
47,Female,31,0,2028,32,Female47
48,Female,26,0,2028,56,Female48
49,Female,33,0,2028,37,Female49
50,Female,21,0,2028,54,Female50
51,Female,27,0,2028,36,Female51
52,Female,31,0,2028,29,Female52
53,Female,23,0,2028,39,Female53
54,Female,28,0,2028,35,Female54
55,Female,37,0,2028,28,Female55
56,Female,19,0,2028,42,Female56
57,Female,27,0,2028,49,Female57
58,Female,31,0,2028,31,Female58
59,Female,30,0,2028,38,Female59
60,Female,52,0,2028,31,Female60
61,Female,36,0,2028,36,Female61
62,Female,49,0,2028,29,Female62
63,Female,35,0,2028,44,Female63
64,Female,29,0,2028,43,Female64
65,Female,33,0,2028,40,Female65
66,Female,30,0,2028,42,Female66
67,Female,26,0,2028,36,Female67
68,Female,36,0,2028,30,Female68
69,Female,46,0,2028,38,Female69
70,Female,28,0,2028,35,Female70
71,Female,36,0,2028,23,Female71
72,Female,25,0,2028,32,Female72
73,Female,30,0,2028,30,Female73
74,Female,28,0,2028,13,Female74
75,Female,39,0,2028,29,Female75
76,Female,37,0,2028,22,Female76
77,Female,33,0,2028,23,Female77
78,Female,31,0,2028,27,Female78
79,Female,25,0,2028,20,Female79
80,Female,22,0,2028,14,Female80
81,Female,26,0,2028,14,Female81
82,Female,22,0,2028,14,Female82
83,Female,16,0,2028,23,Female83
84,Female,20,0,2028,15,Female84
85,Female,20,0,2028,13,Female85
86,Female,8,0,2028,11,Female86
87,Female,18,0,2028,9,Female87
88,Female,7,0,2028,14,Female88
89,Female,10,0,2028,3,Female89
90+,Female,14,0,2028,39,Female90+
0,Male,0,0,2028,24,Male0
1,Male,0,0,2028,13,Male1
2,Male,0,0,2028,22,Male2
3,Male,0,0,2028,16,Male3
4,Male,0,0,2028,19,Male4
5,Male,0,0,2028,25,Male5
6,Male,0,0,2028,37,Male6
7,Male,0,0,2028,23,Male7
8,Male,0,0,2028,26,Male8
9,Male,0,0,2028,30,Male9
10,Male,0,0,2028,34,Male10
11,Male,0,0,2028,27,Male11
12,Male,24,0,2028,30,Male12
13,Male,13,0,2028,24,Male13
14,Male,22,0,2028,19,Male14
15,Male,16,0,2028,23,Male15
16,Male,18,0,2028,18,Male16
17,Male,25,0,2028,33,Male17
18,Male,37,0,2028,27,Male18
