Age,Gender,uist_Population,SIM,Year,uist_Reference,index_col,scot_Reference,scot_Population
33,Female,20.0,0,2029,22,Female33,35723,33711
34,Female,14.0,0,2029,22,Female34,36385,34742
35,Female,16.0,0,2029,31,Female35,35753,36106
36,Female,20.0,0,2029,27,Female36,34995,37398
37,Female,17.0,0,2029,33,Female37,33471,39269
38,Female,17.0,0,2029,21,Female38,31663,38693
39,Female,14.0,0,2029,29,Female39,30603,37192
40,Female,31.0,0,2029,32,Female40,32622,36989
41,Female,25.0,0,2029,25,Female41,33160,37198
42,Female,15.0,0,2029,28,Female42,33272,36246
43,Female,20.0,0,2029,37,Female43,35532,35699
44,Female,16.0,0,2029,20,Female44,38123,35878
45,Female,19.0,0,2029,27,Female45,39905,34639
46,Female,20.0,0,2029,32,Female46,39222,35231
47,Female,22.0,0,2029,32,Female47,40801,35845
48,Female,31.0,0,2029,56,Female48,41543,35182
49,Female,27.0,0,2029,37,Female49,41358,34390
50,Female,32.0,0,2029,54,Female50,41391,32842
51,Female,21.0,0,2029,36,Female51,42646,31017
52,Female,29.0,0,2029,29,Female52,42441,29925
53,Female,30.0,0,2029,39,Female53,42060,31838
54,Female,24.0,0,2029,35,Female54,40724,32299
55,Female,27.0,0,2029,28,Female55,39939,32337
56,Female,37.0,0,2029,42,Female56,38427,34447
57,Female,20.0,0,2029,49,Female57,38397,36861
58,Female,26.0,0,2029,31,Female58,37263,38474
59,Female,30.0,0,2029,38,Female59,36058,37701
60,Female,31.0,0,2029,31,Female60,34941,39087
61,Female,54.0,0,2029,36,Female61,33606,39658
62,Female,34.0,0,2029,29,Female62,33002,39330
63,Female,50.0,0,2029,44,Female63,32395,39196
64,Female,33.0,0,2029,43,Female64,31202,40199
65,Female,27.0,0,2029,40,Female65,31507,39804
66,Female,39.0,0,2029,42,Female66,31414,39225
67,Female,31.0,0,2029,36,Female67,32127,37740
68,Female,26.0,0,2029,30,Female68,33103,36743
69,Female,38.0,0,2029,38,Female69,35906,35064
70,Female,44.0,0,2029,35,Female70,26974,34712
71,Female,23.0,0,2029,23,Female71,25687,33345
72,Female,28.0,0,2029,32,Female72,25970,31896
73,Female,28.0,0,2029,30,Female73,25265,30503
74,Female,28.0,0,2029,13,Female74,23254,28905
75,Female,25.0,0,2029,29,Female75,21636,27910
76,Female,41.0,0,2029,22,Female76,21833,26874
77,Female,31.0,0,2029,23,Female77,21118,25330
78,Female,32.0,0,2029,27,Female78,20348,24961
79,Female,31.0,0,2029,20,Female79,19396,24215
80,Female,29.0,0,2029,14,Female80,18453,24014
81,Female,23.0,0,2029,14,Female81,17214,23898
82,Female,30.0,0,2029,14,Female82,15965,24920
83,Female,25.0,0,2029,23,Female83,14544,17905
84,Female,19.0,0,2029,15,Female84,14041,16212
85,Female,19.0,0,2029,13,Female85,12678,15475
86,Female,17.0,0,2029,11,Female86,11277,14094
87,Female,6.0,0,2029,9,Female87,9897,12020
88,Female,16.0,0,2029,14,Female88,8421,10250
89,Female,4.0,0,2029,3,Female89,7418,9362
90+,Female,21.0,0,2029,39,Female90+,29050,37206
0,Male,0.0,0,2029,24,Male0,28697,25588
1,Male,0.0,0,2029,13,Male1,29017,25973
2,Male,0.0,0,2029,22,Male2,29377,26355
3,Male,0.0,0,2029,16,Male3,29728,26717
4,Male,0.0,0,2029,19,Male4,30708,27038
5,Male,0.0,0,2029,25,Male5,31533,27308
6,Male,0.0,0,2029,37,Male6,29946,27516
7,Male,0.0,0,2029,23,Male7,30653,27652
8,Male,0.0,0,2029,26,Male8,30586,27753
9,Male,0.0,0,2029,30,Male9,29574,27842
10,Male,0.0,0,2029,34,Male10,28838,27898
11,Male,0.0,0,2029,27,Male11,28885,27908
12,Male,0.0,0,2029,30,Male12,28344,27123
13,Male,24.0,0,2029,24,Male13,27231,28646
14,Male,13.0,0,2029,19,Male14,27083,28983
15,Male,21.0,0,2029,23,Male15,28196,29346
16,Male,16.0,0,2029,18,Male16,29300,29696
17,Male,19.0,0,2029,33,Male17,30279,30669
18,Male,25.0,0,2029,27,Male18,31162,31489
19,Male,37.0,0,2029,17,Male19,33677,29897
20,Male,23.0,0,2029,24,Male20,34653,30595
21,Male,25.0,0,2029,29,Male21,35175,30519
22,Male,30.0,0,2029,22,Male22,36261,29498
23,Male,34.0,0,2029,12,Male23,36791,28753
24,Male,27.0,0,2029,20,Male24,38808,28784
25,Male,30.0,0,2029,12,Male25,39073,28231
26,Male,24.0,0,2029,23,Male26,37445,27110
27,Male,18.0,0,2029,25,Male27,37102,26950
28,Male,23.0,0,2029,28,Male28,36957,28042
29,Male,18.0,0,2029,24,Male29,35572,29122
30,Male,33.0,0,2029,18,Male30,35467,30076
31,Male,26.0,0,2029,14,Male31,34774,30932
32,Male,17.0,0,2029,21,Male32,33786,33405
33,Male,23.0,0,2029,19,Male33,34032,34348
34,Male,28.0,0,2029,14,Male34,34246,34837
35,Male,22.0,0,2029,18,Male35,34347,35884
36,Male,12.0,0,2029,18,Male36,33701,36371
37,Male,19.0,0,2029,23,Male37,32926,38318
38,Male,12.0,0,2029,16,Male38,30125,38532
39,Male,23.0,0,2029,24,Male39,30169,36879
40,Male,25.0,0,2029,23,Male40,31504,36485
41,Male,28.0,0,2029,25,Male41,31398,36286
42,Male,23.0,0,2029,22,Male42,32214,34870
43,Male,18.0,0,2029,32,Male43,34054,34708
44,Male,14.0,0,2029,31,Male44,35759,33972
45,Male,21.0,0,2029,36,Male45,36884,32951
46,Male,19.0,0,2029,32,Male46,36481,33135
47,Male,14.0,0,2029,31,Male47,37985,33288
48,Male,16.0,0,2029,45,Male48,38668,33329
49,Male,16.0,0,2029,32,Male49,39404,32646
50,Male,23.0,0,2029,32,Male50,38795,31842
51,Male,15.0,0,2029,41,Male51,40421,29082
52,Male,24.0,0,2029,27,Male52,39547,29071
53,Male,23.0,0,2029,42,Male53,39588,30299
54,Male,25.0,0,2029,35,Male54,39078,30132
55,Male,21.0,0,2029,38,Male55,38031,30842
56,Male,29.0,0,2029,51,Male56,36862,32513
57,Male,30.0,0,2029,40,Male57,36217,34030
58,Male,31.0,0,2029,49,Male58,35210,34978
59,Male,32.0,0,2029,49,Male59,34417,34457
60,Male,31.0,0,2029,29,Male60,33311,35713
61,Male,42.0,0,2029,39,Male61,31726,36173
62,Male,30.0,0,2029,30,Male62,31363,36653
63,Male,31.0,0,2029,40,Male63,30581,35859
64,Male,40.0,0,2029,38,Male64,29425,37103
65,Male,23.0,0,2029,39,Male65,29569,36022
66,Male,38.0,0,2029,31,Male66,29668,35752
67,Male,31.0,0,2029,29,Male67,30193,34957
68,Male,36.0,0,2029,43,Male68,30916,33654
69,Male,48.0,0,2029,48,Male69,33121,32226
70,Male,35.0,0,2029,42,Male70,24797,31238
71,Male,44.0,0,2029,20,Male71,22863,29916
72,Male,43.0,0,2029,29,Male72,23308,28768
73,Male,23.0,0,2029,21,Male73,21528,27337
74,Male,28.0,0,2029,17,Male74,19373,25506
75,Male,23.0,0,2029,19,Male75,17496,24638
76,Male,31.0,0,2029,23,Male76,17603,23410
77,Male,32.0,0,2029,20,Male77,16869,21890
78,Male,31.0,0,2029,15,Male78,16115,21310
79,Male,23.0,0,2029,19,Male79,14432,20641
80,Male,20.0,0,2029,14,Male80,13546,20203
81,Male,31.0,0,2029,16,Male81,12469,19809
82,Male,31.0,0,2029,8,Male82,11120,20216
83,Male,22.0,0,2029,11,Male83,9975,14332
84,Male,14.0,0,2029,7,Male84,9091,12425
85,Male,15.0,0,2029,8,Male85,7894,11808
86,Male,11.0,0,2029,6,Male86,6573,10075
87,Male,10.0,0,2029,3,Male87,5635,8288
88,Male,7.0,0,2029,13,Male88,4454,6766
89,Male,6.0,0,2029,4,Male89,3731,6083
90+,Male,23.0,0,2029,17,Male90+,12017,21187
0,Female,0.0,0,2030,21,Female0,26819,23995
1,Female,0.0,0,2030,25,Female1,27567,24366
2,Female,0.0,0,2030,14,Female2,27788,24741
3,Female,0.0,0,2030,29,Female3,28504,25108
4,Female,0.0,0,2030,19,Female4,29033,25453
5,Female,0.0,0,2030,18,Female5,30162,25762
6,Female,0.0,0,2030,25,Female6,28855,26018
7,Female,0.0,0,2030,29,Female7,29683,26219
8,Female,0.0,0,2030,16,Female8,29598,26350
9,Female,0.0,0,2030,29,Female9,28272,26448
10,Female,0.0,0,2030,30,Female10,27796,26530
11,Female,0.0,0,2030,20,Female11,27257,26585
12,Female,0.0,0,2030,25,Female12,26739,26596
13,Female,0.0,0,2030,27,Female13,26167,25849
14,Female,21.0,0,2030,17,Female14,26038,26782
15,Female,25.0,0,2030,35,Female15,27243,27542
16,Female,14.0,0,2030,12,Female16,27563,27765
17,Female,29.0,0,2030,20,Female17,28702,28479
18,Female,19.0,0,2030,20,Female18,29789,29004
19,Female,18.0,0,2030,16,Female19,32749,30128
20,Female,25.0,0,2030,20,Female20,33871,28819
21,Female,28.0,0,2030,14,Female21,34923,29642
22,Female,14.0,0,2030,16,Female22,36314,29552
23,Female,29.0,0,2030,20,Female23,37631,28223
24,Female,30.0,0,2030,17,Female24,39540,27741
25,Female,20.0,0,2030,18,Female25,38982,27196
26,Female,25.0,0,2030,14,Female26,37498,26674
27,Female,27.0,0,2030,31,Female27,37318,26096
28,Female,16.0,0,2030,26,Female28,37556,25961
29,Female,35.0,0,2030,15,Female29,36621,27152
30,Female,12.0,0,2030,20,Female30,36099,27462
31,Female,20.0,0,2030,16,Female31,36312,28587
32,Female,19.0,0,2030,19,Female32,35089,29657
33,Female,16.0,0,2030,22,Female33,35723,32587
34,Female,20.0,0,2030,22,Female34,36385,33689
35,Female,14.0,0,2030,31,Female35,35753,34717
36,Female,16.0,0,2030,27,Female36,34995,36079
37,Female,20.0,0,2030,33,Female37,33471,37368
38,Female,17.0,0,2030,21,Female38,31663,39235
39,Female,17.0,0,2030,29,Female39,30603,38658
40,Female,14.0,0,2030,32,Female40,32622,37156
41,Female,31.0,0,2030,25,Female41,33160,36951
42,Female,25.0,0,2030,28,Female42,33272,37156
43,Female,15.0,0,2030,37,Female43,35532,36202
44,Female,20.0,0,2030,20,Female44,38123,35653
45,Female,16.0,0,2030,27,Female45,39905,35828
46,Female,19.0,0,2030,32,Female46,39222,34587
47,Female,20.0,0,2030,32,Female47,40801,35174
48,Female,22.0,0,2030,56,Female48,41543,35781
49,Female,31.0,0,2030,37,Female49,41358,35112
50,Female,27.0,0,2030,54,Female50,41391,34315
51,Female,32.0,0,2030,36,Female51,42646,32764
52,Female,21.0,0,2030,29,Female52,42441,30939
53,Female,29.0,0,2030,39,Female53,42060,29845
54,Female,30.0,0,2030,35,Female54,40724,31747
55,Female,24.0,0,2030,28,Female55,39939,32198
56,Female,27.0,0,2030,42,Female56,38427,32227
57,Female,37.0,0,2030,49,Female57,38397,34320
58,Female,19.0,0,2030,31,Female58,37263,36714
59,Female,26.0,0,2030,38,Female59,36058,38309
60,Female,30.0,0,2030,31,Female60,34941,37527
61,Female,31.0,0,2030,36,Female61,33606,38892
62,Female,51.0,0,2030,29,Female62,33002,39443
63,Female,34.0,0,2030,44,Female63,32395,39099
64,Female,50.0,0,2030,43,Female64,31202,38944
65,Female,33.0,0,2030,40,Female65,31507,39916
66,Female,27.0,0,2030,42,Female66,31414,39495
67,Female,39.0,0,2030,36,Female67,32127,38887
68,Female,30.0,0,2030,30,Female68,33103,37374
69,Female,25.0,0,2030,38,Female69,35906,36344
70,Female,38.0,0,2030,35,Female70,26974,34639
71,Female,42.0,0,2030,23,Female71,25687,34247
72,Female,23.0,0,2030,32,Female72,25970,32851
73,Female,28.0,0,2030,30,Female73,25265,31369
74,Female,28.0,0,2030,13,Female74,23254,29942
75,Female,27.0,0,2030,29,Female75,21636,28311
76,Female,25.0,0,2030,22,Female76,21833,27269
77,Female,41.0,0,2030,23,Female77,21118,26181
78,Female,30.0,0,2030,27,Female78,20348,24597
79,Female,30.0,0,2030,20,Female79,19396,24151
80,Female,30.0,0,2030,14,Female80,18453,23333
81,Female,29.0,0,2030,14,Female81,17214,23030
82,Female,22.0,0,2030,14,Female82,15965,22795
83,Female,30.0,0,2030,23,Female83,14544,23620
84,Female,25.0,0,2030,15,Female84,14041,16847
85,Female,18.0,0,2030,13,Female85,12678,15126
86,Female,16.0,0,2030,11,Female86,11277,14296
87,Female,15.0,0,2030,9,Female87,9897,12874
88,Female,6.0,0,2030,14,Female88,8421,10842
89,Female,15.0,0,2030,3,Female89,7418,9116
90+,Female,22.0,0,2030,39,Female90+,29050,38155
0,Male,0.0,0,2030,24,Male0,28697,25189
1,Male,0.0,0,2030,13,Male1,29017,25575
2,Male,0.0,0,2030,22,Male2,29377,25968
3,Male,0.0,0,2030,16,Male3,29728,26353
4,Male,0.0,0,2030,19,Male4,30708,26715
5,Male,0.0,0,2030,25,Male5,31533,27036
6,Male,0.0,0,2030,37,Male6,29946,27306
7,Male,0.0,0,2030,23,Male7,30653,27514
8,Male,0.0,0,2030,26,Male8,30586,27650
9,Male,0.0,0,2030,30,Male9,29574,27752
10,Male,0.0,0,2030,34,Male10,28838,27841
11,Male,0.0,0,2030,27,Male11,28885,27896
12,Male,0.0,0,2030,30,Male12,28344,27906
13,Male,0.0,0,2030,24,Male13,27231,27121
14,Male,24.0,0,2030,19,Male14,27083,28643
15,Male,13.0,0,2030,23,Male15,28196,28980
16,Male,21.0,0,2030,18,Male16,29300,29342
17,Male,16.0,0,2030,33,Male17,30279,29691
18,Male,19.0,0,2030,27,Male18,31162,30662
19,Male,25.0,0,2030,17,Male19,33677,31480
20,Male,37.0,0,2030,24,Male20,34653,29887
21,Male,23.0,0,2030,29,Male21,35175,30584
22,Male,25.0,0,2030,22,Male22,36261,30508
23,Male,30.0,0,2030,12,Male23,36791,29486
24,Male,34.0,0,2030,20,Male24,38808,28741
25,Male,27.0,0,2030,12,Male25,39073,28772
26,Male,30.0,0,2030,23,Male26,37445,28218
27,Male,24.0,0,2030,25,Male27,37102,27097
28,Male,18.0,0,2030,28,Male28,36957,26935
29,Male,23.0,0,2030,24,Male29,35572,28025
30,Male,18.0,0,2030,18,Male30,35467,29101
31,Male,33.0,0,2030,14,Male31,34774,30052
32,Male,26.0,0,2030,21,Male32,33786,30904
33,Male,17.0,0,2030,19,Male33,34032,33371
34,Male,23.0,0,2030,14,Male34,34246,34310
35,Male,28.0,0,2030,18,Male35,34347,34794
36,Male,22.0,0,2030,18,Male36,33701,35835
37,Male,12.0,0,2030,23,Male37,32926,36317
38,Male,19.0,0,2030,16,Male38,30125,38256
39,Male,12.0,0,2030,24,Male39,30169,38464
40,Male,23.0,0,2030,23,Male40,31504,36809
41,Male,25.0,0,2030,25,Male41,31398,36410
42,Male,28.0,0,2030,22,Male42,32214,36206
43,Male,23.0,0,2030,32,Male43,34054,34787
44,Male,18.0,0,2030,31,Male44,35759,34620
45,Male,14.0,0,2030,36,Male45,36884,33883
46,Male,21.0,0,2030,32,Male46,36481,32862
47,Male,19.0,0,2030,31,Male47,37985,33043
48,Male,14.0,0,2030,45,Male48,38668,33193
49,Male,16.0,0,2030,32,Male49,39404,33230
50,Male,16.0,0,2030,32,Male50,38795,32545
51,Male,23.0,0,2030,41,Male51,40421,31739
52,Male,15.0,0,2030,27,Male52,39547,28982
53,Male,24.0,0,2030,42,Male53,39588,28964
54,Male,23.0,0,2030,35,Male54,39078,30179
55,Male,25.0,0,2030,38,Male55,38031,30002
56,Male,21.0,0,2030,51,Male56,36862,30697
57,Male,29.0,0,2030,40,Male57,36217,32346
58,Male,30.0,0,2030,49,Male58,35210,33840
59,Male,31.0,0,2030,49,Male59,34417,34765
60,Male,32.0,0,2030,29,Male60,33311,34228
61,Male,30.0,0,2030,39,Male61,31726,35454
62,Male,41.0,0,2030,30,Male62,31363,35889
63,Male,30.0,0,2030,40,Male63,30581,36341
64,Male,31.0,0,2030,38,Male64,29425,35526
65,Male,39.0,0,2030,39,Male65,29569,36726
66,Male,23.0,0,2030,31,Male66,29668,35619
67,Male,38.0,0,2030,29,Male67,30193,35311
68,Male,31.0,0,2030,43,Male68,30916,34474
69,Male,35.0,0,2030,48,Male69,33121,33133
70,Male,46.0,0,2030,42,Male70,24797,31672
71,Male,34.0,0,2030,20,Male71,22863,30646
72,Male,44.0,0,2030,29,Male72,23308,29292
73,Male,43.0,0,2030,21,Male73,21528,28104
74,Male,23.0,0,2030,17,Male74,19373,26640
75,Male,27.0,0,2030,19,Male75,17496,24789
76,Male,23.0,0,2030,23,Male76,17603,23875
77,Male,30.0,0,2030,20,Male77,16869,22610
78,Male,32.0,0,2030,15,Male78,16115,21061
79,Male,30.0,0,2030,19,Male79,14432,20415
80,Male,22.0,0,2030,14,Male80,13546,19680
81,Male,20.0,0,2030,16,Male81,12469,19159
82,Male,31.0,0,2030,8,Male82,11120,18667
83,Male,29.0,0,2030,11,Male83,9975,18909
84,Male,20.0,0,2030,7,Male84,9091,13287
85,Male,13.0,0,2030,8,Male85,7894,11403
86,Male,13.0,0,2030,6,Male86,6573,10715
87,Male,10.0,0,2030,3,Male87,5635,9031
88,Male,9.0,0,2030,13,Male88,4454,7332
89,Male,7.0,0,2030,4,Male89,3731,5904
90+,Male,18.0,0,2030,17,Male90+,12017,22080
0,Female,0.0,0,2031,21,Female0,26819,23640
1,Female,0.0,0,2031,25,Female1,27567,23984
2,Female,0.0,0,2031,14,Female2,27788,24362
3,Female,0.0,0,2031,29,Female3,28504,24739
4,Female,0.0,0,2031,19,Female4,29033,25107
5,Female,0.0,0,2031,18,Female5,30162,25452
6,Female,0.0,0,2031,25,Female6,28855,25761
7,Female,0.0,0,2031,29,Female7,29683,26017
8,Female,0.0,0,2031,16,Female8,29598,26218
9,Female,0.0,0,2031,29,Female9,28272,26349
10,Female,0.0,0,2031,30,Female10,27796,26447
11,Female,0.0,0,2031,20,Female11,27257,26529
12,Female,0.0,0,2031,25,Female12,26739,26584
13,Female,0.0,0,2031,27,Female13,26167,26594
14,Female,0.0,0,2031,17,Female14,26038,25847
15,Female,21.0,0,2031,35,Female15,27243,26780
16,Female,25.0,0,2031,12,Female16,27563,27539
17,Female,14.0,0,2031,20,Female17,28702,27762
18,Female,29.0,0,2031,20,Female18,29789,28475
19,Female,19.0,0,2031,16,Female19,32749,29000
20,Female,18.0,0,2031,20,Female20,33871,30123
21,Female,25.0,0,2031,14,Female21,34923,28814
22,Female,28.0,0,2031,16,Female22,36314,29637
23,Female,14.0,0,2031,20,Female23,37631,29547
24,Female,29.0,0,2031,17,Female24,39540,28217
25,Female,30.0,0,2031,18,Female25,38982,27734
26,Female,20.0,0,2031,14,Female26,37498,27189
27,Female,25.0,0,2031,31,Female27,37318,26666
28,Female,27.0,0,2031,26,Female28,37556,26087
29,Female,16.0,0,2031,15,Female29,36621,25951
30,Female,35.0,0,2031,20,Female30,36099,27140
31,Female,12.0,0,2031,16,Female31,36312,27448
32,Female,20.0,0,2031,19,Female32,35089,28571
33,Female,19.0,0,2031,22,Female33,35723,29639
34,Female,16.0,0,2031,22,Female34,36385,32566
35,Female,20.0,0,2031,31,Female35,35753,33665
36,Female,14.0,0,2031,27,Female36,34995,34691
37,Female,16.0,0,2031,33,Female37,33471,36050
38,Female,20.0,0,2031,21,Female38,31663,37336
39,Female,17.0,0,2031,29,Female39,30603,39200
40,Female,17.0,0,2031,32,Female40,32622,38621
41,Female,14.0,0,2031,25,Female41,33160,37118
42,Female,31.0,0,2031,28,Female42,33272,36910
43,Female,25.0,0,2031,37,Female43,35532,37112
44,Female,15.0,0,2031,20,Female44,38123,36156
45,Female,20.0,0,2031,27,Female45,39905,35604
46,Female,16.0,0,2031,32,Female46,39222,35775
47,Female,19.0,0,2031,32,Female47,40801,34532
48,Female,20.0,0,2031,56,Female48,41543,35112
49,Female,22.0,0,2031,37,Female49,41358,35711
50,Female,31.0,0,2031,54,Female50,41391,35036
51,Female,27.0,0,2031,36,Female51,42646,34235
52,Female,31.0,0,2031,29,Female52,42441,32682
53,Female,21.0,0,2031,39,Female53,42060,30857
54,Female,29.0,0,2031,35,Female54,40724,29761
55,Female,30.0,0,2031,28,Female55,39939,31650
56,Female,24.0,0,2031,42,Female56,38427,32090
57,Female,27.0,0,2031,49,Female57,38397,32110
58,Female,36.0,0,2031,31,Female58,37263,34185
59,Female,19.0,0,2031,38,Female59,36058,36559
60,Female,26.0,0,2031,31,Female60,34941,38135
61,Female,29.0,0,2031,36,Female61,33606,37342
62,Female,30.0,0,2031,29,Female62,33002,38685
63,Female,51.0,0,2031,44,Female63,32395,39214
64,Female,34.0,0,2031,43,Female64,31202,38852
65,Female,50.0,0,2031,40,Female65,31507,38674
66,Female,32.0,0,2031,42,Female66,31414,39611
67,Female,27.0,0,2031,36,Female67,32127,39159
68,Female,39.0,0,2031,30,Female68,33103,38516
69,Female,29.0,0,2031,38,Female69,35906,36974
70,Female,25.0,0,2031,35,Female70,26974,35910
71,Female,37.0,0,2031,23,Female71,25687,34181
72,Female,41.0,0,2031,32,Female72,25970,33747
73,Female,22.0,0,2031,30,Female73,25265,32316
74,Female,27.0,0,2031,13,Female74,23254,30800
75,Female,28.0,0,2031,29,Female75,21636,29336
76,Female,26.0,0,2031,22,Female76,21833,27670
77,Female,23.0,0,2031,23,Female77,21118,26577
78,Female,39.0,0,2031,27,Female78,20348,25435
79,Female,30.0,0,2031,20,Female79,19396,23811
80,Female,30.0,0,2031,14,Female80,18453,23284
81,Female,27.0,0,2031,14,Female81,17214,22390
82,Female,27.0,0,2031,14,Female82,15965,21981
83,Female,21.0,0,2031,23,Female83,14544,21621
84,Female,30.0,0,2031,15,Female84,14041,22243
85,Female,22.0,0,2031,13,Female85,12678,15733
86,Female,17.0,0,2031,11,Female86,11277,13988
87,Female,14.0,0,2031,9,Female87,9897,13073
88,Female,13.0,0,2031,14,Female88,8421,11627
89,Female,6.0,0,2031,3,Female89,7418,9656
90+,Female,27.0,0,2031,39,Female90+,29050,38779
0,Male,0.0,0,2031,24,Male0,28697,24816
1,Male,0.0,0,2031,13,Male1,29017,25176
2,Male,0.0,0,2031,22,Male2,29377,25571
3,Male,0.0,0,2031,16,Male3,29728,25966
4,Male,0.0,0,2031,19,Male4,30708,26351
5,Male,0.0,0,2031,25,Male5,31533,26713
6,Male,0.0,0,2031,37,Male6,29946,27034
7,Male,0.0,0,2031,23,Male7,30653,27304
8,Male,0.0,0,2031,26,Male8,30586,27512
9,Male,0.0,0,2031,30,Male9,29574,27649
10,Male,0.0,0,2031,34,Male10,28838,27751
11,Male,0.0,0,2031,27,Male11,28885,27839
12,Male,0.0,0,2031,30,Male12,28344,27894
13,Male,0.0,0,2031,24,Male13,27231,27904
14,Male,0.0,0,2031,19,Male14,27083,27119
15,Male,24.0,0,2031,23,Male15,28196,28640
16,Male,13.0,0,2031,18,Male16,29300,28976
17,Male,21.0,0,2031,33,Male17,30279,29337
18,Male,16.0,0,2031,27,Male18,31162,29685
19,Male,19.0,0,2031,17,Male19,33677,30654
20,Male,25.0,0,2031,24,Male20,34653,31470
21,Male,37.0,0,2031,29,Male21,35175,29877
22,Male,23.0,0,2031,22,Male22,36261,30573
23,Male,25.0,0,2031,12,Male23,36791,30496
24,Male,30.0,0,2031,20,Male24,38808,29474
25,Male,34.0,0,2031,12,Male25,39073,28729
26,Male,27.0,0,2031,23,Male26,37445,28759
27,Male,30.0,0,2031,25,Male27,37102,28205
28,Male,24.0,0,2031,28,Male28,36957,27083
29,Male,18.0,0,2031,24,Male29,35572,26919
30,Male,23.0,0,2031,18,Male30,35467,28005
31,Male,18.0,0,2031,14,Male31,34774,29078
32,Male,33.0,0,2031,21,Male32,33786,30025
33,Male,26.0,0,2031,19,Male33,34032,30873
34,Male,17.0,0,2031,14,Male34,34246,33334
35,Male,23.0,0,2031,18,Male35,34347,34268
36,Male,28.0,0,2031,18,Male36,33701,34747
37,Male,22.0,0,2031,23,Male37,32926,35782
38,Male,12.0,0,2031,16,Male38,30125,36259
39,Male,19.0,0,2031,24,Male39,30169,38190
40,Male,12.0,0,2031,23,Male40,31504,38392
41,Male,23.0,0,2031,25,Male41,31398,36734
42,Male,25.0,0,2031,22,Male42,32214,36330
43,Male,28.0,0,2031,32,Male43,34054,36121
44,Male,23.0,0,2031,31,Male44,35759,34700
45,Male,18.0,0,2031,36,Male45,36884,34530
46,Male,14.0,0,2031,32,Male46,36481,33793
47,Male,21.0,0,2031,31,Male47,37985,32772
48,Male,19.0,0,2031,45,Male48,38668,32950
49,Male,14.0,0,2031,32,Male49,39404,33095
50,Male,16.0,0,2031,32,Male50,38795,33128
51,Male,16.0,0,2031,41,Male51,40421,32441
52,Male,23.0,0,2031,27,Male52,39547,31632
53,Male,15.0,0,2031,42,Male53,39588,28877
54,Male,24.0,0,2031,35,Male54,39078,28851
55,Male,22.0,0,2031,38,Male55,38031,30051
56,Male,25.0,0,2031,51,Male56,36862,29863
57,Male,21.0,0,2031,40,Male57,36217,30542
58,Male,29.0,0,2031,49,Male58,35210,32168
59,Male,30.0,0,2031,49,Male59,34417,33637
60,Male,31.0,0,2031,29,Male60,33311,34537
61,Male,32.0,0,2031,39,Male61,31726,33984
62,Male,29.0,0,2031,30,Male62,31363,35180
63,Male,41.0,0,2031,40,Male63,30581,35588
64,Male,29.0,0,2031,38,Male64,29425,36009
65,Male,31.0,0,2031,39,Male65,29569,35171
66,Male,39.0,0,2031,31,Male66,29668,36322
67,Male,23.0,0,2031,29,Male67,30193,35187
68,Male,37.0,0,2031,43,Male68,30916,34831
69,Male,30.0,0,2031,48,Male69,33121,33949
70,Male,35.0,0,2031,42,Male70,24797,32573
71,Male,44.0,0,2031,20,Male71,22863,31082
72,Male,34.0,0,2031,29,Male72,23308,30017
73,Male,44.0,0,2031,21,Male73,21528,28627
74,Male,43.0,0,2031,17,Male74,19373,27399
75,Male,21.0,0,2031,19,Male75,17496,25904
76,Male,27.0,0,2031,23,Male76,17603,24035
77,Male,22.0,0,2031,20,Male77,16869,23072
78,Male,28.0,0,2031,15,Male78,16115,21768
79,Male,30.0,0,2031,19,Male79,14432,20191
80,Male,29.0,0,2031,14,Male80,13546,19480
81,Male,20.0,0,2031,16,Male81,12469,18679
82,Male,20.0,0,2031,8,Male82,11120,18071
83,Male,30.0,0,2031,11,Male83,9975,17479
84,Male,25.0,0,2031,7,Male84,9091,17551
85,Male,19.0,0,2031,8,Male85,7894,12210
86,Male,13.0,0,2031,6,Male86,6573,10362
87,Male,13.0,0,2031,3,Male87,5635,9620
88,Male,9.0,0,2031,13,Male88,4454,8003
89,Male,9.0,0,2031,4,Male89,3731,6410
90+,Male,21.0,0,2031,17,Male90+,12017,22683
0,Female,0.0,0,2032,21,Female0,26819,23320
1,Female,0.0,0,2032,25,Female1,27567,23630
2,Female,0.0,0,2032,14,Female2,27788,23981
3,Female,0.0,0,2032,29,Female3,28504,24361
4,Female,0.0,0,2032,19,Female4,29033,24738
5,Female,0.0,0,2032,18,Female5,30162,25106
6,Female,0.0,0,2032,25,Female6,28855,25451
7,Female,0.0,0,2032,29,Female7,29683,25760
8,Female,0.0,0,2032,16,Female8,29598,26016
9,Female,0.0,0,2032,29,Female9,28272,26217
10,Female,0.0,0,2032,30,Female10,27796,26348
11,Female,0.0,0,2032,20,Female11,27257,26446
12,Female,0.0,0,2032,25,Female12,26739,26528
13,Female,0.0,0,2032,27,Female13,26167,26582
14,Female,0.0,0,2032,17,Female14,26038,26592
15,Female,0.0,0,2032,35,Female15,27243,25845
16,Female,21.0,0,2032,12,Female16,27563,26777
17,Female,25.0,0,2032,20,Female17,28702,27536
18,Female,14.0,0,2032,20,Female18,29789,27758
19,Female,29.0,0,2032,16,Female19,32749,28471
20,Female,19.0,0,2032,20,Female20,33871,28995
21,Female,18.0,0,2032,14,Female21,34923,30118
22,Female,25.0,0,2032,16,Female22,36314,28809
