Age,Gender,uist_Population,SIM,Year,uist_Reference,index_col,scot_Reference,scot_Population
23,Female,28.0,0,2032,20,Female23,37631,29632
24,Female,14.0,0,2032,17,Female24,39540,29541
25,Female,29.0,0,2032,18,Female25,38982,28210
26,Female,30.0,0,2032,14,Female26,37498,27727
27,Female,20.0,0,2032,31,Female27,37318,27181
28,Female,25.0,0,2032,26,Female28,37556,26657
29,Female,27.0,0,2032,15,Female29,36621,26077
30,Female,16.0,0,2032,20,Female30,36099,25940
31,Female,35.0,0,2032,16,Female31,36312,27127
32,Female,12.0,0,2032,19,Female32,35089,27433
33,Female,20.0,0,2032,22,Female33,35723,28554
34,Female,19.0,0,2032,22,Female34,36385,29620
35,Female,16.0,0,2032,31,Female35,35753,32543
36,Female,20.0,0,2032,27,Female36,34995,33640
37,Female,14.0,0,2032,33,Female37,33471,34664
38,Female,16.0,0,2032,21,Female38,31663,36020
39,Female,20.0,0,2032,29,Female39,30603,37303
40,Female,17.0,0,2032,32,Female40,32622,39163
41,Female,17.0,0,2032,25,Female41,33160,38582
42,Female,14.0,0,2032,28,Female42,33272,37077
43,Female,31.0,0,2032,37,Female43,35532,36867
44,Female,25.0,0,2032,20,Female44,38123,37065
45,Female,15.0,0,2032,27,Female45,39905,36107
46,Female,20.0,0,2032,32,Female46,39222,35552
47,Female,16.0,0,2032,32,Female47,40801,35718
48,Female,19.0,0,2032,56,Female48,41543,34472
49,Female,20.0,0,2032,37,Female49,41358,35044
50,Female,22.0,0,2032,54,Female50,41391,35635
51,Female,30.0,0,2032,36,Female51,42646,34955
52,Female,27.0,0,2032,29,Female52,42441,34151
53,Female,31.0,0,2032,39,Female53,42060,32596
54,Female,21.0,0,2032,35,Female54,40724,30771
55,Female,29.0,0,2032,28,Female55,39939,29671
56,Female,30.0,0,2032,42,Female56,38427,31545
57,Female,24.0,0,2032,49,Female57,38397,31975
58,Female,26.0,0,2032,31,Female58,37263,31986
59,Female,36.0,0,2032,38,Female59,36058,34043
60,Female,19.0,0,2032,31,Female60,34941,36395
61,Female,26.0,0,2032,36,Female61,33606,37950
62,Female,28.0,0,2032,29,Female62,33002,37146
63,Female,30.0,0,2032,44,Female63,32395,38464
64,Female,50.0,0,2032,43,Female64,31202,38969
65,Female,34.0,0,2032,40,Female65,31507,38586
66,Female,48.0,0,2032,42,Female66,31414,38382
67,Female,32.0,0,2032,36,Female67,32127,39279
68,Female,27.0,0,2032,30,Female68,33103,38790
69,Female,38.0,0,2032,38,Female69,35906,38109
70,Female,29.0,0,2032,35,Female70,26974,36539
71,Female,25.0,0,2032,23,Female71,25687,35442
72,Female,36.0,0,2032,32,Female72,25970,33688
73,Female,41.0,0,2032,30,Female73,25265,33206
74,Female,21.0,0,2032,13,Female74,23254,31739
75,Female,27.0,0,2032,29,Female75,21636,30186
76,Female,28.0,0,2032,22,Female76,21833,28682
77,Female,25.0,0,2032,23,Female77,21118,26978
78,Female,23.0,0,2032,27,Female78,20348,25830
79,Female,39.0,0,2032,20,Female79,19396,24634
80,Female,29.0,0,2032,14,Female80,18453,22968
81,Female,30.0,0,2032,14,Female81,17214,22356
82,Female,25.0,0,2032,14,Female82,15965,21384
83,Female,24.0,0,2032,23,Female83,14544,20864
84,Female,21.0,0,2032,15,Female84,14041,20377
85,Female,29.0,0,2032,13,Female85,12678,20790
86,Female,21.0,0,2032,11,Female86,11277,14564
87,Female,16.0,0,2032,9,Female87,9897,12806
88,Female,13.0,0,2032,14,Female88,8421,11821
89,Female,12.0,0,2032,3,Female89,7418,10370
90+,Female,26.0,0,2032,39,Female90+,29050,39812
0,Male,0.0,0,2032,24,Male0,28697,24479
1,Male,0.0,0,2032,13,Male1,29017,24804
2,Male,0.0,0,2032,22,Male2,29377,25172
3,Male,0.0,0,2032,16,Male3,29728,25569
4,Male,0.0,0,2032,19,Male4,30708,25964
5,Male,0.0,0,2032,25,Male5,31533,26349
6,Male,0.0,0,2032,37,Male6,29946,26711
7,Male,0.0,0,2032,23,Male7,30653,27032
8,Male,0.0,0,2032,26,Male8,30586,27303
9,Male,0.0,0,2032,30,Male9,29574,27511
10,Male,0.0,0,2032,34,Male10,28838,27648
11,Male,0.0,0,2032,27,Male11,28885,27750
12,Male,0.0,0,2032,30,Male12,28344,27837
13,Male,0.0,0,2032,24,Male13,27231,27892
14,Male,0.0,0,2032,19,Male14,27083,27902
15,Male,0.0,0,2032,23,Male15,28196,27116
16,Male,24.0,0,2032,18,Male16,29300,28636
17,Male,13.0,0,2032,33,Male17,30279,28971
18,Male,21.0,0,2032,27,Male18,31162,29331
19,Male,16.0,0,2032,17,Male19,33677,29677
20,Male,19.0,0,2032,24,Male20,34653,30645
21,Male,25.0,0,2032,29,Male21,35175,31459
22,Male,37.0,0,2032,22,Male22,36261,29866
23,Male,23.0,0,2032,12,Male23,36791,30562
24,Male,25.0,0,2032,20,Male24,38808,30484
25,Male,30.0,0,2032,12,Male25,39073,29462
26,Male,34.0,0,2032,23,Male26,37445,28717
27,Male,27.0,0,2032,25,Male27,37102,28746
28,Male,30.0,0,2032,28,Male28,36957,28190
29,Male,24.0,0,2032,24,Male29,35572,27067
30,Male,18.0,0,2032,18,Male30,35467,26901
31,Male,23.0,0,2032,14,Male31,34774,27983
32,Male,17.0,0,2032,21,Male32,33786,29052
33,Male,33.0,0,2032,19,Male33,34032,29996
34,Male,26.0,0,2032,14,Male34,34246,30839
35,Male,17.0,0,2032,18,Male35,34347,33294
36,Male,23.0,0,2032,18,Male36,33701,34222
37,Male,28.0,0,2032,23,Male37,32926,34696
38,Male,22.0,0,2032,16,Male38,30125,35725
39,Male,12.0,0,2032,24,Male39,30169,36197
40,Male,19.0,0,2032,23,Male40,31504,38119
41,Male,12.0,0,2032,25,Male41,31398,38315
42,Male,23.0,0,2032,22,Male42,32214,36654
43,Male,25.0,0,2032,32,Male43,34054,36245
44,Male,28.0,0,2032,31,Male44,35759,36031
45,Male,23.0,0,2032,36,Male45,36884,34611
46,Male,18.0,0,2032,32,Male46,36481,34439
47,Male,14.0,0,2032,31,Male47,37985,33702
48,Male,21.0,0,2032,45,Male48,38668,32680
49,Male,19.0,0,2032,32,Male49,39404,32854
50,Male,14.0,0,2032,32,Male50,38795,32995
51,Male,16.0,0,2032,41,Male51,40421,33023
52,Male,16.0,0,2032,27,Male52,39547,32333
53,Male,23.0,0,2032,42,Male53,39588,31520
54,Male,15.0,0,2032,35,Male54,39078,28766
55,Male,24.0,0,2032,38,Male55,38031,28731
56,Male,22.0,0,2032,51,Male56,36862,29914
57,Male,25.0,0,2032,40,Male57,36217,29714
58,Male,21.0,0,2032,49,Male58,35210,30377
59,Male,29.0,0,2032,49,Male59,34417,31978
60,Male,30.0,0,2032,29,Male60,33311,33420
61,Male,31.0,0,2032,39,Male61,31726,34295
62,Male,31.0,0,2032,30,Male62,31363,33726
63,Male,29.0,0,2032,40,Male63,30581,34890
64,Male,40.0,0,2032,38,Male64,29425,35268
65,Male,27.0,0,2032,39,Male65,29569,35655
66,Male,31.0,0,2032,31,Male66,29668,34790
67,Male,39.0,0,2032,29,Male67,30193,35888
68,Male,22.0,0,2032,43,Male68,30916,34716
69,Male,37.0,0,2032,48,Male69,33121,34309
70,Male,28.0,0,2032,42,Male70,24797,33384
71,Male,32.0,0,2032,20,Male71,22863,31976
72,Male,44.0,0,2032,29,Male72,23308,30455
73,Male,33.0,0,2032,21,Male73,21528,29346
74,Male,44.0,0,2032,17,Male74,19373,27921
75,Male,42.0,0,2032,19,Male75,17496,26654
76,Male,21.0,0,2032,23,Male76,17603,25128
77,Male,27.0,0,2032,20,Male77,16869,23240
78,Male,22.0,0,2032,15,Male78,16115,22226
79,Male,26.0,0,2032,19,Male79,14432,20883
80,Male,28.0,0,2032,14,Male80,13546,19281
81,Male,28.0,0,2032,16,Male81,12469,18504
82,Male,20.0,0,2032,8,Male82,11120,17635
83,Male,19.0,0,2032,11,Male83,9975,16938
84,Male,27.0,0,2032,7,Male84,9091,16242
85,Male,20.0,0,2032,8,Male85,7894,16148
86,Male,19.0,0,2032,6,Male86,6573,11111
87,Male,13.0,0,2032,3,Male87,5635,9317
88,Male,13.0,0,2032,13,Male88,4454,8540
89,Male,8.0,0,2032,4,Male89,3731,7010
90+,Male,19.0,0,2032,17,Male90+,12017,23632
0,Female,0.0,0,2033,21,Female0,26819,23038
1,Female,0.0,0,2033,25,Female1,27567,23310
2,Female,0.0,0,2033,14,Female2,27788,23627
3,Female,0.0,0,2033,29,Female3,28504,23980
4,Female,0.0,0,2033,19,Female4,29033,24360
5,Female,0.0,0,2033,18,Female5,30162,24737
6,Female,0.0,0,2033,25,Female6,28855,25105
7,Female,0.0,0,2033,29,Female7,29683,25450
8,Female,0.0,0,2033,16,Female8,29598,25759
9,Female,0.0,0,2033,29,Female9,28272,26015
10,Female,0.0,0,2033,30,Female10,27796,26216
11,Female,0.0,0,2033,20,Female11,27257,26347
12,Female,0.0,0,2033,25,Female12,26739,26445
13,Female,0.0,0,2033,27,Female13,26167,26526
14,Female,0.0,0,2033,17,Female14,26038,26580
15,Female,0.0,0,2033,35,Female15,27243,26590
16,Female,0.0,0,2033,12,Female16,27563,25842
17,Female,21.0,0,2033,20,Female17,28702,26774
18,Female,25.0,0,2033,20,Female18,29789,27532
19,Female,14.0,0,2033,16,Female19,32749,27754
20,Female,29.0,0,2033,20,Female20,33871,28466
21,Female,19.0,0,2033,14,Female21,34923,28990
22,Female,18.0,0,2033,16,Female22,36314,30113
23,Female,25.0,0,2033,20,Female23,37631,28804
24,Female,28.0,0,2033,17,Female24,39540,29626
25,Female,14.0,0,2033,18,Female25,38982,29534
26,Female,29.0,0,2033,14,Female26,37498,28203
27,Female,30.0,0,2033,31,Female27,37318,27719
28,Female,20.0,0,2033,26,Female28,37556,27172
29,Female,25.0,0,2033,15,Female29,36621,26647
30,Female,27.0,0,2033,20,Female30,36099,26066
31,Female,16.0,0,2033,16,Female31,36312,25927
32,Female,35.0,0,2033,19,Female32,35089,27112
33,Female,12.0,0,2033,22,Female33,35723,27417
34,Female,20.0,0,2033,22,Female34,36385,28536
35,Female,19.0,0,2033,31,Female35,35753,29600
36,Female,16.0,0,2033,27,Female36,34995,32519
37,Female,20.0,0,2033,33,Female37,33471,33614
38,Female,14.0,0,2033,21,Female38,31663,34635
39,Female,16.0,0,2033,29,Female39,30603,35988
40,Female,20.0,0,2033,32,Female40,32622,37268
41,Female,17.0,0,2033,25,Female41,33160,39124
42,Female,17.0,0,2033,28,Female42,33272,38540
43,Female,14.0,0,2033,37,Female43,35532,37034
44,Female,31.0,0,2033,20,Female44,38123,36821
45,Female,25.0,0,2033,27,Female45,39905,37015
46,Female,15.0,0,2033,32,Female46,39222,36055
47,Female,20.0,0,2033,32,Female47,40801,35496
48,Female,16.0,0,2033,56,Female48,41543,35656
49,Female,19.0,0,2033,37,Female49,41358,34406
50,Female,20.0,0,2033,54,Female50,41391,34970
51,Female,22.0,0,2033,36,Female51,42646,35554
52,Female,30.0,0,2033,29,Female52,42441,34870
53,Female,27.0,0,2033,39,Female53,42060,34063
54,Female,31.0,0,2033,35,Female54,40724,32506
55,Female,21.0,0,2033,28,Female55,39939,30679
56,Female,29.0,0,2033,42,Female56,38427,29574
57,Female,30.0,0,2033,49,Female57,38397,31433
58,Female,24.0,0,2033,31,Female58,37263,31853
59,Female,26.0,0,2033,38,Female59,36058,31855
60,Female,36.0,0,2033,31,Female60,34941,33892
61,Female,19.0,0,2033,36,Female61,33606,36221
62,Female,25.0,0,2033,29,Female62,33002,37753
63,Female,28.0,0,2033,44,Female63,32395,36937
64,Female,30.0,0,2033,43,Female64,31202,38227
65,Female,49.0,0,2033,40,Female65,31507,38706
66,Female,34.0,0,2033,42,Female66,31414,38299
67,Female,47.0,0,2033,36,Female67,32127,38065
68,Female,32.0,0,2033,30,Female68,33103,38914
69,Female,27.0,0,2033,38,Female69,35906,38386
70,Female,38.0,0,2033,35,Female70,26974,37666
71,Female,29.0,0,2033,23,Female71,25687,36069
72,Female,25.0,0,2033,32,Female72,25970,34938
73,Female,35.0,0,2033,30,Female73,25265,33155
74,Female,41.0,0,2033,13,Female74,23254,32621
75,Female,21.0,0,2033,29,Female75,21636,31115
76,Female,26.0,0,2033,22,Female76,21833,29523
77,Female,28.0,0,2033,23,Female77,21118,27975
78,Female,25.0,0,2033,27,Female78,20348,26231
79,Female,22.0,0,2033,20,Female79,19396,25028
80,Female,39.0,0,2033,14,Female80,18453,23774
81,Female,28.0,0,2033,14,Female81,17214,22065
82,Female,30.0,0,2033,14,Female82,15965,21365
83,Female,24.0,0,2033,23,Female83,14544,20312
84,Female,22.0,0,2033,15,Female84,14041,19679
85,Female,20.0,0,2033,13,Female85,12678,19063
86,Female,29.0,0,2033,11,Female86,11277,19264
87,Female,20.0,0,2033,9,Female87,9897,13348
88,Female,16.0,0,2033,14,Female88,8421,11594
89,Female,11.0,0,2033,3,Female89,7418,10558
90+,Female,29.0,0,2033,39,Female90+,29050,41358
0,Male,0.0,0,2033,24,Male0,28697,24183
1,Male,0.0,0,2033,13,Male1,29017,24467
2,Male,0.0,0,2033,22,Male2,29377,24800
3,Male,0.0,0,2033,16,Male3,29728,25170
4,Male,0.0,0,2033,19,Male4,30708,25567
5,Male,0.0,0,2033,25,Male5,31533,25962
6,Male,0.0,0,2033,37,Male6,29946,26347
7,Male,0.0,0,2033,23,Male7,30653,26710
8,Male,0.0,0,2033,26,Male8,30586,27031
9,Male,0.0,0,2033,30,Male9,29574,27302
10,Male,0.0,0,2033,34,Male10,28838,27510
11,Male,0.0,0,2033,27,Male11,28885,27647
12,Male,0.0,0,2033,30,Male12,28344,27748
13,Male,0.0,0,2033,24,Male13,27231,27835
14,Male,0.0,0,2033,19,Male14,27083,27890
15,Male,0.0,0,2033,23,Male15,28196,27899
16,Male,0.0,0,2033,18,Male16,29300,27112
17,Male,24.0,0,2033,33,Male17,30279,28631
18,Male,13.0,0,2033,27,Male18,31162,28965
19,Male,21.0,0,2033,17,Male19,33677,29324
20,Male,16.0,0,2033,24,Male20,34653,29668
21,Male,19.0,0,2033,29,Male21,35175,30635
22,Male,25.0,0,2033,22,Male22,36261,31448
23,Male,37.0,0,2033,12,Male23,36791,29855
24,Male,23.0,0,2033,20,Male24,38808,30551
25,Male,25.0,0,2033,12,Male25,39073,30472
26,Male,30.0,0,2033,23,Male26,37445,29450
27,Male,34.0,0,2033,25,Male27,37102,28704
28,Male,27.0,0,2033,28,Male28,36957,28731
29,Male,30.0,0,2033,24,Male29,35572,28173
30,Male,24.0,0,2033,18,Male30,35467,27049
31,Male,18.0,0,2033,14,Male31,34774,26880
32,Male,23.0,0,2033,21,Male32,33786,27959
33,Male,17.0,0,2033,19,Male33,34032,29024
34,Male,33.0,0,2033,14,Male34,34246,29964
35,Male,26.0,0,2033,18,Male35,34347,30802
36,Male,17.0,0,2033,18,Male36,33701,33250
37,Male,23.0,0,2033,23,Male37,32926,34173
38,Male,28.0,0,2033,16,Male38,30125,34642
39,Male,22.0,0,2033,24,Male39,30169,35664
40,Male,12.0,0,2033,23,Male40,31504,36130
41,Male,19.0,0,2033,25,Male41,31398,38043
42,Male,12.0,0,2033,22,Male42,32214,38233
43,Male,23.0,0,2033,32,Male43,34054,36569
44,Male,25.0,0,2033,31,Male44,35759,36156
45,Male,28.0,0,2033,36,Male45,36884,35939
46,Male,22.0,0,2033,32,Male46,36481,34521
47,Male,18.0,0,2033,31,Male47,37985,34347
48,Male,14.0,0,2033,45,Male48,38668,33609
49,Male,21.0,0,2033,32,Male49,39404,32586
50,Male,19.0,0,2033,32,Male50,38795,32756
51,Male,14.0,0,2033,41,Male51,40421,32892
52,Male,16.0,0,2033,27,Male52,39547,32915
53,Male,16.0,0,2033,42,Male53,39588,32220
54,Male,23.0,0,2033,35,Male54,39078,31401
55,Male,15.0,0,2033,38,Male55,38031,28648
56,Male,24.0,0,2033,51,Male56,36862,28602
57,Male,22.0,0,2033,40,Male57,36217,29767
58,Male,25.0,0,2033,49,Male58,35210,29556
59,Male,21.0,0,2033,49,Male59,34417,30200
60,Male,29.0,0,2033,29,Male60,33311,31775
61,Male,30.0,0,2033,39,Male61,31726,33189
62,Male,31.0,0,2033,30,Male62,31363,34038
63,Male,31.0,0,2033,40,Male63,30581,33452
64,Male,29.0,0,2033,38,Male64,29425,34581
65,Male,40.0,0,2033,39,Male65,29569,34926
66,Male,27.0,0,2033,31,Male66,29668,35275
67,Male,31.0,0,2033,29,Male67,30193,34381
68,Male,39.0,0,2033,43,Male68,30916,35415
69,Male,22.0,0,2033,48,Male69,33121,34204
70,Male,36.0,0,2033,42,Male70,24797,33747
71,Male,28.0,0,2033,20,Male71,22863,32781
72,Male,32.0,0,2033,29,Male72,23308,31340
73,Male,43.0,0,2033,21,Male73,21528,29785
74,Male,31.0,0,2033,17,Male74,19373,28633
75,Male,43.0,0,2033,19,Male75,17496,27173
76,Male,42.0,0,2033,23,Male76,17603,25868
77,Male,21.0,0,2033,20,Male77,16869,24310
78,Male,26.0,0,2033,15,Male78,16115,22402
79,Male,22.0,0,2033,19,Male79,14432,21336
80,Male,25.0,0,2033,14,Male80,13546,19956
81,Male,27.0,0,2033,16,Male81,12469,18330
82,Male,26.0,0,2033,8,Male82,11120,17485
83,Male,20.0,0,2033,11,Male83,9975,16546
84,Male,17.0,0,2033,7,Male84,9091,15757
85,Male,22.0,0,2033,8,Male85,7894,14963
86,Male,17.0,0,2033,6,Male86,6573,14716
87,Male,18.0,0,2033,3,Male87,5635,10006
88,Male,9.0,0,2033,13,Male88,4454,8285
89,Male,13.0,0,2033,4,Male89,3731,7495
90+,Male,25.0,0,2033,17,Male90+,12017,24964
0,Female,0.0,0,2034,21,Female0,26819,22799
1,Female,0.0,0,2034,25,Female1,27567,23028
2,Female,0.0,0,2034,14,Female2,27788,23307
3,Female,0.0,0,2034,29,Female3,28504,23626
4,Female,0.0,0,2034,19,Female4,29033,23979
5,Female,0.0,0,2034,18,Female5,30162,24359
6,Female,0.0,0,2034,25,Female6,28855,24736
7,Female,0.0,0,2034,29,Female7,29683,25104
8,Female,0.0,0,2034,16,Female8,29598,25449
9,Female,0.0,0,2034,29,Female9,28272,25758
10,Female,0.0,0,2034,30,Female10,27796,26014
11,Female,0.0,0,2034,20,Female11,27257,26215
12,Female,0.0,0,2034,25,Female12,26739,26346
13,Female,0.0,0,2034,27,Female13,26167,26443
14,Female,0.0,0,2034,17,Female14,26038,26524
15,Female,0.0,0,2034,35,Female15,27243,26578
16,Female,0.0,0,2034,12,Female16,27563,26587
17,Female,0.0,0,2034,20,Female17,28702,25839
18,Female,21.0,0,2034,20,Female18,29789,26770
19,Female,25.0,0,2034,16,Female19,32749,27528
20,Female,14.0,0,2034,20,Female20,33871,27750
21,Female,29.0,0,2034,14,Female21,34923,28461
22,Female,19.0,0,2034,16,Female22,36314,28985
23,Female,18.0,0,2034,20,Female23,37631,30108
24,Female,25.0,0,2034,17,Female24,39540,28798
25,Female,28.0,0,2034,18,Female25,38982,29619
26,Female,14.0,0,2034,14,Female26,37498,29526
27,Female,29.0,0,2034,31,Female27,37318,28195
28,Female,30.0,0,2034,26,Female28,37556,27710
29,Female,20.0,0,2034,15,Female29,36621,27162
30,Female,25.0,0,2034,20,Female30,36099,26636
31,Female,27.0,0,2034,16,Female31,36312,26053
32,Female,16.0,0,2034,19,Female32,35089,25913
33,Female,34.0,0,2034,22,Female33,35723,27096
34,Female,12.0,0,2034,22,Female34,36385,27400
35,Female,20.0,0,2034,31,Female35,35753,28517
36,Female,19.0,0,2034,27,Female36,34995,29578
37,Female,16.0,0,2034,33,Female37,33471,32494
38,Female,20.0,0,2034,21,Female38,31663,33586
39,Female,14.0,0,2034,29,Female39,30603,34605
40,Female,16.0,0,2034,32,Female40,32622,35955
41,Female,20.0,0,2034,25,Female41,33160,37231
42,Female,17.0,0,2034,28,Female42,33272,39082
43,Female,17.0,0,2034,37,Female43,35532,38496
44,Female,14.0,0,2034,20,Female44,38123,36988
45,Female,31.0,0,2034,27,Female45,39905,36772
46,Female,25.0,0,2034,32,Female46,39222,36962
47,Female,15.0,0,2034,32,Female47,40801,35999
48,Female,20.0,0,2034,56,Female48,41543,35435
49,Female,16.0,0,2034,37,Female49,41358,35588
50,Female,19.0,0,2034,54,Female50,41391,34334
51,Female,20.0,0,2034,36,Female51,42646,34891
52,Female,22.0,0,2034,29,Female52,42441,35469
53,Female,30.0,0,2034,39,Female53,42060,34781
54,Female,27.0,0,2034,35,Female54,40724,33970
55,Female,31.0,0,2034,28,Female55,39939,32410
56,Female,21.0,0,2034,42,Female56,38427,30580
57,Female,29.0,0,2034,49,Female57,38397,29471
58,Female,30.0,0,2034,31,Female58,37263,31315
59,Female,24.0,0,2034,38,Female59,36058,31724
60,Female,26.0,0,2034,31,Female60,34941,31716
61,Female,36.0,0,2034,36,Female61,33606,33732
62,Female,19.0,0,2034,29,Female62,33002,36036
63,Female,25.0,0,2034,44,Female63,32395,37543
64,Female,28.0,0,2034,43,Female64,31202,36713
65,Female,30.0,0,2034,40,Female65,31507,37973
66,Female,48.0,0,2034,42,Female66,31414,38422
67,Female,34.0,0,2034,36,Female67,32127,37987
68,Female,47.0,0,2034,30,Female68,33103,37716
69,Female,29.0,0,2034,38,Female69,35906,38514
70,Female,27.0,0,2034,35,Female70,26974,37946
71,Female,38.0,0,2034,23,Female71,25687,37188
72,Female,29.0,0,2034,32,Female72,25970,35563
73,Female,24.0,0,2034,30,Female73,25265,34393
74,Female,35.0,0,2034,13,Female74,23254,32579
75,Female,40.0,0,2034,29,Female75,21636,31989
76,Female,21.0,0,2034,22,Female76,21833,30441
77,Female,26.0,0,2034,23,Female77,21118,28805
78,Female,27.0,0,2034,27,Female78,20348,27211
79,Female,22.0,0,2034,20,Female79,19396,25428
80,Female,21.0,0,2034,14,Female80,18453,24166
81,Female,39.0,0,2034,14,Female81,17214,22853
82,Female,26.0,0,2034,14,Female82,15965,21101
83,Female,27.0,0,2034,23,Female83,14544,20308
84,Female,24.0,0,2034,15,Female84,14041,19174
85,Female,19.0,0,2034,13,Female85,12678,18427
86,Female,16.0,0,2034,11,Female86,11277,17682
87,Female,28.0,0,2034,9,Female87,9897,17675
88,Female,17.0,0,2034,14,Female88,8421,12100
89,Female,16.0,0,2034,3,Female89,7418,10369
90+,Female,27.0,0,2034,39,Female90+,29050,42886
0,Male,0.0,0,2034,24,Male0,28697,23934
1,Male,0.0,0,2034,13,Male1,29017,24171
2,Male,0.0,0,2034,22,Male2,29377,24463
3,Male,0.0,0,2034,16,Male3,29728,24798
4,Male,0.0,0,2034,19,Male4,30708,25168
5,Male,0.0,0,2034,25,Male5,31533,25565
6,Male,0.0,0,2034,37,Male6,29946,25961
7,Male,0.0,0,2034,23,Male7,30653,26346
8,Male,0.0,0,2034,26,Male8,30586,26709
9,Male,0.0,0,2034,30,Male9,29574,27030
10,Male,0.0,0,2034,34,Male10,28838,27301
11,Male,0.0,0,2034,27,Male11,28885,27509
12,Male,0.0,0,2034,30,Male12,28344,27645
13,Male,0.0,0,2034,24,Male13,27231,27746
14,Male,0.0,0,2034,19,Male14,27083,27833
15,Male,0.0,0,2034,23,Male15,28196,27887
16,Male,0.0,0,2034,18,Male16,29300,27895
17,Male,0.0,0,2034,33,Male17,30279,27108
18,Male,24.0,0,2034,27,Male18,31162,28625
19,Male,13.0,0,2034,17,Male19,33677,28958
20,Male,21.0,0,2034,24,Male20,34653,29315
21,Male,16.0,0,2034,29,Male21,35175,29658
22,Male,19.0,0,2034,22,Male22,36261,30624
23,Male,25.0,0,2034,12,Male23,36791,31437
24,Male,37.0,0,2034,20,Male24,38808,29844
25,Male,23.0,0,2034,12,Male25,39073,30539
26,Male,25.0,0,2034,23,Male26,37445,30459
27,Male,30.0,0,2034,25,Male27,37102,29437
28,Male,34.0,0,2034,28,Male28,36957,28690
29,Male,27.0,0,2034,24,Male29,35572,28714
30,Male,30.0,0,2034,18,Male30,35467,28154
31,Male,24.0,0,2034,14,Male31,34774,27028
32,Male,18.0,0,2034,21,Male32,33786,26857
33,Male,23.0,0,2034,19,Male33,34032,27932
34,Male,17.0,0,2034,14,Male34,34246,28993
35,Male,33.0,0,2034,18,Male35,34347,29929
36,Male,26.0,0,2034,18,Male36,33701,30762
37,Male,17.0,0,2034,23,Male37,32926,33203
38,Male,22.0,0,2034,16,Male38,30125,34120
39,Male,28.0,0,2034,24,Male39,30169,34584
40,Male,22.0,0,2034,23,Male40,31504,35599
41,Male,12.0,0,2034,25,Male41,31398,36059
42,Male,19.0,0,2034,22,Male42,32214,37962
43,Male,12.0,0,2034,32,Male43,34054,38146
44,Male,22.0,0,2034,31,Male44,35759,36480
45,Male,25.0,0,2034,36,Male45,36884,36065
46,Male,28.0,0,2034,32,Male46,36481,35846
47,Male,21.0,0,2034,31,Male47,37985,34430
48,Male,18.0,0,2034,45,Male48,38668,34253
49,Male,14.0,0,2034,32,Male49,39404,33514
50,Male,21.0,0,2034,32,Male50,38795,32490
51,Male,19.0,0,2034,41,Male51,40421,32655
52,Male,14.0,0,2034,27,Male52,39547,32786
53,Male,16.0,0,2034,42,Male53,39588,32801
54,Male,16.0,0,2034,35,Male54,39078,32100
55,Male,22.0,0,2034,38,Male55,38031,31274
56,Male,15.0,0,2034,51,Male56,36862,28521
57,Male,24.0,0,2034,40,Male57,36217,28464
58,Male,22.0,0,2034,49,Male58,35210,29611
59,Male,25.0,0,2034,49,Male59,34417,29387
60,Male,21.0,0,2034,29,Male60,33311,30011
61,Male,29.0,0,2034,39,Male61,31726,31559
62,Male,30.0,0,2034,30,Male62,31363,32944
63,Male,31.0,0,2034,40,Male63,30581,33766
64,Male,31.0,0,2034,38,Male64,29425,33161
65,Male,29.0,0,2034,39,Male65,29569,34251
66,Male,39.0,0,2034,31,Male66,29668,34559
67,Male,27.0,0,2034,29,Male67,30193,34866
68,Male,31.0,0,2034,43,Male68,30916,33935
69,Male,39.0,0,2034,48,Male69,33121,34900
70,Male,21.0,0,2034,42,Male70,24797,33652
71,Male,35.0,0,2034,20,Male71,22863,33147
72,Male,28.0,0,2034,29,Male72,23308,32139
73,Male,32.0,0,2034,21,Male73,21528,30661
74,Male,40.0,0,2034,17,Male74,19373,29072
75,Male,30.0,0,2034,19,Male75,17496,27878
76,Male,42.0,0,2034,23,Male76,17603,26384
77,Male,40.0,0,2034,20,Male77,16869,25039
78,Male,20.0,0,2034,15,Male78,16115,23446
79,Male,26.0,0,2034,19,Male79,14432,21519
80,Male,20.0,0,2034,14,Male80,13546,20403
81,Male,25.0,0,2034,16,Male81,12469,18986
82,Male,27.0,0,2034,8,Male82,11120,17335
83,Male,24.0,0,2034,11,Male83,9975,16421
84,Male,18.0,0,2034,7,Male84,9091,15409
85,Male,16.0,0,2034,8,Male85,7894,14533
86,Male,21.0,0,2034,6,Male86,6573,13654
87,Male,15.0,0,2034,3,Male87,5635,13273
88,Male,14.0,0,2034,13,Male88,4454,8912
89,Male,8.0,0,2034,4,Male89,3731,7284
90+,Male,27.0,0,2034,17,Male90+,12017,26526
0,Female,0.0,0,2035,21,Female0,26819,22620
1,Female,0.0,0,2035,25,Female1,27567,22790
2,Female,0.0,0,2035,14,Female2,27788,23025
3,Female,0.0,0,2035,29,Female3,28504,23306
4,Female,0.0,0,2035,19,Female4,29033,23625
5,Female,0.0,0,2035,18,Female5,30162,23978
6,Female,0.0,0,2035,25,Female6,28855,24358
7,Female,0.0,0,2035,29,Female7,29683,24735
8,Female,0.0,0,2035,16,Female8,29598,25103
9,Female,0.0,0,2035,29,Female9,28272,25448
10,Female,0.0,0,2035,30,Female10,27796,25757
11,Female,0.0,0,2035,20,Female11,27257,26013
12,Female,0.0,0,2035,25,Female12,26739,26214
