Age,Gender,Reference,Year,Population
78,Female,20348,2032,25830
79,Female,19396,2032,24634
80,Female,18453,2032,22968
81,Female,17214,2032,22356
82,Female,15965,2032,21384
83,Female,14544,2032,20864
84,Female,14041,2032,20377
85,Female,12678,2032,20790
86,Female,11277,2032,14564
87,Female,9897,2032,12806
88,Female,8421,2032,11821
89,Female,7418,2032,10370
90+,Female,29050,2032,39812
0,Male,28697,2032,24479
1,Male,29017,2032,24804
2,Male,29377,2032,25172
3,Male,29728,2032,25569
4,Male,30708,2032,25964
5,Male,31533,2032,26349
6,Male,29946,2032,26711
7,Male,30653,2032,27032
8,Male,30586,2032,27303
9,Male,29574,2032,27511
10,Male,28838,2032,27648
11,Male,28885,2032,27750
12,Male,28344,2032,27837
13,Male,27231,2032,27892
14,Male,27083,2032,27902
15,Male,28196,2032,27116
16,Male,29300,2032,28636
17,Male,30279,2032,28971
18,Male,31162,2032,29331
19,Male,33677,2032,29677
20,Male,34653,2032,30645
21,Male,35175,2032,31459
22,Male,36261,2032,29866
23,Male,36791,2032,30562
24,Male,38808,2032,30484
25,Male,39073,2032,29462
26,Male,37445,2032,28717
27,Male,37102,2032,28746
28,Male,36957,2032,28190
29,Male,35572,2032,27067
30,Male,35467,2032,26901
31,Male,34774,2032,27983
32,Male,33786,2032,29052
33,Male,34032,2032,29996
34,Male,34246,2032,30839
35,Male,34347,2032,33294
36,Male,33701,2032,34222
37,Male,32926,2032,34696
38,Male,30125,2032,35725
39,Male,30169,2032,36197
40,Male,31504,2032,38119
41,Male,31398,2032,38315
42,Male,32214,2032,36654
43,Male,34054,2032,36245
44,Male,35759,2032,36031
45,Male,36884,2032,34611
46,Male,36481,2032,34439
47,Male,37985,2032,33702
48,Male,38668,2032,32680
49,Male,39404,2032,32854
50,Male,38795,2032,32995
51,Male,40421,2032,33023
52,Male,39547,2032,32333
53,Male,39588,2032,31520
54,Male,39078,2032,28766
55,Male,38031,2032,28731
56,Male,36862,2032,29914
57,Male,36217,2032,29714
58,Male,35210,2032,30377
59,Male,34417,2032,31978
60,Male,33311,2032,33420
61,Male,31726,2032,34295
62,Male,31363,2032,33726
63,Male,30581,2032,34890
64,Male,29425,2032,35268
65,Male,29569,2032,35655
66,Male,29668,2032,34790
67,Male,30193,2032,35888
68,Male,30916,2032,34716
69,Male,33121,2032,34309
70,Male,24797,2032,33384
71,Male,22863,2032,31976
72,Male,23308,2032,30455
73,Male,21528,2032,29346
74,Male,19373,2032,27921
75,Male,17496,2032,26654
76,Male,17603,2032,25128
77,Male,16869,2032,23240
78,Male,16115,2032,22226
79,Male,14432,2032,20883
80,Male,13546,2032,19281
81,Male,12469,2032,18504
82,Male,11120,2032,17635
83,Male,9975,2032,16938
84,Male,9091,2032,16242
85,Male,7894,2032,16148
86,Male,6573,2032,11111
87,Male,5635,2032,9317
88,Male,4454,2032,8540
89,Male,3731,2032,7010
90+,Male,12017,2032,23632
0,Female,26819,2033,23038
1,Female,27567,2033,23310
2,Female,27788,2033,23627
3,Female,28504,2033,23980
4,Female,29033,2033,24360
5,Female,30162,2033,24737
6,Female,28855,2033,25105
7,Female,29683,2033,25450
8,Female,29598,2033,25759
9,Female,28272,2033,26015
10,Female,27796,2033,26216
11,Female,27257,2033,26347
12,Female,26739,2033,26445
13,Female,26167,2033,26526
14,Female,26038,2033,26580
15,Female,27243,2033,26590
16,Female,27563,2033,25842
17,Female,28702,2033,26774
18,Female,29789,2033,27532
19,Female,32749,2033,27754
20,Female,33871,2033,28466
21,Female,34923,2033,28990
22,Female,36314,2033,30113
23,Female,37631,2033,28804
24,Female,39540,2033,29626
25,Female,38982,2033,29534
26,Female,37498,2033,28203
27,Female,37318,2033,27719
28,Female,37556,2033,27172
29,Female,36621,2033,26647
30,Female,36099,2033,26066
31,Female,36312,2033,25927
32,Female,35089,2033,27112
33,Female,35723,2033,27417
34,Female,36385,2033,28536
35,Female,35753,2033,29600
36,Female,34995,2033,32519
37,Female,33471,2033,33614
38,Female,31663,2033,34635
39,Female,30603,2033,35988
40,Female,32622,2033,37268
41,Female,33160,2033,39124
42,Female,33272,2033,38540
43,Female,35532,2033,37034
44,Female,38123,2033,36821
45,Female,39905,2033,37015
46,Female,39222,2033,36055
47,Female,40801,2033,35496
48,Female,41543,2033,35656
49,Female,41358,2033,34406
50,Female,41391,2033,34970
51,Female,42646,2033,35554
52,Female,42441,2033,34870
53,Female,42060,2033,34063
54,Female,40724,2033,32506
55,Female,39939,2033,30679
56,Female,38427,2033,29574
57,Female,38397,2033,31433
58,Female,37263,2033,31853
59,Female,36058,2033,31855
60,Female,34941,2033,33892
61,Female,33606,2033,36221
62,Female,33002,2033,37753
63,Female,32395,2033,36937
64,Female,31202,2033,38227
65,Female,31507,2033,38706
66,Female,31414,2033,38299
67,Female,32127,2033,38065
68,Female,33103,2033,38914
69,Female,35906,2033,38386
70,Female,26974,2033,37666
71,Female,25687,2033,36069
72,Female,25970,2033,34938
73,Female,25265,2033,33155
74,Female,23254,2033,32621
75,Female,21636,2033,31115
76,Female,21833,2033,29523
77,Female,21118,2033,27975
78,Female,20348,2033,26231
79,Female,19396,2033,25028
80,Female,18453,2033,23774
81,Female,17214,2033,22065
82,Female,15965,2033,21365
83,Female,14544,2033,20312
84,Female,14041,2033,19679
85,Female,12678,2033,19063
86,Female,11277,2033,19264
87,Female,9897,2033,13348
88,Female,8421,2033,11594
89,Female,7418,2033,10558
90+,Female,29050,2033,41358
0,Male,28697,2033,24183
1,Male,29017,2033,24467
2,Male,29377,2033,24800
3,Male,29728,2033,25170
4,Male,30708,2033,25567
5,Male,31533,2033,25962
6,Male,29946,2033,26347
7,Male,30653,2033,26710
8,Male,30586,2033,27031
9,Male,29574,2033,27302
10,Male,28838,2033,27510
11,Male,28885,2033,27647
12,Male,28344,2033,27748
13,Male,27231,2033,27835
14,Male,27083,2033,27890
15,Male,28196,2033,27899
16,Male,29300,2033,27112
17,Male,30279,2033,28631
18,Male,31162,2033,28965
19,Male,33677,2033,29324
20,Male,34653,2033,29668
21,Male,35175,2033,30635
22,Male,36261,2033,31448
23,Male,36791,2033,29855
24,Male,38808,2033,30551
25,Male,39073,2033,30472
26,Male,37445,2033,29450
27,Male,37102,2033,28704
28,Male,36957,2033,28731
29,Male,35572,2033,28173
30,Male,35467,2033,27049
31,Male,34774,2033,26880
32,Male,33786,2033,27959
33,Male,34032,2033,29024
34,Male,34246,2033,29964
35,Male,34347,2033,30802
36,Male,33701,2033,33250
37,Male,32926,2033,34173
38,Male,30125,2033,34642
39,Male,30169,2033,35664
40,Male,31504,2033,36130
41,Male,31398,2033,38043
42,Male,32214,2033,38233
43,Male,34054,2033,36569
44,Male,35759,2033,36156
45,Male,36884,2033,35939
46,Male,36481,2033,34521
47,Male,37985,2033,34347
48,Male,38668,2033,33609
49,Male,39404,2033,32586
50,Male,38795,2033,32756
51,Male,40421,2033,32892
52,Male,39547,2033,32915
53,Male,39588,2033,32220
54,Male,39078,2033,31401
55,Male,38031,2033,28648
56,Male,36862,2033,28602
57,Male,36217,2033,29767
58,Male,35210,2033,29556
59,Male,34417,2033,30200
60,Male,33311,2033,31775
61,Male,31726,2033,33189
62,Male,31363,2033,34038
63,Male,30581,2033,33452
64,Male,29425,2033,34581
65,Male,29569,2033,34926
66,Male,29668,2033,35275
67,Male,30193,2033,34381
68,Male,30916,2033,35415
69,Male,33121,2033,34204
70,Male,24797,2033,33747
71,Male,22863,2033,32781
72,Male,23308,2033,31340
73,Male,21528,2033,29785
74,Male,19373,2033,28633
75,Male,17496,2033,27173
76,Male,17603,2033,25868
77,Male,16869,2033,24310
78,Male,16115,2033,22402
79,Male,14432,2033,21336
80,Male,13546,2033,19956
81,Male,12469,2033,18330
82,Male,11120,2033,17485
83,Male,9975,2033,16546
84,Male,9091,2033,15757
85,Male,7894,2033,14963
86,Male,6573,2033,14716
87,Male,5635,2033,10006
88,Male,4454,2033,8285
89,Male,3731,2033,7495
90+,Male,12017,2033,24964
0,Female,26819,2034,22799
1,Female,27567,2034,23028
2,Female,27788,2034,23307
3,Female,28504,2034,23626
4,Female,29033,2034,23979
5,Female,30162,2034,24359
6,Female,28855,2034,24736
7,Female,29683,2034,25104
8,Female,29598,2034,25449
9,Female,28272,2034,25758
10,Female,27796,2034,26014
11,Female,27257,2034,26215
12,Female,26739,2034,26346
13,Female,26167,2034,26443
14,Female,26038,2034,26524
15,Female,27243,2034,26578
16,Female,27563,2034,26587
17,Female,28702,2034,25839
18,Female,29789,2034,26770
19,Female,32749,2034,27528
20,Female,33871,2034,27750
21,Female,34923,2034,28461
22,Female,36314,2034,28985
23,Female,37631,2034,30108
24,Female,39540,2034,28798
25,Female,38982,2034,29619
26,Female,37498,2034,29526
27,Female,37318,2034,28195
28,Female,37556,2034,27710
29,Female,36621,2034,27162
30,Female,36099,2034,26636
31,Female,36312,2034,26053
32,Female,35089,2034,25913
33,Female,35723,2034,27096
34,Female,36385,2034,27400
35,Female,35753,2034,28517
36,Female,34995,2034,29578
37,Female,33471,2034,32494
38,Female,31663,2034,33586
39,Female,30603,2034,34605
40,Female,32622,2034,35955
41,Female,33160,2034,37231
42,Female,33272,2034,39082
43,Female,35532,2034,38496
44,Female,38123,2034,36988
45,Female,39905,2034,36772
46,Female,39222,2034,36962
47,Female,40801,2034,35999
48,Female,41543,2034,35435
49,Female,41358,2034,35588
50,Female,41391,2034,34334
51,Female,42646,2034,34891
52,Female,42441,2034,35469
53,Female,42060,2034,34781
54,Female,40724,2034,33970
55,Female,39939,2034,32410
56,Female,38427,2034,30580
57,Female,38397,2034,29471
58,Female,37263,2034,31315
59,Female,36058,2034,31724
60,Female,34941,2034,31716
61,Female,33606,2034,33732
62,Female,33002,2034,36036
63,Female,32395,2034,37543
64,Female,31202,2034,36713
65,Female,31507,2034,37973
66,Female,31414,2034,38422
67,Female,32127,2034,37987
68,Female,33103,2034,37716
69,Female,35906,2034,38514
70,Female,26974,2034,37946
71,Female,25687,2034,37188
72,Female,25970,2034,35563
73,Female,25265,2034,34393
74,Female,23254,2034,32579
75,Female,21636,2034,31989
76,Female,21833,2034,30441
77,Female,21118,2034,28805
78,Female,20348,2034,27211
79,Female,19396,2034,25428
80,Female,18453,2034,24166
81,Female,17214,2034,22853
82,Female,15965,2034,21101
83,Female,14544,2034,20308
84,Female,14041,2034,19174
85,Female,12678,2034,18427
86,Female,11277,2034,17682
87,Female,9897,2034,17675
88,Female,8421,2034,12100
89,Female,7418,2034,10369
90+,Female,29050,2034,42886
0,Male,28697,2034,23934
1,Male,29017,2034,24171
2,Male,29377,2034,24463
3,Male,29728,2034,24798
4,Male,30708,2034,25168
5,Male,31533,2034,25565
6,Male,29946,2034,25961
7,Male,30653,2034,26346
8,Male,30586,2034,26709
9,Male,29574,2034,27030
10,Male,28838,2034,27301
11,Male,28885,2034,27509
12,Male,28344,2034,27645
13,Male,27231,2034,27746
14,Male,27083,2034,27833
15,Male,28196,2034,27887
16,Male,29300,2034,27895
17,Male,30279,2034,27108
18,Male,31162,2034,28625
19,Male,33677,2034,28958
20,Male,34653,2034,29315
21,Male,35175,2034,29658
22,Male,36261,2034,30624
23,Male,36791,2034,31437
24,Male,38808,2034,29844
25,Male,39073,2034,30539
26,Male,37445,2034,30459
27,Male,37102,2034,29437
28,Male,36957,2034,28690
29,Male,35572,2034,28714
30,Male,35467,2034,28154
31,Male,34774,2034,27028
32,Male,33786,2034,26857
33,Male,34032,2034,27932
34,Male,34246,2034,28993
35,Male,34347,2034,29929
36,Male,33701,2034,30762
37,Male,32926,2034,33203
38,Male,30125,2034,34120
39,Male,30169,2034,34584
40,Male,31504,2034,35599
41,Male,31398,2034,36059
42,Male,32214,2034,37962
43,Male,34054,2034,38146
44,Male,35759,2034,36480
45,Male,36884,2034,36065
46,Male,36481,2034,35846
47,Male,37985,2034,34430
48,Male,38668,2034,34253
49,Male,39404,2034,33514
50,Male,38795,2034,32490
51,Male,40421,2034,32655
52,Male,39547,2034,32786
53,Male,39588,2034,32801
54,Male,39078,2034,32100
55,Male,38031,2034,31274
56,Male,36862,2034,28521
57,Male,36217,2034,28464
58,Male,35210,2034,29611
59,Male,34417,2034,29387
60,Male,33311,2034,30011
61,Male,31726,2034,31559
62,Male,31363,2034,32944
63,Male,30581,2034,33766
64,Male,29425,2034,33161
65,Male,29569,2034,34251
66,Male,29668,2034,34559
67,Male,30193,2034,34866
68,Male,30916,2034,33935
69,Male,33121,2034,34900
70,Male,24797,2034,33652
71,Male,22863,2034,33147
72,Male,23308,2034,32139
73,Male,21528,2034,30661
74,Male,19373,2034,29072
75,Male,17496,2034,27878
76,Male,17603,2034,26384
77,Male,16869,2034,25039
78,Male,16115,2034,23446
79,Male,14432,2034,21519
80,Male,13546,2034,20403
81,Male,12469,2034,18986
82,Male,11120,2034,17335
83,Male,9975,2034,16421
84,Male,9091,2034,15409
85,Male,7894,2034,14533
86,Male,6573,2034,13654
87,Male,5635,2034,13273
88,Male,4454,2034,8912
89,Male,3731,2034,7284
90+,Male,12017,2034,26526
0,Female,26819,2035,22620
1,Female,27567,2035,22790
2,Female,27788,2035,23025
3,Female,28504,2035,23306
4,Female,29033,2035,23625
5,Female,30162,2035,23978
6,Female,28855,2035,24358
7,Female,29683,2035,24735
8,Female,29598,2035,25103
9,Female,28272,2035,25448
10,Female,27796,2035,25757
11,Female,27257,2035,26013
12,Female,26739,2035,26214
13,Female,26167,2035,26345
14,Female,26038,2035,26441
15,Female,27243,2035,26522
16,Female,27563,2035,26575
17,Female,28702,2035,26584
18,Female,29789,2035,25836
19,Female,32749,2035,26766
20,Female,33871,2035,27524
21,Female,34923,2035,27746
22,Female,36314,2035,28456
23,Female,37631,2035,28980
24,Female,39540,2035,30102
25,Female,38982,2035,28791
26,Female,37498,2035,29612
27,Female,37318,2035,29518
28,Female,37556,2035,28186
29,Female,36621,2035,27700
30,Female,36099,2035,27151
31,Female,36312,2035,26623
32,Female,35089,2035,26039
33,Female,35723,2035,25898
34,Female,36385,2035,27079
35,Female,35753,2035,27381
36,Female,34995,2035,28496
37,Female,33471,2035,29555
38,Female,31663,2035,32467
39,Female,30603,2035,33557
40,Female,32622,2035,34573
41,Female,33160,2035,35920
42,Female,33272,2035,37192
43,Female,35532,2035,39038
44,Female,38123,2035,38449
45,Female,39905,2035,36940
46,Female,39222,2035,36720
47,Female,40801,2035,36906
48,Female,41543,2035,35938
49,Female,41358,2035,35368
50,Female,41391,2035,35514
51,Female,42646,2035,34258
52,Female,42441,2035,34808
53,Female,42060,2035,35380
54,Female,40724,2035,34688
55,Female,39939,2035,33871
56,Female,38427,2035,32307
57,Female,38397,2035,30474
58,Female,37263,2035,29362
59,Female,36058,2035,31190
60,Female,34941,2035,31587
61,Female,33606,2035,31568
62,Female,33002,2035,33562
63,Female,32395,2035,35838
64,Female,31202,2035,37318
65,Female,31507,2035,36472
66,Female,31414,2035,37698
67,Female,32127,2035,38113
68,Female,33103,2035,37643
69,Female,35906,2035,37333
70,Female,26974,2035,38079
71,Female,25687,2035,37471
72,Female,25970,2035,36673
73,Female,25265,2035,35015
74,Female,23254,2035,33803
75,Female,21636,2035,31956
76,Female,21833,2035,31305
77,Female,21118,2035,29711
78,Female,20348,2035,28030
79,Female,19396,2035,26389
80,Female,18453,2035,24565
81,Female,17214,2035,23242
82,Female,15965,2035,21868
83,Female,14544,2035,20071
84,Female,14041,2035,19185
85,Female,12678,2035,17970
86,Female,11277,2035,17109
87,Female,9897,2035,16242
88,Female,8421,2035,16043
89,Female,7418,2035,10837
90+,Female,29050,2035,44060
0,Male,28697,2035,23745
1,Male,29017,2035,23923
2,Male,29377,2035,24167
3,Male,29728,2035,24461
4,Male,30708,2035,24796
5,Male,31533,2035,25167
6,Male,29946,2035,25564
7,Male,30653,2035,25960
8,Male,30586,2035,26345
9,Male,29574,2035,26708
10,Male,28838,2035,27029
11,Male,28885,2035,27300
12,Male,28344,2035,27507
13,Male,27231,2035,27643
14,Male,27083,2035,27744
15,Male,28196,2035,27830
16,Male,29300,2035,27883
17,Male,30279,2035,27891
18,Male,31162,2035,27103
19,Male,33677,2035,28618
20,Male,34653,2035,28950
21,Male,35175,2035,29306
22,Male,36261,2035,29648
23,Male,36791,2035,30613
24,Male,38808,2035,31426
25,Male,39073,2035,29833
26,Male,37445,2035,30527
27,Male,37102,2035,30446
28,Male,36957,2035,29422
29,Male,35572,2035,28674
30,Male,35467,2035,28695
31,Male,34774,2035,28133
32,Male,33786,2035,27005
33,Male,34032,2035,26832
34,Male,34246,2035,27903
35,Male,34347,2035,28959
36,Male,33701,2035,29890
37,Male,32926,2035,30719
38,Male,30125,2035,33152
39,Male,30169,2035,34063
40,Male,31504,2035,34522
41,Male,31398,2035,35530
42,Male,32214,2035,35983
43,Male,34054,2035,37876
44,Male,35759,2035,38054
45,Male,36884,2035,36389
46,Male,36481,2035,35973
47,Male,37985,2035,35752
48,Male,38668,2035,34337
49,Male,39404,2035,34157
50,Male,38795,2035,33417
51,Male,40421,2035,32391
52,Male,39547,2035,32551
53,Male,39588,2035,32674
54,Male,39078,2035,32680
55,Male,38031,2035,31972
56,Male,36862,2035,31138
57,Male,36217,2035,28385
58,Male,35210,2035,28317
59,Male,34417,2035,29444
60,Male,33311,2035,29206
61,Male,31726,2035,29810
62,Male,31363,2035,31330
63,Male,30581,2035,32684
64,Male,29425,2035,33476
65,Male,29569,2035,32849
66,Male,29668,2035,33897
67,Male,30193,2035,34164
68,Male,30916,2035,34420
69,Male,33121,2035,33449
70,Male,24797,2035,34345
71,Male,22863,2035,33062
72,Male,23308,2035,32507
73,Male,21528,2035,31452
74,Male,19373,2035,29938
75,Male,17496,2035,28316
76,Male,17603,2035,27080
77,Male,16869,2035,25550
78,Male,16115,2035,24162
79,Male,14432,2035,22535
80,Male,13546,2035,20592
81,Male,12469,2035,19426
82,Male,11120,2035,17971
83,Male,9975,2035,16295
84,Male,9091,2035,15308
85,Male,7894,2035,14229
86,Male,6573,2035,13279
87,Male,5635,2035,12333
88,Male,4454,2035,11841
89,Male,3731,2035,7849
90+,Male,12017,2035,27681
0,Female,26819,2036,22495
1,Female,27567,2036,22611
2,Female,27788,2036,22787
3,Female,28504,2036,23024
4,Female,29033,2036,23305
5,Female,30162,2036,23624
6,Female,28855,2036,23977
7,Female,29683,2036,24357
8,Female,29598,2036,24734
9,Female,28272,2036,25102
10,Female,27796,2036,25447
11,Female,27257,2036,25756
12,Female,26739,2036,26012
13,Female,26167,2036,26213
14,Female,26038,2036,26343
15,Female,27243,2036,26439
16,Female,27563,2036,26519
17,Female,28702,2036,26572
18,Female,29789,2036,26581
19,Female,32749,2036,25832
20,Female,33871,2036,26762
21,Female,34923,2036,27520
22,Female,36314,2036,27741
23,Female,37631,2036,28451
24,Female,39540,2036,28974
25,Female,38982,2036,30095
26,Female,37498,2036,28784
27,Female,37318,2036,29604
28,Female,37556,2036,29509
29,Female,36621,2036,28176
30,Female,36099,2036,27688
31,Female,36312,2036,27138
32,Female,35089,2036,26609
33,Female,35723,2036,26024
34,Female,36385,2036,25882
35,Female,35753,2036,27061
36,Female,34995,2036,27361
37,Female,33471,2036,28474
38,Female,31663,2036,29531
39,Female,30603,2036,32439
40,Female,32622,2036,33526
41,Female,33160,2036,34539
42,Female,33272,2036,35882
43,Female,35532,2036,37150
44,Female,38123,2036,38991
45,Female,39905,2036,38399
46,Female,39222,2036,36889
47,Female,40801,2036,36665
48,Female,41543,2036,36845
49,Female,41358,2036,35871
50,Female,41391,2036,35296
51,Female,42646,2036,35436
52,Female,42441,2036,34178
53,Female,42060,2036,34721
54,Female,40724,2036,35286
55,Female,39939,2036,34588
56,Female,38427,2036,33764
57,Female,38397,2036,32197
58,Female,37263,2036,30362
59,Female,36058,2036,29246
60,Female,34941,2036,31057
61,Female,33606,2036,31442
62,Female,33002,2036,31411
63,Female,32395,2036,33380
64,Female,31202,2036,35626
65,Female,31507,2036,37076
66,Female,31414,2036,36211
67,Female,32127,2036,37398
68,Female,33103,2036,37773
69,Female,35906,2036,37266
70,Female,26974,2036,36916
71,Female,25687,2036,37609
72,Female,25970,2036,36959
73,Female,25265,2036,36115
74,Female,23254,2036,34422
75,Female,21636,2036,33165
76,Female,21833,2036,31282
77,Female,21118,2036,30564
78,Female,20348,2036,28922
79,Female,19396,2036,27195
80,Female,18453,2036,25505
81,Female,17214,2036,23638
82,Female,15965,2036,22253
83,Female,14544,2036,20815
84,Female,14041,2036,18975
85,Female,12678,2036,17995
86,Female,11277,2036,16700
87,Female,9897,2036,15733
88,Female,8421,2036,14761
89,Female,7418,2036,14389
90+,Female,29050,2036,45504
0,Male,28697,2036,23613
1,Male,29017,2036,23734
2,Male,29377,2036,23919
3,Male,29728,2036,24165
4,Male,30708,2036,24459
5,Male,31533,2036,24795
6,Male,29946,2036,25166
7,Male,30653,2036,25563
8,Male,30586,2036,25959
9,Male,29574,2036,26344
10,Male,28838,2036,26707
11,Male,28885,2036,27028
12,Male,28344,2036,27298
13,Male,27231,2036,27505
14,Male,27083,2036,27641
15,Male,28196,2036,27741
16,Male,29300,2036,27827
17,Male,30279,2036,27879
18,Male,31162,2036,27885
19,Male,33677,2036,27096
20,Male,34653,2036,28610
21,Male,35175,2036,28941
22,Male,36261,2036,29296
23,Male,36791,2036,29638
24,Male,38808,2036,30602
25,Male,39073,2036,31414
26,Male,37445,2036,29821
27,Male,37102,2036,30514
28,Male,36957,2036,30431
29,Male,35572,2036,29406
30,Male,35467,2036,28656
31,Male,34774,2036,28674
32,Male,33786,2036,28110
33,Male,34032,2036,26980
34,Male,34246,2036,26804
35,Male,34347,2036,27871
36,Male,33701,2036,28922
37,Male,32926,2036,29848
38,Male,30125,2036,30673
39,Male,30169,2036,33098
40,Male,31504,2036,34002
41,Male,31398,2036,34456
42,Male,32214,2036,35456
43,Male,34054,2036,35902
44,Male,35759,2036,37786
45,Male,36884,2036,37960
46,Male,36481,2036,36297
47,Male,37985,2036,35880
48,Male,38668,2036,35657
49,Male,39404,2036,34242
50,Male,38795,2036,34059
51,Male,40421,2036,33317
52,Male,39547,2036,32289
53,Male,39588,2036,32442
54,Male,39078,2036,32555
55,Male,38031,2036,32551
56,Male,36862,2036,31835
57,Male,36217,2036,30992
58,Male,35210,2036,28240
59,Male,34417,2036,28159
60,Male,33311,2036,29265
61,Male,31726,2036,29013
62,Male,31363,2036,29596
63,Male,30581,2036,31087
64,Male,29425,2036,32407
65,Male,29569,2036,33166
66,Male,29668,2036,32514
67,Male,30193,2036,33515
68,Male,30916,2036,33733
69,Male,33121,2036,33934
70,Male,24797,2036,32924
71,Male,22863,2036,33751
72,Male,23308,2036,32433
73,Male,21528,2036,31822
74,Male,19373,2036,30720
75,Male,17496,2036,29170
76,Male,17603,2036,27517
77,Male,16869,2036,26236
78,Male,16115,2036,24668
79,Male,14432,2036,23237
80,Male,13546,2036,21578
81,Male,12469,2036,19620
82,Male,11120,2036,18402
83,Male,9975,2036,16907
84,Male,9091,2036,15206
85,Male,7894,2036,14151
86,Male,6573,2036,13018
87,Male,5635,2036,12011
88,Male,4454,2036,11020
89,Male,3731,2036,10447
90+,Male,12017,2036,29156
