Age,Gender,Reference,Year,Population
84,Female,14041,2021,14696
85,Female,12678,2021,13476
86,Female,11277,2021,12044
87,Female,9897,2021,10629
88,Female,8421,2021,9148
89,Female,7418,2021,8286
90+,Female,29050,2021,30856
0,Male,28697,2021,27789
1,Male,29017,2021,27863
2,Male,29377,2021,27914
3,Male,29728,2021,27924
4,Male,30708,2021,27139
5,Male,31533,2021,28662
6,Male,29946,2021,29000
7,Male,30653,2021,29364
8,Male,30586,2021,29716
9,Male,29574,2021,30696
10,Male,28838,2021,31521
11,Male,28885,2021,29935
12,Male,28344,2021,30642
13,Male,27231,2021,30575
14,Male,27083,2021,29562
15,Male,28196,2021,28824
16,Male,29300,2021,28866
17,Male,30279,2021,28320
18,Male,31162,2021,27202
19,Male,33677,2021,27047
20,Male,34653,2021,28150
21,Male,35175,2021,29242
22,Male,36261,2021,30211
23,Male,36791,2021,31085
24,Male,38808,2021,33587
25,Male,39073,2021,34557
26,Male,37445,2021,35074
27,Male,37102,2021,36154
28,Male,36957,2021,36676
29,Male,35572,2021,38676
30,Male,35467,2021,38927
31,Male,34774,2021,37290
32,Male,33786,2021,36930
33,Male,34032,2021,36768
34,Male,34246,2021,35372
35,Male,34347,2021,35249
36,Male,33701,2021,34541
37,Male,32926,2021,33542
38,Male,30125,2021,33766
39,Male,30169,2021,33957
40,Male,31504,2021,34034
41,Male,31398,2021,33368
42,Male,32214,2021,32577
43,Male,34054,2021,29783
44,Male,35759,2021,29804
45,Male,36884,2021,31101
46,Male,36481,2021,30974
47,Male,37985,2021,31759
48,Male,38668,2021,33548
49,Male,39404,2021,35201
50,Male,38795,2021,36280
51,Male,40421,2021,35851
52,Male,39547,2021,37290
53,Male,39588,2021,37918
54,Male,39078,2021,38586
55,Male,38031,2021,37925
56,Male,36862,2021,39437
57,Male,36217,2021,38497
58,Male,35210,2021,38441
59,Male,34417,2021,37841
60,Male,33311,2021,36715
61,Male,31726,2021,35472
62,Male,31363,2021,34733
63,Male,30581,2021,33643
64,Male,29425,2021,32754
65,Male,29569,2021,31560
66,Male,29668,2021,29907
67,Male,30193,2021,29397
68,Male,30916,2021,28473
69,Male,33121,2021,27192
70,Male,24797,2021,27094
71,Male,22863,2021,26926
72,Male,23308,2021,27110
73,Male,21528,2021,27434
74,Male,19373,2021,29015
75,Male,17496,2021,21421
76,Male,17603,2021,19456
77,Male,16869,2021,19514
78,Male,16115,2021,17705
79,Male,14432,2021,15619
80,Male,13546,2021,13795
81,Male,12469,2021,13536
82,Male,11120,2021,12606
83,Male,9975,2021,11653
84,Male,9091,2021,10044
85,Male,7894,2021,9014
86,Male,6573,2021,7875
87,Male,5635,2021,6618
88,Male,4454,2021,5557
89,Male,3731,2021,4715
90+,Male,12017,2021,14436
0,Female,26819,2022,26375
1,Female,27567,2022,26460
2,Female,27788,2022,26540
3,Female,28504,2022,26594
4,Female,29033,2022,26604
5,Female,30162,2022,25858
6,Female,28855,2022,26792
7,Female,29683,2022,27554
8,Female,29598,2022,27779
9,Female,28272,2022,28496
10,Female,27796,2022,29025
11,Female,27257,2022,30155
12,Female,26739,2022,28848
13,Female,26167,2022,29675
14,Female,26038,2022,29588
15,Female,27243,2022,28260
16,Female,27563,2022,27781
17,Female,28702,2022,27239
18,Female,29789,2022,26718
19,Female,32749,2022,26143
20,Female,33871,2022,26012
21,Female,34923,2022,27212
22,Female,36314,2022,27529
23,Female,37631,2022,28666
24,Female,39540,2022,29748
25,Female,38982,2022,32701
26,Female,37498,2022,33820
27,Female,37318,2022,34867
28,Female,37556,2022,36250
29,Female,36621,2022,37558
30,Female,36099,2022,39455
31,Female,36312,2022,38889
32,Female,35089,2022,37395
33,Female,35723,2022,37204
34,Female,36385,2022,37430
35,Female,35753,2022,36488
36,Female,34995,2022,35954
37,Female,33471,2022,36155
38,Female,31663,2022,34926
39,Female,30603,2022,35543
40,Female,32622,2022,36189
41,Female,33160,2022,35548
42,Female,33272,2022,34778
43,Female,35532,2022,33247
44,Female,38123,2022,31435
45,Female,39905,2022,30366
46,Female,39222,2022,32348
47,Female,40801,2022,32859
48,Female,41543,2022,32943
49,Female,41358,2022,35147
50,Female,41391,2022,37671
51,Female,42646,2022,39390
52,Female,42441,2022,38671
53,Female,42060,2022,40175
54,Female,40724,2022,40855
55,Female,39939,2022,40615
56,Female,38427,2022,40585
57,Female,38397,2022,41746
58,Female,37263,2022,41470
59,Female,36058,2022,41016
60,Female,34941,2022,39631
61,Female,33606,2022,38778
62,Female,33002,2022,37220
63,Female,32395,2022,37093
64,Female,31202,2022,35895
65,Female,31507,2022,34619
66,Female,31414,2022,33417
67,Female,32127,2022,31998
68,Female,33103,2022,31263
69,Female,35906,2022,30507
70,Female,26974,2022,29189
71,Female,25687,2022,29251
72,Female,25970,2022,28920
73,Female,25265,2022,29298
74,Female,23254,2022,29874
75,Female,21636,2022,32029
76,Female,21833,2022,23751
77,Female,21118,2022,22295
78,Female,20348,2022,22179
79,Female,19396,2022,21188
80,Female,18453,2022,19102
81,Female,17214,2022,17361
82,Female,15965,2022,17055
83,Female,14544,2022,15997
84,Female,14041,2022,14878
85,Female,12678,2022,13612
86,Female,11277,2022,12346
87,Female,9897,2022,10896
88,Female,8421,2022,9482
89,Female,7418,2022,8034
90+,Female,29050,2022,31579
0,Male,28697,2022,27685
1,Male,29017,2022,27772
2,Male,29377,2022,27857
3,Male,29728,2022,27911
4,Male,30708,2022,27922
5,Male,31533,2022,27137
6,Male,29946,2022,28660
7,Male,30653,2022,28998
8,Male,30586,2022,29362
9,Male,29574,2022,29714
10,Male,28838,2022,30694
11,Male,28885,2022,31519
12,Male,28344,2022,29933
13,Male,27231,2022,30639
14,Male,27083,2022,30572
15,Male,28196,2022,29558
16,Male,29300,2022,28819
17,Male,30279,2022,28859
18,Male,31162,2022,28312
19,Male,33677,2022,27192
20,Male,34653,2022,27036
21,Male,35175,2022,28137
22,Male,36261,2022,29228
23,Male,36791,2022,30196
24,Male,38808,2022,31069
25,Male,39073,2022,33570
26,Male,37445,2022,34538
27,Male,37102,2022,35053
28,Male,36957,2022,36130
29,Male,35572,2022,36648
30,Male,35467,2022,38643
31,Male,34774,2022,38890
32,Male,33786,2022,37251
33,Male,34032,2022,36887
34,Male,34246,2022,36722
35,Male,34347,2022,35323
36,Male,33701,2022,35196
37,Male,32926,2022,34485
38,Male,30125,2022,33483
39,Male,30169,2022,33702
40,Male,31504,2022,33887
41,Male,31398,2022,33959
42,Male,32214,2022,33289
43,Male,34054,2022,32495
44,Male,35759,2022,29703
45,Male,36884,2022,29721
46,Male,36481,2022,31011
47,Male,37985,2022,30880
48,Male,38668,2022,31659
49,Male,39404,2022,33437
50,Male,38795,2022,35078
51,Male,40421,2022,36147
52,Male,39547,2022,35711
53,Male,39588,2022,37133
54,Male,39078,2022,37745
55,Male,38031,2022,38394
56,Male,36862,2022,37718
57,Male,36217,2022,39201
58,Male,35210,2022,38246
59,Male,34417,2022,38168
60,Male,33311,2022,37548
61,Male,31726,2022,36406
62,Male,31363,2022,35148
63,Male,30581,2022,34389
64,Male,29425,2022,33280
65,Male,29569,2022,32367
66,Male,29668,2022,31149
67,Male,30193,2022,29477
68,Male,30916,2022,28928
69,Male,33121,2022,27968
70,Male,24797,2022,26656
71,Male,22863,2022,26500
72,Male,23308,2022,26271
73,Male,21528,2022,26381
74,Male,19373,2022,26620
75,Male,17496,2022,28068
76,Male,17603,2022,20654
77,Male,16869,2022,18689
78,Male,16115,2022,18664
79,Male,14432,2022,16853
80,Male,13546,2022,14789
81,Male,12469,2022,12984
82,Male,11120,2022,12651
83,Male,9975,2022,11686
84,Male,9091,2022,10695
85,Male,7894,2022,9114
86,Male,6573,2022,8076
87,Male,5635,2022,6959
88,Male,4454,2022,5761
89,Male,3731,2022,4763
90+,Male,12017,2022,15198
0,Female,26819,2023,26242
1,Female,27567,2023,26361
2,Female,27788,2023,26456
3,Female,28504,2023,26538
4,Female,29033,2023,26592
5,Female,30162,2023,26603
6,Female,28855,2023,25857
7,Female,29683,2023,26791
8,Female,29598,2023,27553
9,Female,28272,2023,27778
10,Female,27796,2023,28495
11,Female,27257,2023,29024
12,Female,26739,2023,30153
13,Female,26167,2023,28846
14,Female,26038,2023,29672
15,Female,27243,2023,29585
16,Female,27563,2023,28256
17,Female,28702,2023,27777
18,Female,29789,2023,27234
19,Female,32749,2023,26713
20,Female,33871,2023,26138
21,Female,34923,2023,26007
22,Female,36314,2023,27206
23,Female,37631,2023,27523
24,Female,39540,2023,28659
25,Female,38982,2023,29740
26,Female,37498,2023,32692
27,Female,37318,2023,33809
28,Female,37556,2023,34854
29,Female,36621,2023,36235
30,Female,36099,2023,37541
31,Female,36312,2023,39434
32,Female,35089,2023,38867
33,Female,35723,2023,37371
34,Female,36385,2023,37179
35,Female,35753,2023,37402
36,Female,34995,2023,36459
37,Female,33471,2023,35923
38,Female,31663,2023,36122
39,Female,30603,2023,34892
40,Female,32622,2023,35506
41,Female,33160,2023,36149
42,Female,33272,2023,35505
43,Female,35532,2023,34733
44,Female,38123,2023,33201
45,Female,39905,2023,31388
46,Female,39222,2023,30317
47,Female,40801,2023,32291
48,Female,41543,2023,32795
49,Female,41358,2023,32872
50,Female,41391,2023,35064
51,Female,42646,2023,37574
52,Female,42441,2023,39281
53,Female,42060,2023,38557
54,Female,40724,2023,40048
55,Female,39939,2023,40714
56,Female,38427,2023,40462
57,Female,38397,2023,40418
58,Female,37263,2023,41561
59,Female,36058,2023,41272
60,Female,34941,2023,40805
61,Female,33606,2023,39411
62,Female,33002,2023,38544
63,Female,32395,2023,36976
64,Female,31202,2023,36828
65,Female,31507,2023,35614
66,Female,31414,2023,34320
67,Female,32127,2023,33095
68,Female,33103,2023,31654
69,Female,35906,2023,30889
70,Female,26974,2023,30099
71,Female,25687,2023,28753
72,Female,25970,2023,28764
73,Female,25265,2023,28384
74,Female,23254,2023,28694
75,Female,21636,2023,29189
76,Female,21833,2023,31209
77,Female,21118,2023,23071
78,Female,20348,2023,21581
79,Female,19396,2023,21386
80,Female,18453,2023,20340
81,Female,17214,2023,18244
82,Female,15965,2023,16485
83,Female,14544,2023,16084
84,Female,14041,2023,14968
85,Female,12678,2023,13794
86,Female,11277,2023,12485
87,Female,9897,2023,11184
88,Female,8421,2023,9735
89,Female,7418,2023,8341
90+,Female,29050,2023,31994
0,Male,28697,2023,27545
1,Male,29017,2023,27669
2,Male,29377,2023,27766
3,Male,29728,2023,27854
4,Male,30708,2023,27909
5,Male,31533,2023,27920
6,Male,29946,2023,27135
7,Male,30653,2023,28658
8,Male,30586,2023,28996
9,Male,29574,2023,29360
10,Male,28838,2023,29712
11,Male,28885,2023,30692
12,Male,28344,2023,31517
13,Male,27231,2023,29930
14,Male,27083,2023,30636
15,Male,28196,2023,30568
16,Male,29300,2023,29553
17,Male,30279,2023,28813
18,Male,31162,2023,28851
19,Male,33677,2023,28302
20,Male,34653,2023,27181
21,Male,35175,2023,27024
22,Male,36261,2023,28124
23,Male,36791,2023,29214
24,Male,38808,2023,30181
25,Male,39073,2023,31053
26,Male,37445,2023,33552
27,Male,37102,2023,34518
28,Male,36957,2023,35030
29,Male,35572,2023,36104
30,Male,35467,2023,36618
31,Male,34774,2023,38607
32,Male,33786,2023,38850
33,Male,34032,2023,37209
34,Male,34246,2023,36841
35,Male,34347,2023,36672
36,Male,33701,2023,35270
37,Male,32926,2023,35139
38,Male,30125,2023,34425
39,Male,30169,2023,33420
40,Male,31504,2023,33633
41,Male,31398,2023,33813
42,Male,32214,2023,33879
43,Male,34054,2023,33206
44,Male,35759,2023,32409
45,Male,36884,2023,29621
46,Male,36481,2023,29635
47,Male,37985,2023,30918
48,Male,38668,2023,30784
49,Male,39404,2023,31556
50,Male,38795,2023,33322
51,Male,40421,2023,34951
52,Male,39547,2023,36008
53,Male,39588,2023,35564
54,Male,39078,2023,36967
55,Male,38031,2023,37561
56,Male,36862,2023,38189
57,Male,36217,2023,37497
58,Male,35210,2023,38951
59,Male,34417,2023,37980
60,Male,33311,2023,37879
61,Male,31726,2023,37238
62,Male,31363,2023,36080
63,Male,30581,2023,34807
64,Male,29425,2023,34026
65,Male,29569,2023,32895
66,Male,29668,2023,31955
67,Male,30193,2023,30711
68,Male,30916,2023,29017
69,Male,33121,2023,28426
70,Male,24797,2023,27429
71,Male,22863,2023,26084
72,Male,23308,2023,25868
73,Male,21528,2023,25578
74,Male,19373,2023,25614
75,Male,17496,2023,25768
76,Male,17603,2023,27081
77,Male,16869,2023,19854
78,Male,16115,2023,17889
79,Male,14432,2023,17781
80,Male,13546,2023,15972
81,Male,12469,2023,13933
82,Male,11120,2023,12148
83,Male,9975,2023,11741
84,Male,9091,2023,10740
85,Male,7894,2023,9720
86,Male,6573,2023,8181
87,Male,5635,2023,7151
88,Male,4454,2023,6072
89,Male,3731,2023,4950
90+,Male,12017,2023,15878
0,Female,26819,2024,26040
1,Female,27567,2024,26229
2,Female,27788,2024,26357
3,Female,28504,2024,26454
4,Female,29033,2024,26536
5,Female,30162,2024,26591
6,Female,28855,2024,26602
7,Female,29683,2024,25856
8,Female,29598,2024,26790
9,Female,28272,2024,27552
10,Female,27796,2024,27777
11,Female,27257,2024,28494
12,Female,26739,2024,29022
13,Female,26167,2024,30151
14,Female,26038,2024,28843
15,Female,27243,2024,29669
16,Female,27563,2024,29581
17,Female,28702,2024,28252
18,Female,29789,2024,27772
19,Female,32749,2024,27229
20,Female,33871,2024,26708
21,Female,34923,2024,26133
22,Female,36314,2024,26002
23,Female,37631,2024,27200
24,Female,39540,2024,27517
25,Female,38982,2024,28652
26,Female,37498,2024,29732
27,Female,37318,2024,32682
28,Female,37556,2024,33797
29,Female,36621,2024,34840
30,Female,36099,2024,36218
31,Female,36312,2024,37522
32,Female,35089,2024,39411
33,Female,35723,2024,38843
34,Female,36385,2024,37346
35,Female,35753,2024,37152
36,Female,34995,2024,37373
37,Female,33471,2024,36428
38,Female,31663,2024,35891
39,Female,30603,2024,36087
40,Female,32622,2024,34856
41,Female,33160,2024,35467
42,Female,33272,2024,36106
43,Female,35532,2024,35459
44,Female,38123,2024,34685
45,Female,39905,2024,33152
46,Female,39222,2024,31338
47,Female,40801,2024,30264
48,Female,41543,2024,32229
49,Female,41358,2024,32725
50,Female,41391,2024,32795
51,Female,42646,2024,34975
52,Female,42441,2024,37472
53,Female,42060,2024,39166
54,Female,40724,2024,38436
55,Female,39939,2024,39912
56,Female,38427,2024,40562
57,Female,38397,2024,40299
58,Female,37263,2024,40242
59,Female,36058,2024,41366
60,Female,34941,2024,41063
61,Female,33606,2024,40582
62,Female,33002,2024,39177
63,Female,32395,2024,38296
64,Female,31202,2024,36716
65,Female,31507,2024,36544
66,Female,31414,2024,35311
67,Female,32127,2024,33995
68,Female,33103,2024,32746
69,Female,35906,2024,31282
70,Female,26974,2024,30484
71,Female,25687,2024,29657
72,Female,25970,2024,28282
73,Female,25265,2024,28240
74,Female,23254,2024,27808
75,Female,21636,2024,28046
76,Female,21833,2024,28453
77,Female,21118,2024,30328
78,Female,20348,2024,22342
79,Female,19396,2024,20819
80,Female,18453,2024,20540
81,Female,17214,2024,19438
82,Female,15965,2024,17334
83,Female,14544,2024,15558
84,Female,14041,2024,15062
85,Female,12678,2024,13891
86,Female,11277,2024,12665
87,Female,9897,2024,11324
88,Female,8421,2024,10007
89,Female,7418,2024,8578
90+,Female,29050,2024,32634
0,Male,28697,2024,27334
1,Male,29017,2024,27529
2,Male,29377,2024,27663
3,Male,29728,2024,27763
4,Male,30708,2024,27852
5,Male,31533,2024,27907
6,Male,29946,2024,27918
7,Male,30653,2024,27133
8,Male,30586,2024,28656
9,Male,29574,2024,28994
10,Male,28838,2024,29358
11,Male,28885,2024,29710
12,Male,28344,2024,30690
13,Male,27231,2024,31514
14,Male,27083,2024,29927
15,Male,28196,2024,30632
16,Male,29300,2024,30563
17,Male,30279,2024,29547
18,Male,31162,2024,28805
19,Male,33677,2024,28842
20,Male,34653,2024,28291
21,Male,35175,2024,27170
22,Male,36261,2024,27012
23,Male,36791,2024,28111
24,Male,38808,2024,29200
25,Male,39073,2024,30166
26,Male,37445,2024,31037
27,Male,37102,2024,33533
28,Male,36957,2024,34496
29,Male,35572,2024,35005
30,Male,35467,2024,36075
31,Male,34774,2024,36585
32,Male,33786,2024,38568
33,Male,34032,2024,38807
34,Male,34246,2024,37164
35,Male,34347,2024,36792
36,Male,33701,2024,36618
37,Male,32926,2024,35214
38,Male,30125,2024,35078
39,Male,30169,2024,34361
40,Male,31504,2024,33352
41,Male,31398,2024,33560
42,Male,32214,2024,33734
43,Male,34054,2024,33795
44,Male,35759,2024,33118
45,Male,36884,2024,32320
46,Male,36481,2024,29537
47,Male,37985,2024,29547
48,Male,38668,2024,30823
49,Male,39404,2024,30685
50,Male,38795,2024,31449
51,Male,40421,2024,33204
52,Male,39547,2024,34819
53,Male,39588,2024,35862
54,Male,39078,2024,35408
55,Male,38031,2024,36790
56,Male,36862,2024,37364
57,Male,36217,2024,37970
58,Male,35210,2024,37263
59,Male,34417,2024,38686
60,Male,33311,2024,37698
61,Male,31726,2024,37573
62,Male,31363,2024,36911
63,Male,30581,2024,35737
64,Male,29425,2024,34446
65,Male,29569,2024,33640
66,Male,29668,2024,32484
67,Male,30193,2024,31515
68,Male,30916,2024,30242
69,Male,33121,2024,28525
70,Male,24797,2024,27890
71,Male,22863,2024,26853
72,Male,23308,2024,25475
73,Male,21528,2024,25199
74,Male,19373,2024,24848
75,Male,17496,2024,24810
76,Male,17603,2024,24879
77,Male,16869,2024,26051
78,Male,16115,2024,19019
79,Male,14432,2024,17057
80,Male,13546,2024,16867
81,Male,12469,2024,15062
82,Male,11120,2024,13050
83,Male,9975,2024,11287
84,Male,9091,2024,10805
85,Male,7894,2024,9776
86,Male,6573,2024,8740
87,Male,5635,2024,7258
88,Male,4454,2024,6253
89,Male,3731,2024,5231
90+,Male,12017,2024,16611
0,Female,26819,2025,25782
1,Female,27567,2025,26027
2,Female,27788,2025,26225
3,Female,28504,2025,26355
4,Female,29033,2025,26453
5,Female,30162,2025,26535
6,Female,28855,2025,26590
7,Female,29683,2025,26601
8,Female,29598,2025,25855
9,Female,28272,2025,26789
10,Female,27796,2025,27551
11,Female,27257,2025,27776
12,Female,26739,2025,28493
13,Female,26167,2025,29020
14,Female,26038,2025,30148
15,Female,27243,2025,28840
16,Female,27563,2025,29665
17,Female,28702,2025,29577
18,Female,29789,2025,28248
19,Female,32749,2025,27767
20,Female,33871,2025,27224
21,Female,34923,2025,26703
22,Female,36314,2025,26128
23,Female,37631,2025,25997
24,Female,39540,2025,27194
25,Female,38982,2025,27510
26,Female,37498,2025,28644
27,Female,37318,2025,29723
28,Female,37556,2025,32670
29,Female,36621,2025,33783
30,Female,36099,2025,34824
31,Female,36312,2025,36199
32,Female,35089,2025,37501
33,Female,35723,2025,39386
34,Female,36385,2025,38817
35,Female,35753,2025,37319
36,Female,34995,2025,37123
37,Female,33471,2025,37342
38,Female,31663,2025,36395
39,Female,30603,2025,35857
40,Female,32622,2025,36050
41,Female,33160,2025,34818
42,Female,33272,2025,35425
43,Female,35532,2025,36060
44,Female,38123,2025,35411
45,Female,39905,2025,34634
46,Female,39222,2025,33099
47,Female,40801,2025,31284
48,Female,41543,2025,30206
49,Female,41358,2025,32161
50,Female,41391,2025,32649
51,Female,42646,2025,32713
52,Female,42441,2025,34881
53,Female,42060,2025,37364
54,Female,40724,2025,39045
55,Female,39939,2025,38307
56,Female,38427,2025,39766
57,Female,38397,2025,40401
58,Female,37263,2025,40126
59,Female,36058,2025,40056
60,Female,34941,2025,41160
61,Female,33606,2025,40842
62,Female,33002,2025,40345
63,Female,32395,2025,38929
64,Female,31202,2025,38031
65,Female,31507,2025,36438
66,Female,31414,2025,36238
67,Female,32127,2025,34983
68,Female,33103,2025,33643
69,Female,35906,2025,32368
70,Female,26974,2025,30879
71,Female,25687,2025,30045
72,Female,25970,2025,29180
73,Female,25265,2025,27775
74,Female,23254,2025,27676
75,Female,21636,2025,27189
76,Female,21833,2025,27350
77,Female,21118,2025,27662
78,Female,20348,2025,29383
79,Female,19396,2025,21563
80,Female,18453,2025,20006
81,Female,17214,2025,19640
82,Female,15965,2025,18481
83,Female,14544,2025,16371
84,Female,14041,2025,14581
85,Female,12678,2025,13991
86,Female,11277,2025,12768
87,Female,9897,2025,11502
88,Female,8421,2025,10147
89,Female,7418,2025,8832
90+,Female,29050,2025,33413
0,Male,28697,2025,27062
1,Male,29017,2025,27319
2,Male,29377,2025,27524
3,Male,29728,2025,27660
4,Male,30708,2025,27761
5,Male,31533,2025,27850
6,Male,29946,2025,27905
7,Male,30653,2025,27916
8,Male,30586,2025,27131
9,Male,29574,2025,28654
10,Male,28838,2025,28992
11,Male,28885,2025,29356
12,Male,28344,2025,29708
13,Male,27231,2025,30687
14,Male,27083,2025,31511
15,Male,28196,2025,29923
16,Male,29300,2025,30627
17,Male,30279,2025,30557
18,Male,31162,2025,29539
19,Male,33677,2025,28796
20,Male,34653,2025,28831
21,Male,35175,2025,28279
22,Male,36261,2025,27158
23,Male,36791,2025,27000
24,Male,38808,2025,28098
25,Male,39073,2025,29186
26,Male,37445,2025,30151
27,Male,37102,2025,31020
28,Male,36957,2025,33512
29,Male,35572,2025,34472
30,Male,35467,2025,34977
31,Male,34774,2025,36043
32,Male,33786,2025,36549
33,Male,34032,2025,38526
34,Male,34246,2025,38760
35,Male,34347,2025,37115
36,Male,33701,2025,36739
37,Male,32926,2025,36560
38,Male,30125,2025,35154
39,Male,30169,2025,35013
40,Male,31504,2025,34292
41,Male,31398,2025,33280
42,Male,32214,2025,33482
43,Male,34054,2025,33651
44,Male,35759,2025,33706
45,Male,36884,2025,33027
46,Male,36481,2025,32229
47,Male,37985,2025,29451
48,Male,38668,2025,29457
49,Male,39404,2025,30725
50,Male,38795,2025,30583
51,Male,40421,2025,31339
52,Male,39547,2025,33081
53,Male,39588,2025,34680
54,Male,39078,2025,35707
55,Male,38031,2025,35242
56,Male,36862,2025,36601
57,Male,36217,2025,37154
58,Male,35210,2025,37737
59,Male,34417,2025,37014
60,Male,33311,2025,38404
61,Male,31726,2025,37399
62,Male,31363,2025,37250
63,Male,30581,2025,36567
64,Male,29425,2025,35374
65,Male,29569,2025,34063
66,Male,29668,2025,33228
67,Male,30193,2025,32045
68,Male,30916,2025,31043
69,Male,33121,2025,29739
70,Male,24797,2025,27998
71,Male,22863,2025,27316
72,Male,23308,2025,26238
73,Male,21528,2025,24829
74,Male,19373,2025,24494
75,Male,17496,2025,24082
76,Male,17603,2025,23969
77,Male,16869,2025,23950
78,Male,16115,2025,24975
79,Male,14432,2025,18149
80,Male,13546,2025,16194
81,Male,12469,2025,15921
82,Male,11120,2025,14122
83,Male,9975,2025,12139
84,Male,9091,2025,10400
85,Male,7894,2025,9849
86,Male,6573,2025,8804
87,Male,5635,2025,7768
88,Male,4454,2025,6360
89,Male,3731,2025,5399
90+,Male,12017,2025,17471
0,Female,26819,2026,25472
1,Female,27567,2026,25770
2,Female,27788,2026,26023
3,Female,28504,2026,26223
4,Female,29033,2026,26354
5,Female,30162,2026,26452
6,Female,28855,2026,26534
7,Female,29683,2026,26589
8,Female,29598,2026,26600
9,Female,28272,2026,25854
10,Female,27796,2026,26788
11,Female,27257,2026,27550
12,Female,26739,2026,27775
13,Female,26167,2026,28491
14,Female,26038,2026,29018
15,Female,27243,2026,30145
16,Female,27563,2026,28837
17,Female,28702,2026,29661
18,Female,29789,2026,29572
19,Female,32749,2026,28243
20,Female,33871,2026,27762
21,Female,34923,2026,27219
22,Female,36314,2026,26698
23,Female,37631,2026,26123
24,Female,39540,2026,25991
25,Female,38982,2026,27187
26,Female,37498,2026,27502
27,Female,37318,2026,28635
28,Female,37556,2026,29713
29,Female,36621,2026,32657
30,Female,36099,2026,33768
31,Female,36312,2026,34806
32,Female,35089,2026,36178
33,Female,35723,2026,37478
34,Female,36385,2026,39359
35,Female,35753,2026,38789
36,Female,34995,2026,37290
37,Female,33471,2026,37092
38,Female,31663,2026,37309
39,Female,30603,2026,36361
40,Female,32622,2026,35821
41,Female,33160,2026,36011
42,Female,33272,2026,34777
43,Female,35532,2026,35381
44,Female,38123,2026,36011
45,Female,39905,2026,35360
46,Female,39222,2026,34580
47,Female,40801,2026,33043
48,Female,41543,2026,31225
49,Female,41358,2026,30143
50,Female,41391,2026,32087
51,Female,42646,2026,32568
52,Female,42441,2026,32626
53,Female,42060,2026,34782
54,Female,40724,2026,37251
55,Female,39939,2026,38916
56,Female,38427,2026,38169
57,Female,38397,2026,39610
58,Female,37263,2026,40230
59,Female,36058,2026,39944
60,Female,34941,2026,39860
61,Female,33606,2026,40942
62,Female,33002,2026,40607
63,Female,32395,2026,40093
64,Female,31202,2026,38664
65,Female,31507,2026,37747
66,Female,31414,2026,36138
67,Female,32127,2026,35906
68,Female,33103,2026,34625
69,Female,35906,2026,33258
70,Female,26974,2026,31954
71,Female,25687,2026,30440
72,Female,25970,2026,29570
73,Female,25265,2026,28666
74,Female,23254,2026,27230
75,Female,21636,2026,27070
76,Female,21833,2026,26524
77,Female,21118,2026,26601
78,Female,20348,2026,26813
79,Female,19396,2026,28373
80,Female,18453,2026,20732
81,Female,17214,2026,19140
82,Female,15965,2026,18684
83,Female,14544,2026,17467
84,Female,14041,2026,15355
85,Female,12678,2026,13556
86,Female,11277,2026,12873
87,Female,9897,2026,11609
88,Female,8421,2026,10320
89,Female,7418,2026,8970
90+,Female,29050,2026,34334
0,Male,28697,2026,26739
1,Male,29017,2026,27047
2,Male,29377,2026,27314
3,Male,29728,2026,27522
4,Male,30708,2026,27658
5,Male,31533,2026,27759
6,Male,29946,2026,27848
7,Male,30653,2026,27903
8,Male,30586,2026,27914
9,Male,29574,2026,27129
10,Male,28838,2026,28652
11,Male,28885,2026,28990
12,Male,28344,2026,29354
13,Male,27231,2026,29706
14,Male,27083,2026,30684
15,Male,28196,2026,31507
16,Male,29300,2026,29918
17,Male,30279,2026,30621
18,Male,31162,2026,30549
19,Male,33677,2026,29530
20,Male,34653,2026,28786
21,Male,35175,2026,28820
22,Male,36261,2026,28267
23,Male,36791,2026,27146
24,Male,38808,2026,26988
25,Male,39073,2026,28085
26,Male,37445,2026,29172
27,Male,37102,2026,30135
28,Male,36957,2026,31001
29,Male,35572,2026,33489
30,Male,35467,2026,34445
31,Male,34774,2026,34946
32,Male,33786,2026,36008
33,Male,34032,2026,36510
34,Male,34246,2026,38480
35,Male,34347,2026,38709
36,Male,33701,2026,37062
37,Male,32926,2026,36682
38,Male,30125,2026,36498
39,Male,30169,2026,35090
40,Male,31504,2026,34944
41,Male,31398,2026,34219
42,Male,32214,2026,33204
43,Male,34054,2026,33400
44,Male,35759,2026,33563
45,Male,36884,2026,33614
46,Male,36481,2026,32935
47,Male,37985,2026,32136
48,Male,38668,2026,29362
49,Male,39404,2026,29365
50,Male,38795,2026,30624
51,Male,40421,2026,30478
52,Male,39547,2026,31225
53,Male,39588,2026,32952
54,Male,39078,2026,34533
55,Male,38031,2026,35542
56,Male,36862,2026,35064
57,Male,36217,2026,36399
58,Male,35210,2026,36931
59,Male,34417,2026,37490
60,Male,33311,2026,36749
61,Male,31726,2026,38105
62,Male,31363,2026,37084
63,Male,30581,2026,36909
64,Male,29425,2026,36203
65,Male,29569,2026,34988
66,Male,29668,2026,33654
67,Male,30193,2026,32788
68,Male,30916,2026,31572
69,Male,33121,2026,30532
70,Male,24797,2026,29195
71,Male,22863,2026,27431
72,Male,23308,2026,26703
73,Male,21528,2026,25586
74,Male,19373,2026,24148
75,Male,17496,2026,23753
76,Male,17603,2026,23281
77,Male,16869,2026,23090
78,Male,16115,2026,22978
79,Male,14432,2026,23852
80,Male,13546,2026,17246
